brand,optionGroup,type,sku,parentSku,name,price,inStock,mpn,sizeLabel,categories
Columbia,hand_tool,variation,NPK5,COL-COLUMBIA-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,Columbia Stainless Steel Putty Knives with Nylon Handle - [NPK5],17.0,True,NPK5,"Size: 5""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,variation,OPPK6,COL-COLUMBIA-ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES,Columbia One Piece Stainless Steel Putty Knives - [OPPK6],20.0,True,OPPK6,"Size: 6""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,variation,CJK6,COL-COLUMBIA-SPECIALTY-KNIFE-WITH-NYLON-HANDLE,Columbia Specialty Knife with Nylon Handle - [CJK6],18.0,True,CJK6,"Option: 6"" Clipped Knife 30 Degree Angle",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,variation,CGPK6,COL-COLUMBIA-STAINLESS-STEEL-JOINT-KNIFE-WITH-SOFT-GRIP-HANDLE,Columbia Stainless Steel Joint Knife with Soft Grip Handle - [CGPK6],17.0,True,CGPK6,"Size: 6""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,variation,NPK6,COL-COLUMBIA-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,Columbia Stainless Steel Putty Knives with Nylon Handle - [NPK6],19.0,True,NPK6,"Size: 6""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,variation,OPPK8,COL-COLUMBIA-ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES,Columbia One Piece Stainless Steel Putty Knives - [OPPK8],24.0,True,OPPK8,"Size: 8""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,variation,NPK8,COL-COLUMBIA-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,Columbia Stainless Steel Putty Knives with Nylon Handle - [NPK8],20.0,True,NPK8,"Size: 8""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,variation,CTK8,COL-COLUMBIOA-STAINLESS-STEEL-TAPING-KNIFE-WITH-SOFT-GRIP-HANDLE,Columbia Stainless Steel Taping Knife with Soft Grip Handle - [CTK8],18.0,True,CTK8,"Size: 8""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,simple,9-1MT,,Columbia Stainless Steel 9-in-1 Putty Knife with Nylon Grip Handle - [9-1MT],14.0,True,9-1MT,9-1MT,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,simple,OPPK10-1,,Columbia One Piece Stainless Steel 10-in-1 Multi Tool - [OPPK10-1],18.0,True,OPPK10-1,OPPK10-1,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,variation,NPK10,COL-COLUMBIA-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,Columbia Stainless Steel Putty Knives with Nylon Handle - [NPK10],21.0,True,NPK10,"Size: 10""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,variation,CTK10,COL-COLUMBIOA-STAINLESS-STEEL-TAPING-KNIFE-WITH-SOFT-GRIP-HANDLE,Columbia Stainless Steel Taping Knife with Soft Grip Handle - [CTK10],19.0,False,CTK10,"Size: 10""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,variation,C12MP,COL-COLUMBIA-STAINLESS-STEEL-MUD-PAN-WITH-FREE-MUD-GRIP,Columbia Stainless Steel Mud Pan with Mud Grip - [C12MP],24.0,True,C12MP,"Size: 12""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,variation,CTK12,COL-COLUMBIOA-STAINLESS-STEEL-TAPING-KNIFE-WITH-SOFT-GRIP-HANDLE,Columbia Stainless Steel Taping Knife with Soft Grip Handle - [CTK12],20.0,True,CTK12,"Size: 12""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,simple,13-H-S,,Columbia Aluminum Finishing Hawk - [13-H-S],50.0,True,13-H-S,13-H-S,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,variation,C14MP,COL-COLUMBIA-STAINLESS-STEEL-MUD-PAN-WITH-FREE-MUD-GRIP,Columbia Stainless Steel Mud Pan with Mud Grip - [C14MP],25.0,True,C14MP,"Size: 14""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,variation,CTK14,COL-COLUMBIOA-STAINLESS-STEEL-TAPING-KNIFE-WITH-SOFT-GRIP-HANDLE,Columbia Stainless Steel Taping Knife with Soft Grip Handle - [CTK14],21.0,True,CTK14,"Size: 14""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,hand_tool,variation,C16MP,COL-COLUMBIA-STAINLESS-STEEL-MUD-PAN-WITH-FREE-MUD-GRIP,Columbia Stainless Steel Mud Pan with Mud Grip - [C16MP],25.0,True,C16MP,"Size: 16""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,loading_pump,simple,PHMP,,Columbia Predator Quick-Clean Mud Pump (Box Filler Not Included) - [PHMP],376.0,True,PHMP,PHMP,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,loading_pump,simple,HMP,,Columbia Quick-Clean Mud Pump (Box Filler Not Included) - [HMP],363.0,True,HMP,HMP,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,loading_pump,simple,TBMP,,Columbia Tall Boy Loading Pump - [TBMP],473.0,True,TBMP,TBMP,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,simple,C1SPBODY,,Columbia One Sawed Off Predator Automatic Taper Body (Head Not Included) - [C1SPBODY],526.0,True,C1SPBODY,C1SPBODY,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,simple,C1TBPBODY,,Columbia One Tall Boy Predator Automatic Taper Body (Head Not Included) - [C1TBPBODY],661.0,True,C1TBPBODY,C1TBPBODY,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,simple,FCMR1.5X18MM,,Columbia Corner Mud Roller Replacement - [FCMR1.5X18MM],23.0,True,FCMR1.5X18MM,FCMR1.5X18MM,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,other_tool,simple,FMRAF1.5,,Columbia Corner Mud Roller with Acme Thread Roller Frame - [FMRAF1.5],34.0,True,FMRAF1.5,FMRAF1.5,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,other_tool,simple,2KMR12,,Columbia 2K Drywall Mud Roller Complete - [2KMR12],36.0,True,2KMR12,2KMR12,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,other_tool,simple,MRR12,,Columbia 2K Drywall Mud Roller Replacement - [MRR12],23.0,True,MRR12,MRR12,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,other_tool,variation,2NS,COL-COLUMBIA-NAIL-SPOTTER,Columbia Nail Spotter - [2NS],324.0,True,2NS,"Size: 2""",Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,simple,CBS2K,,Columbia Stainless Steel Bucket Scoop with Soft Grip Handle - [CBS2K],11.0,True,CBS2K,CBS2K,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,other_tool,variation,2.5CSF,COL-COLUMBIA-COMBO-FLUSHER,Columbia Combo Flusher - [2.5CSF],145.0,True,2.5CSF,"Size: 2.5""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,2.5DF,COL-COLUMBIA-DIRECT-FLUSHER,Columbia Direct Flusher - [2.5DF],95.0,True,2.5DF,"Size: 2.5""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,2.5SF,COL-COLUMBIA-STANDARD-FLUSHERS,Columbia Standard Flusher - [2.5SF],87.0,True,2.5SF,"Size: 2.5""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,3BBH,COL-COLUMBIA-BENT-BOX-HANDLES-3-6,Columbia Bent Box Handle - [3BBH],203.0,True,3BBH,Handle Length: 3',Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,variation,3CSF,COL-COLUMBIA-COMBO-FLUSHER,Columbia Combo Flusher - [3CSF],150.0,True,3CSF,"Size: 3""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,3DF,COL-COLUMBIA-DIRECT-FLUSHER,Columbia Direct Flusher - [3DF],98.0,True,3DF,"Size: 3""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,3WTDF,COL-COLUMBIA-DIRECT-FLUSHER,Columbia Direct Flusher - [3WTDF],101.0,True,3WTDF,"Size: 3"" Widetrack",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,FMR3X18MM,COL-COLUMBIA-MUD-ROLLER-REPLACEMENT,Columbia Mud Roller Replacement - [FMR3X18MM],16.0,True,FMR3X18MM,"Size: 80 mm / 3""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,other_tool,variation,FMRAF3,COL-COLUMBIA-MUD-ROLLER-WITH-ACME-THREAD-ROLLER-FRAME,Columbia Mud Roller with Acme Thread Roller Frame - [FMRAF3],26.0,True,FMRAF3,"Size: 80 mm / 3""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,other_tool,variation,3NS,COL-COLUMBIA-NAIL-SPOTTER,Columbia Nail Spotter - [3NS],324.0,True,3NS,"Size: 3""",Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,variation,3SF,COL-COLUMBIA-STANDARD-FLUSHERS,Columbia Standard Flusher - [3SF],92.0,True,3SF,"Size: 3""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,3WTSF,COL-COLUMBIA-STANDARD-FLUSHERS,Columbia Standard Flusher - [3WTSF],93.0,True,3WTSF,"Size: 3"" Widetrack",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,simple,TL3-8,,Columbia Twist and Lock Handle 3' - 8' - [TL3-8],73.0,True,TL3-8,TL3-8,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,variation,3.5CSF,COL-COLUMBIA-COMBO-FLUSHER,Columbia Combo Flusher - [3.5CSF],154.0,True,3.5CSF,"Size: 3.5""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,3.5DF,COL-COLUMBIA-DIRECT-FLUSHER,Columbia Direct Flusher - [3.5DF],104.0,True,3.5DF,"Size: 3.5""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,simple,CPFP,,Columbia PowerFill 3.5 Pro Series Cordless Loading Pump - [CPFP],1473.0,True,CPFP,CPFP,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,variation,3.5SF,COL-COLUMBIA-STANDARD-FLUSHERS,Columbia Standard Flusher - [3.5SF],97.0,True,3.5SF,"Size: 3.5""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,simple,CFBH,,Columbia 4' Fixed Length Aluminum Corner Flusher Box Handle (Old Style) - [CFBH],44.0,True,CFBH,CFBH,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,variation,4BBH,COL-COLUMBIA-BENT-BOX-HANDLES-3-6,Columbia Bent Box Handle - [4BBH],205.0,True,4BBH,Handle Length: 4',Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,variation,4DF,COL-COLUMBIA-DIRECT-FLUSHER,Columbia Direct Flusher - [4DF],108.0,True,4DF,"Size: 4""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,4SF,COL-COLUMBIA-STANDARD-FLUSHERS,Columbia Standard Flusher - [4SF],105.0,True,4SF,"Size: 4""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,5BBH,COL-COLUMBIA-BENT-BOX-HANDLES-3-6,Columbia Bent Box Handle - [5BBH],206.0,True,5BBH,Handle Length: 5',Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,simple,SF5,,Columbia Shrink Fit Comfort Grips for Welded Stainless Steel Joint Knives - [SF5],8.0,True,SF5,SF5,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,other_tool,variation,6BBH,COL-COLUMBIA-BENT-BOX-HANDLES-3-6,Columbia Bent Box Handle - [6BBH],207.0,True,6BBH,Handle Length: 6',Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,variation,FMR9X18MM,COL-COLUMBIA-MUD-ROLLER-REPLACEMENT,Columbia Mud Roller Replacement - [FMR9X18MM],17.0,True,FMR9X18MM,"Size: 220 mm / 9""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,other_tool,variation,FMRAF9,COL-COLUMBIA-MUD-ROLLER-WITH-ACME-THREAD-ROLLER-FRAME,Columbia Mud Roller with Acme Thread Roller Frame - [FMRAF9],28.0,True,FMRAF9,"Size: 220 mm / 9""",Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,other_tool,variation,CLT24,COL-COLUMBIA-CAM-LOCK-TUBE,Columbia Cam Lock Tube - [CLT24],236.0,True,CLT24,"Size: 24""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,CLT32,COL-COLUMBIA-CAM-LOCK-TUBE,Columbia Cam Lock Tube - [CLT32],242.0,True,CLT32,"Size: 32""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,simple,FECCL33,,"Columbia 33"" Mud Roller Case - [FECCL33]",86.0,True,FECCL33,FECCL33,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,42BBH,COL-COLUMBIA-BENT-BOX-HANDLES-3-6,Columbia Bent Box Handle - [42BBH],204.0,True,42BBH,"Handle Length: 42""",Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,variation,CLT42,COL-COLUMBIA-CAM-LOCK-TUBE,Columbia Cam Lock Tube - [CLT42],256.0,True,CLT42,"Size: 42""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,simple,PCLT42,,Columbia Predator Cam Lock Tube - [PCLT42],290.0,True,PCLT42,PCLT42,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,CLT55,COL-COLUMBIA-CAM-LOCK-TUBE,Columbia Cam Lock Tube - [CLT55],220.0,True,CLT55,"Size: 55""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,IA90,COL-COLUMBIA-PLASTIC-MUD-HEAD-APPLICATOR,Columbia Plastic Mud Head Applicator - [IA90],98.0,True,IA90,Type: Inside 90°,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,OA90,COL-COLUMBIA-PLASTIC-MUD-HEAD-APPLICATOR,Columbia Plastic Mud Head Applicator - [OA90],98.0,True,OA90,Type: Outside 90°,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,simple,CC,,Columbia Corner Cobra - [CC],401.0,True,CC,CC,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,variation,MHL,COL-COLUMBIA-MATRIX-BOX-HANDLE,Columbia Matrix Box Handle - [MHL],495.0,True,MHL,"Size: Long 56"" to 76""",Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,variation,MHS,COL-COLUMBIA-MATRIX-BOX-HANDLE,Columbia Matrix Box Handle - [MHS],375.0,True,MHS,"Size: Short 29"" to 39""",Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,variation,MH,COL-COLUMBIA-MATRIX-BOX-HANDLE,Columbia Matrix Box Handle - [MH],409.0,True,MH,"Size: Regular 40"" to 60""",Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,simple,MRW,,Columbia Mud Roller Washer - [MRW],24.0,True,MRW,MRW,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,other_tool,simple,OPBS,,Columbia One Piece Stainless Steel Bucket Scoop - [OPBS],21.0,True,OPBS,OPBS,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,other_tool,simple,CBNCR,,Columbia Outside Bead Bullnose Corner Roller - [CBNCR],64.0,True,CBNCR,CBNCR,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,simple,COBCR,,Columbia Outside Bead Corner Roller - [COBCR],60.0,True,COBCR,COBCR,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,variation,FMH,COL-COLUMBIA-PLASTIC-MUD-HEAD-APPLICATOR,Columbia Plastic Mud Head Applicator - [FMH],98.0,True,FMH,Type: L-Trim,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,variation,PMHL,COL-COLUMBIA-PREDATOR-MATRIX-BOX-HANDLE,Columbia Predator Matrix Box Handle - [PMHL],503.0,True,PMHL,"Size: Long 56"" to 76""",Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,variation,PMHS,COL-COLUMBIA-PREDATOR-MATRIX-BOX-HANDLE,Columbia Predator Matrix Box Handle - [PMHS],384.0,True,PMHS,"Size: Short 29"" to 39""",Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,variation,PMH,COL-COLUMBIA-PREDATOR-MATRIX-BOX-HANDLE,Columbia Predator Matrix Box Handle - [PMH],418.0,True,PMH,"Size: Regular 40"" to 60""",Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,simple,RC,,Columbia Road Case - [RC],992.0,True,RC,RC,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,simple,TCS,,Columbia Semi-Auto Tool Case By Flambeau - [TCS],178.0,True,TCS,TCS,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,other_tool,simple,BSNC,,Columbia Stainless Steel Bucket Scoop with Cork Handle - [BSNC],21.0,True,BSNC,BSNC,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,other_tool,simple,TT,,Columbia Throttle Tube - [TT],905.0,True,TT,TT,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,other_tool,simple,ICATW,,Columbia Two Way Internal Corner Applicator - [ICATW],83.0,True,ICATW,ICATW,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,preset_bundle,simple,COLHTBDL12,,Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel & Hawk Set - [COLHTBDL12],174.0,True,COLHTBDL12,COLHTBDL12,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,COLHTBDL10,,Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel & Hawk Set - [COLHTBDL10],164.0,True,COLHTBDL10,COLHTBDL10,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,COLHTBDL9,,Columbia Pro Flex 0.7 Curved Blade Stainless Steel Finishing Trowel & Hawk Set - [COLHTBDL9],171.0,True,COLHTBDL9,COLHTBDL9,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,COLHTBDL11,,Columbia Pro Flex 0.7 Flat Blade Stainless Steel Finishing Trowel & Hawk Set - [COLHTBDL11],171.0,True,COLHTBDL11,COLHTBDL11,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,COLATBDL1,,Columbia Full Taping Set with Carbon Fiber Taper with Bonus Hand Tool Set - [COLATBDL1],3697.0,True,COLATBDL1,COLATBDL1,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,preset_bundle,simple,COLSABDL1,,Columbia Semi-Automatic Taping Tool Set with Bonus Hand Tool Set - [COLSABDL1],903.0,False,COLSABDL1,COLSABDL1,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,preset_bundle,simple,COLHTBDL1,,Columbia Stainless Steel Hand Tool Finishing Set - [COLHTBDL1],90.0,False,COLHTBDL1,COLHTBDL1,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,variation,COLTLBDL1,COL-COLUMBIA-STANDARD-FLUSHER-AND-TWIST-LOCK-HANDLE-SET,Columbia Standard Flusher and Twist-Lock Handle Set - [COLTLBDL1],170.0,True,COLTLBDL1,"Columbia Standard Flusher (Size): 2.5""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,preset_bundle,simple,COLATBDL2,,Columbia Predator Combo Set with Bonus Hand Tool Set - [COLATBDL2],2155.0,True,COLATBDL2,COLATBDL2,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,preset_bundle,simple,COLSABDL2,,Columbia Predator Semi-Automatic Taping Tool Set with Bonus Hand Tool Set - [COLSABDL2],962.0,False,COLSABDL2,COLSABDL2,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,preset_bundle,variation,COLTLBD2,COL-COLUMBIA-STANDARD-FLUSHER-AND-TWIST-LOCK-HANDLE-SET,Columbia Standard Flusher and Twist-Lock Handle Set - [COLTLBD2],174.0,True,COLTLBD2,"Columbia Standard Flusher (Size): 3""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,preset_bundle,simple,JKBP,,Columbia 3 Piece Stainless Steel Comfort Grip Joint Knife Set - [JKBP],43.0,True,JKBP,JKBP,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,3WJKBP,,Columbia 3 Piece Three-Way Stainless Steel Comfort Grip Joint Knife Set - [3WJKBP],43.0,True,3WJKBP,3WJKBP,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,COLHTBDL2,,Columbia 3Way Stainless Steel Putty Knife Set with Nylon Handle - [COLHTBDL2],44.0,True,COLHTBDL2,COLHTBDL2,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,COLSABDL3,,Columbia Full Semi-Automatic Taping Tool and Sanding Set with Bonus Hand Tool Set - [COLSABDL3],1347.0,False,COLSABDL3,COLSABDL3,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,preset_bundle,simple,COLHTBDL3,,Columbia Stainless Steel Taping Knife Set - [COLHTBDL3],53.0,False,COLHTBDL3,COLHTBDL3,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,variation,COLTLBDL3,COL-COLUMBIA-STANDARD-FLUSHER-AND-TWIST-LOCK-HANDLE-SET,Columbia Standard Flusher and Twist-Lock Handle Set - [COLTLBDL3],175.0,True,COLTLBDL3,"Columbia Standard Flusher (Size): 3"" Widetrack",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,preset_bundle,variation,COLTLBDL3.5,COL-COLUMBIA-STANDARD-FLUSHER-AND-TWIST-LOCK-HANDLE-SET,Columbia Standard Flusher and Twist-Lock Handle Set - [COLTLBDL3.5],179.0,True,COLTLBDL3.5,"Columbia Standard Flusher (Size): 3.5""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,preset_bundle,simple,COLATBDL4,,Columbia Basic Finishing Set with Bonus Hand Tool Set - [COLATBDL4],1419.0,True,COLATBDL4,COLATBDL4,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,preset_bundle,simple,COLSABDL4,,Columbia Predator Full Semi-Automatic Taping Tool and Sanding Set with Bonus Hand Tool Set - [COLSABDL4],1389.0,False,COLSABDL4,COLSABDL4,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,preset_bundle,simple,COLHTBDL4,,Columbia Stainless Steel Knife and Mud Pan Set with Bucket - [COLHTBDL4],110.0,True,COLHTBDL4,COLHTBDL4,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,variation,COLTLBDL4,COL-COLUMBIA-STANDARD-FLUSHER-AND-TWIST-LOCK-HANDLE-SET,Columbia Standard Flusher and Twist-Lock Handle Set - [COLTLBDL4],187.0,True,COLTLBDL4,"Columbia Standard Flusher (Size): 4""",Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,preset_bundle,simple,COLSABDL5,,Columbia Basic Semi-Automatic Taping Tool Set with Express Case - [COLSABDL5],688.0,True,COLSABDL5,COLSABDL5,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,preset_bundle,simple,COLHTBDL5,,Columbia Basic Stainless Steel Knife and Mud Pan Set with Bucket - [COLHTBDL5],70.0,True,COLHTBDL5,COLHTBDL5,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,COLHTBDL6,,Columbia Basic Mud Roller and Sabre Smoothing Blade Set with Case - [COLHTBDL6],247.0,True,COLHTBDL6,COLHTBDL6,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,COLSABDL6,,Columbia Starter Semi-Automatic Taping Tool Set with Compact Case - [COLSABDL6],594.0,True,COLSABDL6,COLSABDL6,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,preset_bundle,simple,COLHTBDL7,,Columbia Essentials Stainless Steel Putty Knife Set with Bucket - [COLHTBDL7],51.0,True,COLHTBDL7,COLHTBDL7,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,COLSABDL7,,Columbia Predator Tomahawk Smoothing Blade Set with Hard Case - [COLSABDL7],634.0,False,COLSABDL7,COLSABDL7,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,COLATBDL3,,Columbia 8pc Starter Finishing Set with Bonus Hand Tool Set - [COLATBDL3],2132.0,True,COLATBDL3,COLATBDL3,Drywall Finishing Tools > Columbia > Automatic Taping Tools
Columbia,preset_bundle,simple,COLHTBDL8,,Columbia Complete Stainless Steel Putty Knife Set with Bucket - [COLHTBDL8],157.0,True,COLHTBDL8,COLHTBDL8,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,COLHTBDL13,,Columbia One Piece Stainless Steel Putty Knife Set - [COLHTBDL13],52.0,True,COLHTBDL13,COLHTBDL13,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,COLHTBDL14,,Columbia Basic One Piece Stainless Steel Hand Tool Set - [COLHTBDL14],94.0,True,COLHTBDL14,COLHTBDL14,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,COLHTBDL15,,Columbia Mud Roller and Putty Knife Set - [COLHTBDL15],212.0,True,COLHTBDL15,COLHTBDL15,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,SACS,,Columbia Commando Set - [SACS],919.0,False,SACS,SACS,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools
Columbia,preset_bundle,simple,FSBSET,,Columbia Fat Boy Smoothing Blade Set - [FSBSET],472.0,True,FSBSET,FSBSET,Drywall Finishing Tools > Columbia > Taping & Finishing Tools
Columbia,preset_bundle,simple,PTS,,Columbia Predator Tactical Set - [PTS],5861.0,True,PTS,PTS,Drywall Finishing Tools > Columbia > Automatic Taping Tools
