sku_code,product_id,sellable_id,before_product_title,before_sellable_title,before_full_title,after_sellable_title,after_full_title,status,message
CR12,353658233,716871775,Swivel Coupling Pin,Swivel Coupling Pin,Swivel Coupling Pin Swivel Coupling Pin,Standard,Swivel Coupling Pin Standard,updated,"{""id"": 353658233, ""title"": ""Swivel Coupling Pin"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:48.040Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:13.394Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """""
CT57,353658237,716871781,Tape Advance Carriage,Tape Advance Carriage,Tape Advance Carriage Tape Advance Carriage,Standard,Tape Advance Carriage Standard,updated,"{""id"": 353658237, ""title"": ""Tape Advance Carriage"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:48.379Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:15.114Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": "
CT120,353658240,716871785,Tape Spool,Tape Spool,Tape Spool Tape Spool,Standard,Tape Spool Standard,updated,"{""id"": 353658240, ""title"": ""Tape Spool"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:48.655Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:16.715Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estima"
CT14A,353658246,716871792,Taper Adjustable Brake,Taper Adjustable Brake,Taper Adjustable Brake Taper Adjustable Brake,Standard,Taper Adjustable Brake Standard,updated,"{""id"": 353658246, ""title"": ""Taper Adjustable Brake"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:48.926Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:18.105Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"":"
FFB32A,353658252,716871798,Thumb Release Clip Screw,Thumb Release Clip Screw,Thumb Release Clip Screw Thumb Release Clip Screw,Standard,Thumb Release Clip Screw Standard,updated,"{""id"": 353658252, ""title"": ""Thumb Release Clip Screw"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:49.200Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:19.629Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"
CT53,353658254,716871800,Toe Kicker,Toe Kicker,Toe Kicker Toe Kicker,Standard,Toe Kicker Standard,updated,"{""id"": 353658254, ""title"": ""Toe Kicker"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:49.493Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:21.139Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estima"
CT92A,353658257,716871803,Toe Kicker Caple Retainer Clip,Toe Kicker Caple Retainer Clip,Toe Kicker Caple Retainer Clip Toe Kicker Caple Retainer Clip,Standard,Toe Kicker Caple Retainer Clip Standard,updated,"{""id"": 353658257, ""title"": ""Toe Kicker Caple Retainer Clip"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:49.761Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:22.637Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_pa"
HH10A,353658260,716871806,Top Cap,Top Cap,Top Cap Top Cap,Standard,Top Cap Standard,updated,"{""id"": 353658260, ""title"": ""Top Cap"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:50.021Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:23.996Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estimated"
BH5,353658271,716871818,Upper Mounting Bracket,Upper Mounting Bracket,Upper Mounting Bracket Upper Mounting Bracket,Standard,Upper Mounting Bracket Standard,updated,"{""id"": 353658271, ""title"": ""Upper Mounting Bracket"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:50.786Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:25.500Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"":"
HH2,353658271,716871821,Upper Mounting Bracket,Upper Mounting Bracket,Upper Mounting Bracket Upper Mounting Bracket,Standard,Upper Mounting Bracket Standard,updated,"{""id"": 353658271, ""title"": ""Upper Mounting Bracket"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:50.786Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:25.500Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"":"
HNS20,353658276,716871823,Wedge,Wedge,Wedge Wedge,Standard,Wedge Standard,updated,"{""id"": 353658276, ""title"": ""Wedge"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:51.284Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:28.179Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estimated_d"
4-792,353658379,716871977,"LEVEL5 31""- 50"" Corner Roller/Nail Spotter Handle","LEVEL5 31""- 50"" Corner Roller/Nail Spotter Handle","LEVEL5 31""- 50"" Corner Roller/Nail Spotter Handle LEVEL5 31""- 50"" Corner Roller/Nail Spotter Handle",Standard,"LEVEL5 31""- 50"" Corner Roller/Nail Spotter Handle Standard",updated,"{""id"": 353658379, ""title"": ""LEVEL5 31\""- 50\"" Corner Roller/Nail Spotter Handle"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:59.845Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:29.446Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_pag"
4-760,353658390,716871996,LEVEL5 Automatic Taper,LEVEL5 Automatic Taper,LEVEL5 Automatic Taper LEVEL5 Automatic Taper,Standard,LEVEL5 Automatic Taper Standard,updated,"{""id"": 353658390, ""title"": ""LEVEL5 Automatic Taper"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:38:01.125Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:30.955Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"":"
4-715,353658395,716872002,LEVEL5 Box Filler,LEVEL5 Box Filler,LEVEL5 Box Filler LEVEL5 Box Filler,Standard,LEVEL5 Box Filler Standard,updated,"{""id"": 353658395, ""title"": ""LEVEL5 Box Filler"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:38:01.395Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:32.332Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", "
4-771,353658400,716872011,LEVEL5 Compound Pump,LEVEL5 Compound Pump,LEVEL5 Compound Pump LEVEL5 Compound Pump,Standard,LEVEL5 Compound Pump Standard,updated,"{""id"": 353658400, ""title"": ""LEVEL5 Compound Pump"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:38:01.760Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:33.681Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """
4-741,353658405,716872023,LEVEL5 Compound Tube,LEVEL5 Compound Tube,LEVEL5 Compound Tube LEVEL5 Compound Tube,Standard,LEVEL5 Compound Tube Standard,updated,"{""id"": 353658405, ""title"": ""LEVEL5 Compound Tube"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:38:02.057Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:35.048Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """
4-707,353658409,716872039,LEVEL5 Corner Roller,LEVEL5 Corner Roller,LEVEL5 Corner Roller LEVEL5 Corner Roller,Standard,LEVEL5 Corner Roller Standard,updated,"{""id"": 353658409, ""title"": ""LEVEL5 Corner Roller"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:38:02.646Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:36.486Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """
5-311,353658412,716872044,LEVEL5 Drywall Banjo,LEVEL5 Drywall Banjo,LEVEL5 Drywall Banjo LEVEL5 Drywall Banjo,Standard,LEVEL5 Drywall Banjo Standard,updated,"{""id"": 353658412, ""title"": ""LEVEL5 Drywall Banjo"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:38:02.989Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:37.796Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """
4-687P,353658413,716872047,LEVEL5 Finishing Set w/ Ext. Handles & MiniShot,LEVEL5 Finishing Set w/ Ext. Handles & MiniShot,LEVEL5 Finishing Set w/ Ext. Handles & MiniShot LEVEL5 Finishing Set w/ Ext. Handles & MiniShot,Standard,LEVEL5 Finishing Set w/ Ext. Handles & MiniShot Standard,updated,"{""id"": 353658413, ""title"": ""LEVEL5 Finishing Set w/ Ext. Handles & MiniShot"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:38:03.290Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:39.304Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_ti"
4-714,353658420,716872057,LEVEL5 Gooseneck,LEVEL5 Gooseneck,LEVEL5 Gooseneck LEVEL5 Gooseneck,Standard,LEVEL5 Gooseneck Standard,updated,"{""id"": 353658420, ""title"": ""LEVEL5 Gooseneck"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:38:03.596Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:40.936Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", """
4-772,353658424,716872062,LEVEL5 MiniShot,LEVEL5 MiniShot,LEVEL5 MiniShot LEVEL5 MiniShot,Standard,LEVEL5 MiniShot Standard,updated,"{""id"": 353658424, ""title"": ""LEVEL5 MiniShot"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:38:03.905Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:42.470Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""e"
4-773,353658428,716872067,LEVEL5 MiniShot Ext. Handle,LEVEL5 MiniShot Ext. Handle,LEVEL5 MiniShot Ext. Handle LEVEL5 MiniShot Ext. Handle,Standard,LEVEL5 MiniShot Ext. Handle Standard,updated,"{""id"": 353658428, ""title"": ""LEVEL5 MiniShot Ext. Handle"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:38:04.185Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:43.860Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_"
4-746,353658430,716872072,LEVEL5 Outside Corner Tool,LEVEL5 Outside Corner Tool,LEVEL5 Outside Corner Tool LEVEL5 Outside Corner Tool,Standard,LEVEL5 Outside Corner Tool Standard,updated,"{""id"": 353658430, ""title"": ""LEVEL5 Outside Corner Tool"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:38:04.450Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:45.249Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_u"
4-661P,353658439,716872082,LEVEL5 The Full Taping Set w/ Ext. Handles & MiniShot,LEVEL5 The Full Taping Set w/ Ext. Handles & MiniShot,LEVEL5 The Full Taping Set w/ Ext. Handles & MiniShot LEVEL5 The Full Taping Set w/ Ext. Handles & MiniShot,Standard,LEVEL5 The Full Taping Set w/ Ext. Handles & MiniShot Standard,updated,"{""id"": 353658439, ""title"": ""LEVEL5 The Full Taping Set w/ Ext. Handles & MiniShot"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:38:05.310Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:35:46.576Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_p"
4-630,353658441,716872085,LEVEL5 The Starter Taping Set,LEVEL5 The Starter Taping Set,LEVEL5 The Starter Taping Set LEVEL5 The Starter Taping Set,,,update_failed_http_404,"{""status"": ""404"", ""error"": ""Not Found""}"
