Brands,Type,SKU,MPN,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Sale price,Date sale price starts,Date sale price ends,Regular price,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Shipping class,Allow customer reviews?,Purchase note,Categories,Tags,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,meta:_dtb_seo_title,meta:_dtb_seo_description,ID
Columbia Taping Tools,variation,ICA4-1,ICA4-1,"Columbia Inside Corner Applicator 4"" (ICA4-1)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Applicators > Applicators,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-inside-corner-applicator-4-inch-ICA4-1-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-inside-corner-applicator-4-inch-ICA4-1-02.webp,,,ICA,,,,,,11,Brand,Columbia Taping Tools,1,1,0,Size,"4""",1.0,1.0,1.0,"Columbia Inside Corner Applicator 4"" (ICA4-1)",Structured temp variation for Columbia Inside Corner Applicator.,
Columbia Taping Tools,simple,ICATW,ICATW,Columbia Two Way Internal Corner Applicator (ICATW),0,0,visible,Columbia Two Way Internal Corner Applicator in Applicators. Structured temp catalog entry with  options: Two Way Internal Corner Applicator.,<p>Columbia Two Way Internal Corner Applicator in Applicators. Structured temp catalog entry with  options: Two Way Internal Corner Applicator.</p><p>Source pages: https://www.columbiatools.com/columbia-tools/applicators/two-way-internal-corner-applicator/</p>,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Applicators,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-two-way-internal-corner-applicator-ICATW-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-two-way-internal-corner-applicator-ICATW-02.webp,,,,,,,,,12,Brand,Columbia Taping Tools,1,1,0,,,,,,Columbia Two Way Internal Corner Applicator (ICATW),Columbia Two Way Internal Corner Applicator in Applicators. Structured temp catalog entry with  options: Two Way Internal Corner Applicator.,
Columbia Taping Tools,simple,TAPER,TAPER,Columbia Automatic Taper (TAPER),0,0,visible,Columbia Automatic Taper in Automatic Tapers. Structured temp catalog entry with  options: Automatic Taper.,<p>Columbia Automatic Taper in Automatic Tapers. Structured temp catalog entry with  options: Automatic Taper.</p><p>Source pages: https://www.columbiatools.com/columbia-tools/automatic-tapers/automatic-taper/</p>,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Automatic Tapers > Automatic Tapers,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-taper-TAPER-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-taper-TAPER-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-taper-TAPER-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-taper-TAPER-04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-taper-TAPER-05.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-taper-TAPER-06.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-predator-taper-PTAPER-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-predator-taper-PTAPER-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-predator-taper-PTAPER-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-semi-automatic-taper-SAT-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-11.webp,,,,,,,,,13,Brand,Columbia Taping Tools,1,1,0,,,,,,Columbia Automatic Taper (TAPER),Columbia Automatic Taper in Automatic Tapers. Structured temp catalog entry with  options: Automatic Taper.,
Columbia Taping Tools,simple,PTAPER,PTAPER,Columbia One Predator Taper (PTAPER),0,0,visible,Columbia One Predator Taper in Automatic Tapers. Structured temp catalog entry with  options: Columbia One Predator Taper.,<p>Columbia One Predator Taper in Automatic Tapers. Structured temp catalog entry with  options: Columbia One Predator Taper.</p><p>Source pages: https://www.columbiatools.com/columbia-tools/automatic-tapers/columbia-one-predator-taper/</p>,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Automatic Tapers > Automatic Tapers,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-predator-taper-PTAPER-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-predator-taper-PTAPER-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-predator-taper-PTAPER-03.webp,,,,,,,,,14,Brand,Columbia Taping Tools,1,1,0,,,,,,Columbia One Predator Taper (PTAPER),Columbia One Predator Taper in Automatic Tapers. Structured temp catalog entry with  options: Columbia One Predator Taper.,
Columbia Taping Tools,variable,SAWED-OFF-TAPER,SAWED-OFF-TAPER,Columbia Sawed Off Taper,0,0,visible,"Columbia Sawed Off Taper in Automatic Tapers. Structured temp catalog entry with size options: 39"", 53"".","<p>Columbia Sawed Off Taper in Automatic Tapers. Structured temp catalog entry with size options: 39"", 53"".</p><p>Source pages: https://www.columbiatools.com/columbia-tools/automatic-tapers/sawed-off-taper/</p>",,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Automatic Tapers > Automatic Tapers,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-11.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tool-sets/the-tactical-set/columbia-sawed-off-taper-39-inch-STAPER-11.webp,,,,,,,,,15,Brand,Columbia Taping Tools,1,1,0,Size,"39"" | 53""",1.0,1.0,1.0,Columbia Sawed Off Taper,"Columbia Sawed Off Taper in Automatic Tapers. Structured temp catalog entry with size options: 39"", 53"".",
Columbia Taping Tools,variation,STAPER,STAPER,"Columbia Sawed Off Taper 39"" (STAPER)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Automatic Tapers > Automatic Tapers,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-11.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tool-sets/the-tactical-set/columbia-sawed-off-taper-39-inch-STAPER-11.webp,,,SAWED-OFF-TAPER,,,,,,16,Brand,Columbia Taping Tools,1,1,0,Size,"39""",1.0,1.0,1.0,"Columbia Sawed Off Taper 39"" (STAPER)",Structured temp variation for Columbia Sawed Off Taper.,
Columbia Taping Tools,variation,SPTAPER,SPTAPER,"Columbia Sawed Off Taper 53"" (SPTAPER)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Automatic Tapers > Automatic Tapers,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-11.webp,,,SAWED-OFF-TAPER,,,,,,17,Brand,Columbia Taping Tools,1,1,0,Size,"53""",1.0,1.0,1.0,"Columbia Sawed Off Taper 53"" (SPTAPER)",Structured temp variation for Columbia Sawed Off Taper.,
Columbia Taping Tools,variable,CLT,CLT,Columbia Cam Lock Tube,0,0,visible,"Columbia Cam Lock Tube in Compound Tubes. Structured temp catalog entry with size options: 24"", 32"", 42"", 55"".","<p>Columbia Cam Lock Tube in Compound Tubes. Structured temp catalog entry with size options: 24"", 32"", 42"", 55"".</p><p>Source pages: https://www.columbiatools.com/columbia-tools/compound-tubes/cam-lock-tube/</p>",,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-04.webp,,,,,,,,,18,Brand,Columbia Taping Tools,1,1,0,Size,"24"" | 32"" | 42"" | 55""",1.0,1.0,1.0,Columbia Cam Lock Tube,"Columbia Cam Lock Tube in Compound Tubes. Structured temp catalog entry with size options: 24"", 32"", 42"", 55"".",
Columbia Taping Tools,variation,CLT24,CLT24,"Columbia Cam Lock Tube 24"" (CLT24)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-02.webp,,,CLT,,,,,,19,Brand,Columbia Taping Tools,1,1,0,Size,"24""",1.0,1.0,1.0,"Columbia Cam Lock Tube 24"" (CLT24)",Structured temp variation for Columbia Cam Lock Tube.,
Columbia Taping Tools,variation,CLT32,CLT32,"Columbia Cam Lock Tube 32"" (CLT32)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-04.webp,,,CLT,,,,,,20,Brand,Columbia Taping Tools,1,1,0,Size,"32""",1.0,1.0,1.0,"Columbia Cam Lock Tube 32"" (CLT32)",Structured temp variation for Columbia Cam Lock Tube.,
Columbia Taping Tools,variation,CLT42,CLT42,"Columbia Cam Lock Tube 42"" (CLT42)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-04.webp,,,CLT,,,,,,21,Brand,Columbia Taping Tools,1,1,0,Size,"42""",1.0,1.0,1.0,"Columbia Cam Lock Tube 42"" (CLT42)",Structured temp variation for Columbia Cam Lock Tube.,
Columbia Taping Tools,variation,CLT55,CLT55,"Columbia Cam Lock Tube 55"" (CLT55)",0,0,visible,,,,,,,taxable,,1,,,0,0,,,,,,1,,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-04.webp,,,CLT,,,,,,22,Brand,Columbia Taping Tools,1,1,0,Size,"55""",1.0,1.0,1.0,"Columbia Cam Lock Tube 55"" (CLT55)",Structured temp variation for Columbia Cam Lock Tube.,
