SKU,Type,Name,current_image_basenames,parts_meta_hit,classification,best_score,best_reason,best_source,best_basename,best_relpath,top_candidates,top_live_candidates
FFB39,simple,Hex Bolt,columbia-hex-bolt-ffb39-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-hex-bolt-FFB39-1.webp,products/Production/Images/columbia-hex-bolt-FFB39-1.webp,100::current_basename::production_images::columbia-hex-bolt-FFB39-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb39-01.webp | 73::name_overlap_2::production_images::columbia-1-4-20-x-1-2-hex-bolt-FA296-1.webp | 73::name_overlap_2::production_images::columbia-1-4-20-x-2-1-4-hex-bolt-FA301-1.webp | 73::name_overlap_2::production_images::columbia-1-4-20-x-2-hex-bolt-FA300-1.webp,100::current_basename::columbia-hex-bolt-FFB39-1.webp | 73::name_overlap_2::columbia-1-4-20-x-1-2-hex-bolt-FA296-1.webp | 73::name_overlap_2::columbia-1-4-20-x-2-1-4-hex-bolt-FA301-1.webp | 73::name_overlap_2::columbia-1-4-20-x-2-hex-bolt-FA300-1.webp | 73::name_overlap_2::columbia-10-24-x-1-14in-hex-bolt-fa279-1.webp
FFB4A,simple,Stainless Steel Washer,columbia-stainless-steel-washer-ffb4a-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-stainless-steel-washer-FFB4A-1.webp,products/Production/Images/columbia-stainless-steel-washer-FFB4A-1.webp,100::current_basename::production_images::columbia-stainless-steel-washer-FFB4A-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb4a-01.webp | 81::name_overlap_3::production_images::columbia-stainless-steel-backing-washer-FFB4B-1.webp | 75::name_overlap_2::production_images::columbia-12-stainless-steel-mud-pan-c12mpx6-1.webp | 75::name_overlap_2::production_images::columbia-14-stainless-steel-mud-pan-c14mpx6-1.webp,100::current_basename::columbia-stainless-steel-washer-FFB4A-1.webp | 81::name_overlap_3::columbia-stainless-steel-backing-washer-FFB4B-1.webp | 75::name_overlap_2::columbia-12-stainless-steel-mud-pan-c12mpx6-1.webp | 75::name_overlap_2::columbia-14-stainless-steel-mud-pan-c14mpx6-1.webp | 75::name_overlap_2::columbia-stainless-steel-side-plate-left-CT6A-1.webp
FFB4B,simple,Stainless Steel Backing Washer,columbia-stainless-steel-backing-washer-ffb4b-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-stainless-steel-backing-washer-FFB4B-1.webp,products/Production/Images/columbia-stainless-steel-backing-washer-FFB4B-1.webp,100::current_basename::production_images::columbia-stainless-steel-backing-washer-FFB4B-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb4b-01.webp | 81::name_overlap_3::production_images::columbia-stainless-steel-washer-FFB4A-1.webp | 75::name_overlap_2::production_images::columbia-12-stainless-steel-mud-pan-c12mpx6-1.webp | 75::name_overlap_2::production_images::columbia-14-stainless-steel-mud-pan-c14mpx6-1.webp,100::current_basename::columbia-stainless-steel-backing-washer-FFB4B-1.webp | 81::name_overlap_3::columbia-stainless-steel-washer-FFB4A-1.webp | 75::name_overlap_2::columbia-12-stainless-steel-mud-pan-c12mpx6-1.webp | 75::name_overlap_2::columbia-14-stainless-steel-mud-pan-c14mpx6-1.webp | 75::name_overlap_2::columbia-one-piece-stainless-steel-bucket-scoop-OPBS-1.webp
FFB5-10,simple,"Axle - 10""",columbia-axle-10-ffb5-10-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-axle-10-FFB5-10-1.webp,products/Production/Images/columbia-axle-10-FFB5-10-1.webp,100::current_basename::production_images::columbia-axle-10-FFB5-10-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb5-10-01.webp,100::current_basename::columbia-axle-10-FFB5-10-1.webp
FFB5-12,simple,"Axle - 12""",columbia-axle-12-ffb5-12-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-axle-12-FFB5-12-1.webp,products/Production/Images/columbia-axle-12-FFB5-12-1.webp,100::current_basename::production_images::columbia-axle-12-FFB5-12-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb5-12-01.webp,100::current_basename::columbia-axle-12-FFB5-12-1.webp
FFB5-14,simple,"Axle - 14""",columbia-axle-14-ffb5-14-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-axle-14-FFB5-14-1.webp,products/Production/Images/columbia-axle-14-FFB5-14-1.webp,100::current_basename::production_images::columbia-axle-14-FFB5-14-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb5-14-01.webp,100::current_basename::columbia-axle-14-FFB5-14-1.webp
FFB5-7,simple,"Axle - 7""",columbia-axle-7-ffb5-7-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-axle-7-FFB5-7-1.webp,products/Production/Images/columbia-axle-7-FFB5-7-1.webp,100::current_basename::production_images::columbia-axle-7-FFB5-7-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb5-7-01.webp,100::current_basename::columbia-axle-7-FFB5-7-1.webp
FFB5-8,simple,"Axle - 8""",columbia-axle-8-ffb5-8-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-axle-8-FFB5-8-1.webp,products/Production/Images/columbia-axle-8-FFB5-8-1.webp,100::current_basename::production_images::columbia-axle-8-FFB5-8-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb5-8-01.webp | 86::sku_compact::new_images::hfffb5-8.webp,100::current_basename::columbia-axle-8-FFB5-8-1.webp
FFB5A,simple,Axel Bushing,columbia-axel-bushing-ffb5a-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-axel-bushing-FFB5A-1.webp,products/Production/Images/columbia-axel-bushing-FFB5A-1.webp,100::current_basename::production_images::columbia-axel-bushing-FFB5A-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb5a-01.webp,100::current_basename::columbia-axel-bushing-FFB5A-1.webp
FFB7,simple,Shoe - Right,columbia-shoe-right-ffb7-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-shoe-right-FFB7-1.webp,products/Production/Images/columbia-shoe-right-FFB7-1.webp,100::current_basename::production_images::columbia-shoe-right-FFB7-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb7-01.webp | 90::sku_compact::production_images::columbia-shoe-left-FFB7A-1.webp | 86::sku_compact::columbia_parts_scrape::columbia-ffb7a-01.webp,100::current_basename::columbia-shoe-right-FFB7-1.webp | 90::sku_compact::columbia-shoe-left-FFB7A-1.webp
FFB7A,simple,Shoe - Left,columbia-shoe-left-ffb7a-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-shoe-left-FFB7A-1.webp,products/Production/Images/columbia-shoe-left-FFB7A-1.webp,100::current_basename::production_images::columbia-shoe-left-FFB7A-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb7a-01.webp,100::current_basename::columbia-shoe-left-FFB7A-1.webp
FFB8,simple,Bar Retainer Clip,columbia-bar-retainer-clip-ffb8-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-bar-retainer-clip-FFB8-1.webp,products/Production/Images/columbia-bar-retainer-clip-FFB8-1.webp,100::current_basename::production_images::columbia-bar-retainer-clip-FFB8-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb8-01.webp | 76::name_overlap_2::production_images::columbia-frame-retainer-clip-AH5-1.webp | 76::name_overlap_2::production_images::columbia-funnel-retainer-clip-AH6A-1.webp | 75::name_overlap_2::production_images::columbia-bottom-retainer-corner-clip-AH9-1.webp,100::current_basename::columbia-bar-retainer-clip-FFB8-1.webp | 76::name_overlap_2::columbia-frame-retainer-clip-AH5-1.webp | 76::name_overlap_2::columbia-funnel-retainer-clip-AH6A-1.webp | 75::name_overlap_2::columbia-bottom-retainer-corner-clip-AH9-1.webp | 75::name_overlap_2::columbia-toe-kicker-caple-retainer-clip-CT92A-1.webp
FFB9-10,simple,"Blade - 10""",columbia-blade-10-ffb9-10-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-blade-10-FFB9-10-1.webp,products/Production/Images/columbia-blade-10-FFB9-10-1.webp,100::current_basename::production_images::columbia-blade-10-FFB9-10-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb9-10-01.webp | 96::sku_boundary::new_images::ffb9-10.webp | 96::sku_boundary::new_images::ffb9-10.webp,100::current_basename::columbia-blade-10-FFB9-10-1.webp
FFB9-12,simple,"Blade - 12""",columbia-blade-12-ffb9-12-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-blade-12-FFB9-12-1.webp,products/Production/Images/columbia-blade-12-FFB9-12-1.webp,100::current_basename::production_images::columbia-blade-12-FFB9-12-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb9-12-01.webp | 96::sku_boundary::new_images::ffb9-12.webp,100::current_basename::columbia-blade-12-FFB9-12-1.webp
FFB9-14,simple,"Blade 14""",columbia-blade-14-ffb9-14-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-blade-14-FFB9-14-1.webp,products/Production/Images/columbia-blade-14-FFB9-14-1.webp,100::current_basename::production_images::columbia-blade-14-FFB9-14-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb9-14-01.webp,100::current_basename::columbia-blade-14-FFB9-14-1.webp
FFB9-7,simple,"Blade - 7""",columbia-blade-7-ffb9-7-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-blade-7-FFB9-7-1.webp,products/Production/Images/columbia-blade-7-FFB9-7-1.webp,100::current_basename::production_images::columbia-blade-7-FFB9-7-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb9-7-01.webp | 96::sku_boundary::new_images::ffb9-7.webp | 96::sku_boundary::new_images::ffb9-7.webp,100::current_basename::columbia-blade-7-FFB9-7-1.webp
FFB9-8,simple,"Blade - 8""",columbia-blade-8-ffb9-8-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-blade-8-FFB9-8-1.webp,products/Production/Images/columbia-blade-8-FFB9-8-1.webp,100::current_basename::production_images::columbia-blade-8-FFB9-8-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb9-8-01.webp | 96::sku_boundary::new_images::ffb9-8.webp | 96::sku_boundary::new_images::ffb9-8.webp,100::current_basename::columbia-blade-8-FFB9-8-1.webp
HFFB14-10,simple,"10"" Flat Box Hinged Door Gasket",columbia-10-flat-box-hinged-door-gasket-hffb14-10-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-10-flat-box-hinged-door-gasket-HFFB14-10-1.webp,products/Production/Images/columbia-10-flat-box-hinged-door-gasket-HFFB14-10-1.webp,100::current_basename::production_images::columbia-10-flat-box-hinged-door-gasket-HFFB14-10-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hffb14-10-01.webp | 87::name_overlap_4::production_images::columbia-12-flat-box-hinged-door-gasket-HFFB14-12-1.webp | 87::name_overlap_4::production_images::columbia-14-flat-box-hinged-door-gasket-HFFB14-14-1.webp | 87::name_overlap_4::production_images::columbia-8-flat-box-hinged-door-gasket-HFFB14-8-1.webp,100::current_basename::columbia-10-flat-box-hinged-door-gasket-HFFB14-10-1.webp | 87::name_overlap_4::columbia-12-flat-box-hinged-door-gasket-HFFB14-12-1.webp | 87::name_overlap_4::columbia-14-flat-box-hinged-door-gasket-HFFB14-14-1.webp | 87::name_overlap_4::columbia-8-flat-box-hinged-door-gasket-HFFB14-8-1.webp | 75::name_overlap_2::columbia-7-angle-box-door-gasket-cfb77-1.webp
HFFB14-12,simple,"12"" Flat Box Hinged Door Gasket",columbia-12-flat-box-hinged-door-gasket-hffb14-12-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-12-flat-box-hinged-door-gasket-HFFB14-12-1.webp,products/Production/Images/columbia-12-flat-box-hinged-door-gasket-HFFB14-12-1.webp,100::current_basename::production_images::columbia-12-flat-box-hinged-door-gasket-HFFB14-12-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hffb14-12-01.webp | 87::name_overlap_4::production_images::columbia-10-flat-box-hinged-door-gasket-HFFB14-10-1.webp | 87::name_overlap_4::production_images::columbia-14-flat-box-hinged-door-gasket-HFFB14-14-1.webp | 87::name_overlap_4::production_images::columbia-8-flat-box-hinged-door-gasket-HFFB14-8-1.webp,100::current_basename::columbia-12-flat-box-hinged-door-gasket-HFFB14-12-1.webp | 87::name_overlap_4::columbia-10-flat-box-hinged-door-gasket-HFFB14-10-1.webp | 87::name_overlap_4::columbia-14-flat-box-hinged-door-gasket-HFFB14-14-1.webp | 87::name_overlap_4::columbia-8-flat-box-hinged-door-gasket-HFFB14-8-1.webp | 75::name_overlap_2::columbia-7-angle-box-door-gasket-cfb77-1.webp
HFFB14-14,simple,"14"" Flat Box Hinged Door Gasket",columbia-14-flat-box-hinged-door-gasket-hffb14-14-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-14-flat-box-hinged-door-gasket-HFFB14-14-1.webp,products/Production/Images/columbia-14-flat-box-hinged-door-gasket-HFFB14-14-1.webp,100::current_basename::production_images::columbia-14-flat-box-hinged-door-gasket-HFFB14-14-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hffb14-14-01.webp | 87::name_overlap_4::production_images::columbia-10-flat-box-hinged-door-gasket-HFFB14-10-1.webp | 87::name_overlap_4::production_images::columbia-12-flat-box-hinged-door-gasket-HFFB14-12-1.webp | 87::name_overlap_4::production_images::columbia-8-flat-box-hinged-door-gasket-HFFB14-8-1.webp,100::current_basename::columbia-14-flat-box-hinged-door-gasket-HFFB14-14-1.webp | 87::name_overlap_4::columbia-10-flat-box-hinged-door-gasket-HFFB14-10-1.webp | 87::name_overlap_4::columbia-12-flat-box-hinged-door-gasket-HFFB14-12-1.webp | 87::name_overlap_4::columbia-8-flat-box-hinged-door-gasket-HFFB14-8-1.webp | 75::name_overlap_2::columbia-7-angle-box-door-gasket-cfb77-1.webp
HFFB14-8,simple,"8"" Flat Box Hinged Door Gasket",columbia-8-flat-box-hinged-door-gasket-hffb14-8-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-8-flat-box-hinged-door-gasket-HFFB14-8-1.webp,products/Production/Images/columbia-8-flat-box-hinged-door-gasket-HFFB14-8-1.webp,100::current_basename::production_images::columbia-8-flat-box-hinged-door-gasket-HFFB14-8-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hffb14-8-01.webp | 87::name_overlap_4::production_images::columbia-10-flat-box-hinged-door-gasket-HFFB14-10-1.webp | 87::name_overlap_4::production_images::columbia-12-flat-box-hinged-door-gasket-HFFB14-12-1.webp | 87::name_overlap_4::production_images::columbia-14-flat-box-hinged-door-gasket-HFFB14-14-1.webp,100::current_basename::columbia-8-flat-box-hinged-door-gasket-HFFB14-8-1.webp | 87::name_overlap_4::columbia-10-flat-box-hinged-door-gasket-HFFB14-10-1.webp | 87::name_overlap_4::columbia-12-flat-box-hinged-door-gasket-HFFB14-12-1.webp | 87::name_overlap_4::columbia-14-flat-box-hinged-door-gasket-HFFB14-14-1.webp | 75::name_overlap_2::columbia-7-angle-box-door-gasket-cfb77-1.webp
HFFB1A-10,simple,"Mud Seal Strip - 10""",columbia-mud-seal-strip-10-hffb1a-10-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-mud-seal-strip-10-HFFB1A-10-1.webp,products/Production/Images/columbia-mud-seal-strip-10-HFFB1A-10-1.webp,100::current_basename::production_images::columbia-mud-seal-strip-10-HFFB1A-10-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hffb1a-10-01.webp | 75::name_overlap_2::production_images::columbia-mud-pump-seal-MP23-1.webp | 74::name_overlap_2::production_images::columbia-mud-supply-seal-plate-shaft-CT98-1.webp,100::current_basename::columbia-mud-seal-strip-10-HFFB1A-10-1.webp | 75::name_overlap_2::columbia-mud-pump-seal-MP23-1.webp | 74::name_overlap_2::columbia-mud-supply-seal-plate-shaft-CT98-1.webp
HFFB3,simple,Hinge Box End Plate - Right,columbia-hinge-box-end-plate-right-hffb3-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-hinge-box-end-plate-right-HFFB3-1.webp,products/Production/Images/columbia-hinge-box-end-plate-right-HFFB3-1.webp,100::current_basename::production_images::columbia-hinge-box-end-plate-right-HFFB3-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hffb3-01.webp | 90::sku_compact::production_images::columbia-hinge-box-end-plate-left-HFFB3A-1.webp | 86::sku_compact::columbia_parts_scrape::columbia-hffb3a-01.webp,100::current_basename::columbia-hinge-box-end-plate-right-HFFB3-1.webp | 90::sku_compact::columbia-hinge-box-end-plate-left-HFFB3A-1.webp
HFFB3A,simple,Hinge Box End Plate - Left,columbia-hinge-box-end-plate-left-hffb3a-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-hinge-box-end-plate-left-HFFB3A-1.webp,products/Production/Images/columbia-hinge-box-end-plate-left-HFFB3A-1.webp,100::current_basename::production_images::columbia-hinge-box-end-plate-left-HFFB3A-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hffb3a-01.webp | 81::name_overlap_3::production_images::columbia-hinge-box-end-plate-right-HFFB3-1.webp,100::current_basename::columbia-hinge-box-end-plate-left-HFFB3A-1.webp | 81::name_overlap_3::columbia-hinge-box-end-plate-right-HFFB3-1.webp
HFFB4D,simple,Nylatron Bushing,columbia-nylatron-bushing-hffb4d-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-nylatron-bushing-HFFB4D-1.webp,products/Production/Images/columbia-nylatron-bushing-HFFB4D-1.webp,100::current_basename::production_images::columbia-nylatron-bushing-HFFB4D-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hffb4d-01.webp | 76::name_overlap_2::production_images::columbia-nylatron-bushing-MP36-1.webp,100::current_basename::columbia-nylatron-bushing-HFFB4D-1.webp | 76::name_overlap_2::columbia-nylatron-bushing-MP36-1.webp
HH10A,simple,Top Cap,columbia-top-cap-hh10a-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-top-cap-HH10A-1.webp,products/Production/Images/columbia-top-cap-HH10A-1.webp,100::current_basename::production_images::columbia-top-cap-HH10A-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh10a-01.webp,100::current_basename::columbia-top-cap-HH10A-1.webp
HH10B,simple,Bottom Cap,columbia-bottom-cap-hh10b-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-bottom-cap-HH10B-1.webp,products/Production/Images/columbia-bottom-cap-HH10B-1.webp,100::current_basename::production_images::columbia-bottom-cap-HH10B-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh10b-01.webp,100::current_basename::columbia-bottom-cap-HH10B-1.webp
HH12,simple,Brake Spring,columbia-brake-spring-hh12-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-brake-spring-HH12-1.webp,products/Production/Images/columbia-brake-spring-HH12-1.webp,100::current_basename::production_images::columbia-brake-spring-HH12-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh12-01.webp | 75::name_overlap_2::production_images::tapetech-brake-spring-mount-052576-1.webp,100::current_basename::columbia-brake-spring-HH12-1.webp | 75::name_overlap_2::tapetech-brake-spring-mount-052576-1.webp
HH13,simple,Brake Pin,columbia-brake-pin-hh13-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-brake-pin-HH13-1.webp,products/Production/Images/columbia-brake-pin-HH13-1.webp,100::current_basename::production_images::columbia-brake-pin-HH13-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh13-01.webp,100::current_basename::columbia-brake-pin-HH13-1.webp
HH14,simple,Brake Piston,columbia-brake-piston-hh14-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-brake-piston-HH14-1.webp,products/Production/Images/columbia-brake-piston-HH14-1.webp,100::current_basename::production_images::columbia-brake-piston-HH14-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh14-01.webp,100::current_basename::columbia-brake-piston-HH14-1.webp
HH15,simple,Grip Sleeve Octagon,columbia-grip-sleeve-octagon-hh15-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-grip-sleeve-octagon-HH15-1.webp,products/Production/Images/columbia-grip-sleeve-octagon-HH15-1.webp,100::current_basename::production_images::columbia-grip-sleeve-octagon-HH15-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh15-01.webp,100::current_basename::columbia-grip-sleeve-octagon-HH15-1.webp
HH16,simple,Piston Housing,columbia-piston-housing-hh16-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-piston-housing-HH16-1.webp,products/Production/Images/columbia-piston-housing-HH16-1.webp,100::current_basename::production_images::columbia-piston-housing-HH16-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh16-01.webp | 90::sku_compact::production_images::columbia-bleeder-screw-HH16A-1.webp | 86::sku_compact::columbia_parts_scrape::columbia-hh16a-01.webp,100::current_basename::columbia-piston-housing-HH16-1.webp | 90::sku_compact::columbia-bleeder-screw-HH16A-1.webp
HH16A,simple,Bleeder Screw,columbia-bleeder-screw-hh16a-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-bleeder-screw-HH16A-1.webp,products/Production/Images/columbia-bleeder-screw-HH16A-1.webp,100::current_basename::production_images::columbia-bleeder-screw-HH16A-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh16a-01.webp,100::current_basename::columbia-bleeder-screw-HH16A-1.webp
HH17A,simple,Brass Connector 1,columbia-brass-connector-1-hh17a-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-brass-connector-1-HH17A-1.webp,products/Production/Images/columbia-brass-connector-1-HH17A-1.webp,100::current_basename::production_images::columbia-brass-connector-1-HH17A-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh17a-01.webp | 76::name_overlap_2::production_images::columbia-brass-connector-2-HH17B-1.webp,100::current_basename::columbia-brass-connector-1-HH17A-1.webp | 76::name_overlap_2::columbia-brass-connector-2-HH17B-1.webp
HH17B,simple,Brass Connector 2,columbia-brass-connector-2-hh17b-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-brass-connector-2-HH17B-1.webp,products/Production/Images/columbia-brass-connector-2-HH17B-1.webp,100::current_basename::production_images::columbia-brass-connector-2-HH17B-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh17b-01.webp | 76::name_overlap_2::production_images::columbia-brass-connector-1-HH17A-1.webp,100::current_basename::columbia-brass-connector-2-HH17B-1.webp | 76::name_overlap_2::columbia-brass-connector-1-HH17A-1.webp
HH17C,simple,Line Pincher,columbia-line-pincher-hh17c-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-line-pincher-HH17C-1.webp,products/Production/Images/columbia-line-pincher-HH17C-1.webp,100::current_basename::production_images::columbia-line-pincher-HH17C-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh17c-01.webp,100::current_basename::columbia-line-pincher-HH17C-1.webp
HH19,simple,Cap,columbia-cap-hh19-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-cap-HH19-1.webp,products/Production/Images/columbia-cap-HH19-1.webp,100::current_basename::production_images::columbia-cap-HH19-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh19-01.webp,100::current_basename::columbia-cap-HH19-1.webp
HH2,simple,Upper Mounting Bracket,columbia-upper-mounting-bracket-hh2-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-upper-mounting-bracket-HH2-1.webp,products/Production/Images/columbia-upper-mounting-bracket-HH2-1.webp,100::current_basename::production_images::columbia-upper-mounting-bracket-HH2-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh2-01.webp | 82::name_overlap_3::production_images::columbia-upper-mounting-bracket-BH5-1.webp | 82::name_overlap_3::production_images::columbia-upper-mounting-bracket-BH5-2.webp | 76::name_overlap_2::production_images::columbia-lower-mounting-bracket-BH3-1.webp,100::current_basename::columbia-upper-mounting-bracket-HH2-1.webp | 82::name_overlap_3::columbia-upper-mounting-bracket-BH5-1.webp | 82::name_overlap_3::columbia-upper-mounting-bracket-BH5-2.webp | 76::name_overlap_2::columbia-lower-mounting-bracket-BH3-1.webp | 76::name_overlap_2::columbia-mounting-bracket-stem-MH3A-1.webp
HH23,simple,Piston O - Ring,columbia-piston-o-ring-hh23-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-piston-o-ring-HH23-1.webp,products/Production/Images/columbia-piston-o-ring-HH23-1.webp,100::current_basename::production_images::columbia-piston-o-ring-HH23-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh23-01.webp,100::current_basename::columbia-piston-o-ring-HH23-1.webp
HH30,simple,Extension Release Trigger,columbia-extension-release-trigger-hh30-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-extension-release-trigger-HH30-1.webp,products/Production/Images/columbia-extension-release-trigger-HH30-1.webp,100::current_basename::production_images::columbia-extension-release-trigger-HH30-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh30-01.webp,100::current_basename::columbia-extension-release-trigger-HH30-1.webp
HH31,simple,Release Clip Pin,columbia-release-clip-pin-hh31-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-release-clip-pin-HH31-1.webp,products/Production/Images/columbia-release-clip-pin-HH31-1.webp,100::current_basename::production_images::columbia-release-clip-pin-HH31-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh31-01.webp | 75::name_overlap_2::production_images::columbia-release-clip-bushing-CT92-1.webp | 75::name_overlap_2::production_images::columbia-release-clip-washer-HH32-1.webp | 74::name_overlap_2::production_images::columbia-thumb-release-clip-screw-FFB32A-1.webp,100::current_basename::columbia-release-clip-pin-HH31-1.webp | 75::name_overlap_2::columbia-release-clip-bushing-CT92-1.webp | 75::name_overlap_2::columbia-release-clip-washer-HH32-1.webp | 74::name_overlap_2::columbia-thumb-release-clip-screw-FFB32A-1.webp | 74::name_overlap_2::columbia-thumb-release-clip-screw-FFB32A-2.webp
HH32,simple,Release Clip Washer,columbia-release-clip-washer-hh32-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-release-clip-washer-HH32-1.webp,products/Production/Images/columbia-release-clip-washer-HH32-1.webp,100::current_basename::production_images::columbia-release-clip-washer-HH32-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh32-01.webp | 75::name_overlap_2::production_images::columbia-release-clip-bushing-CT92-1.webp | 75::name_overlap_2::production_images::columbia-release-clip-pin-HH31-1.webp | 74::name_overlap_2::production_images::columbia-thumb-release-clip-screw-FFB32A-1.webp,100::current_basename::columbia-release-clip-washer-HH32-1.webp | 75::name_overlap_2::columbia-release-clip-bushing-CT92-1.webp | 75::name_overlap_2::columbia-release-clip-pin-HH31-1.webp | 74::name_overlap_2::columbia-thumb-release-clip-screw-FFB32A-1.webp | 74::name_overlap_2::columbia-thumb-release-clip-screw-FFB32A-2.webp
HH33,simple,Rlease Trigger Spring,columbia-rlease-trigger-spring-hh33-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-rlease-trigger-spring-HH33-1.webp,products/Production/Images/columbia-rlease-trigger-spring-HH33-1.webp,100::current_basename::production_images::columbia-rlease-trigger-spring-HH33-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh33-01.webp,100::current_basename::columbia-rlease-trigger-spring-HH33-1.webp
HH35,simple,Handle Grip,columbia-handle-grip-hh35-1.webp | columbia-handle-grip-hh35-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-handle-grip-HH35-1.webp,products/Production/Images/columbia-handle-grip-HH35-1.webp,100::current_basename::production_images::columbia-handle-grip-HH35-1.webp | 100::current_basename::production_images::columbia-handle-grip-HH35-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-hh35-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-hh35-01.webp,100::current_basename::columbia-handle-grip-HH35-1.webp | 100::current_basename::columbia-handle-grip-HH35-2.webp
