"Brand","Type","SKU","Parent SKU","Name","Categories","Images"
"Columbia","simple","AH-2-3IN-L","","Left Frame Sub - Assembly 3 in (AHA2 - 3L)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","AH-2-3IN-R","","Right Frame Sub - Assembly 3 in (AHA2 - 3R)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","AH-20","","Angle Head Pivot Pin (AH20)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","AH-21","","Angle Head Hinge Spacer (AH21)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","AH-22","","Angle Head Frame Clamp (AH22)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","AH-23","","Angle Head Frame Retaining Pin (AH23)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","AH-6","","Funnel Retainer Spring (AH6)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","AH1-2","","Head Casting - 2""","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","AH1-3-5","","Head Casting - 3.5""","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","AH3-3","","3"" Top Blade","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","AH7-2-5","","Frame Tension Spring - 2.5""","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","AH7-3","","Framer Tention Spring - 3""","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","BH-8-3","","3 ft Box Handle 8 in (BH8 - 3)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","BH9-3","","Brake Connecting Strap - 3'","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","BH9-4","","Brake Connecting Strap - 4'","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","BH9-42","","Brake Connecing Strap - 42""","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","BH9-5","","Brake Connecting Strap - 5'","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","BH9-6","","Brake Connecting Strap - 6'","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","C148","","Predator Carbon Fiber Crimping Arm Left (C148)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","C154","","Predator Carbon Fiber Cam Roller (C154)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","C159","","Predator Carbon Fiber Magnet (C159)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","C779-CS","","Predator Carbon Fiber Cover Plate Cork Seal (C779 - CS)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","C78S","","Predator Carbon Fiber Drive Chain Short (C78S)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CA239","","Predator Taper Adjusting Screw (CA239)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CC12","","Corner Cobra Adjustable Inside & Outside Corner Roller (CC)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CC16","","Corner Cobra Adjustable Inside & Outside Corner Roller (CC)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CC17","","Corner Cobra Adjustable Inside & Outside Corner Roller (CC)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CC18","","Corner Cobra Adjustable Inside & Outside Corner Roller (CC)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CC19","","Corner Cobra Adjustable Inside & Outside Corner Roller (CC)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CC1A","","Corner Cobra Adjustable Inside & Outside Corner Roller (CC)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CC2","","Corner Cobra Adjustable Inside & Outside Corner Roller (CC)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CC3","","Corner Cobra Adjustable Inside & Outside Corner Roller (CC)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CEXT-1","","External Corner Applicator Wheel Large (CEXT1)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CEXT-2","","External Corner Applicator Wheel Small (CEXT2)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CEXT-3","","Wheel for ICATW (CEXT3)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF-15-3-5IN","","Corner Flusher Tension Spring 15 x 3.5 in (CF15 - 3.5)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF-1C","","Corner Flusher Direct Plate C (CF1C)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF-38","","Corner Flusher Skid Long (CF38)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF-4S","","Corner Flusher Ball Spring Short (CF4S)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF-5-3-S","","Tension Spring 3.5"" - Flusher (CF5 - 3.5)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF-6","","Combo Flusher Wheel Holder - Flusher (CF6)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF-7","","Corner Flusher Housing Block (CF7)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF-8","","Corner Flusher Wheel Cap (CF8)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF-TA","","Corner Flusher Taper Adapter (CFTA)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF-TS-3-5IN","","Tension Spring 3.5"" - Flusher (CF5 - 3.5)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF1A","","Direct Plate - Flusher (CF1B)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF1B","","Direct Plate - Flusher (CF1B)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF2","","Corner Flusher Wheel Retainer (CF2)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF3","","Skid - Flusher (CF3)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF3A","","Screw for Corner Flusher Wheel (CF3A)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF3B","","Wheel for Corner Flusher (CF - 3B)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF4L","","Ball Spring Long Flusher (CF4L)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CF5-3-5IN","","Tension Spring 3.5"" - Flusher (CF5 - 3.5)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CFB1-8IN","","Rear Plate 8 in (CFB1 - 8)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CFB19","","Angle Box Nylatron Bushing (CFB - 19)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CFB1A","","Angle Box Hinge Seal (CFB - 1A)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CFB2-8IN","","8"" Roll Face (CFB28)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CFB3-8IN","","CFB3 - 8 - Side Plate 8""","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CFB4-8IN","","CFB4 - 8 - Door 8""","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CFB5A","","Corner Box Cone Ball End (Large)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CFB5C","","Corner Box Cone Ball End (Standard)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CFB7-8","","Door Gasket 8""","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CFB7-8IN","","CFB7 - 8 - Door Gasket 8""","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CFB8A","","ONE Angle Box Door Adaptor #14499 (CFB8A)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CLT-12","","Cam Lock Tube Locking Sleeve (CLT12)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CLT-13","","Cam Lock Tube Cam Body (CLT13)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CLT-14","","Cam Lock Tube Locking Pin (CLT14)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CLT-16","","Cam Lock Tube End Cap (CLT16)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CLT15","","Cam Lock Tube Return Spring (CLT15)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CMH-2","","Closet Monster 18"" Flat Box Handle (CMH)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CMH-8","","Closet Monster 18"" Flat Box Handle (CMH)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CMT-1-24","","Barrel Main Body 24 in (CMT1 - 24)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CMT-1A-22","","Draw Tube 22 in (CMT1A - 22)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CMT1-24IN","","Barrel Main Body 24 in (CMT1 - 24)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CMT1A-24IN","","Draw Tube - 24"" (CMT1A - 24)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CMT2","","Cone insert(Bottom)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CMT4","","Plunger Housing (CMT4)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CMT5","","Plastic Handle Collar (CMT5)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CMT6","","Cone insert(Top)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CMT8","","Mastic Tube Washer (CMT8)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CPT125B","","Teflon Threaded Insert (CPT125B)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CR-2A","","Corner Roller (CR)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CR2","","Roller (2 piece - nylatron/steel)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT-140","","Predator Taper Tape Advance Plate (CT140)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT00","","Predator Taper Head Cover Plate (CT00)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT02","","Predator Taper Insert Bushing (CT02)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT03","","Predator Taper Left Insert Bushing (CT03)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT054","","Predator Taper Toe Kicker Rail (CT054)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT10","","Taper Crimping Arm Bushing Right (CT10)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT10I","","Taper Crimping Arm Bushing Right (CT10)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT110","","Piston Cup Relief Washer (CT110)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT114","","Predator Taper Locking Block (CT114)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT115A","","Taper Gasket New Style End Ring (CT115A)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT117A","","Base - New (CT117A)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT118A","","Retaining Spring Clip(Quick Realease)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT119A","","Spool Retaining Spring (CT - 119)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT12","","Tape Advance Release Bracket (CT12)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT121B","","Tape Spool Shaft (Quick Release)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT122A","","Taper Strap - CT122 (CT - 122A)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT123A","","Taper Retaining Spring Shaft (CT - 123)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT124A","","Grip Guard Ring Top (CT124A)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT124B","","Grip Guard Ring Bottom (CT124B)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT126PA","","Hand Grip Body Pump Action (CT126PA)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT128A","","Taper Shaft Guide Roller Bushing (CT128A)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT154","","Predator Taper Cam Roller (CT154)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT15A","","Old Style Ratchet Rod (CT15A)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT17","","Separation Plate (CT17)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT18","","Predator Taper Guide Bracket (CT18)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT22","","Taper Brass Bracket (CT22)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT23","","Reinforcing Rod (CT23)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT24","","Predator Taper Brass Bushing (CT24)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT240-DL","","Predator Taper Deep Lever Assembly (CT240 - DL)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT34","","Cover Plate Attachment Block (CT34)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT34CL","","Cam Lock Cap Side Block (CT34 - CL)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT364","","Predator Taper Knife Guide Bracket (CT364)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT39","","Taper Knife Return Spring (CT39)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT49","","Taper Crimping Arm Right (CT49)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT52","","Predator Taper Spacer Bar (CT52)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT59","","Magnet (CT59)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT6","","Taper Side Plate Right (CT - 6)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT624","","Predator Taper Needle Shaft Assembly (CT624)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT66","","Taper Drive Drum (CT66)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT69","","Predator Taper Drive Cam (CT69)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT6R","","Taper Side Plate Right - CT6 (CT - 6)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT7","","Side Plate Support  Right (CT7)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT711A","","Predator Taper Crimping Arm Bearing (CT711A)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT726","","Predator Taper Drive Chain Predator (CT726)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT74","","Predator Taper Cable Guide Pulley (CT74)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT741A","","Predator Taper Cutter Block Clamp (CT741A)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT747","","Predator Taper Crimping Wheel Bushing (CT747)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT759","","Predator Taper Hollow Shaft Predator (CT759)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT765","","Predator Taper Manual Drive Grip (CT765)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT768","","Predator Taper Clutch Lever (CT768)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT771","","Predator Taper Drive Sprocket Small (CT771)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT776","","Predator Taper Drive Sprocket Large (CT776)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT77S","","Taper Drive Sprocket Large (CT - 77)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT790","","Predator Taper Rod Sleeve Housing (CT790)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT794","","Predator Taper Mud Shut Off Upper Plate (CT794)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT8","","Side Plate Support  Left (CT8)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT840","","Predator Taper Control Valve Body (CT840)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT87-CL","","Cam Lock Taper Cap (CT87 - CL)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT87-CS","","Rubber Seal","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT93","","Taper Mud Shut Off Lever Arm (CT93)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT94","","Mud Shut - Off Upper Plate (CT94)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT95","","Control Valve (CT95)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CT99","","Removable Cover Plate Pin (CT - 99)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CTA128","","Predator Taper Shaft Guide Roller Bushing Assembly (CTA128)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CTA1A","","Predator Taper Cutter Block Assembly (CTA1A)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CTS6","","Carriage Guide Rod Stop (CT56)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CTS6A","","Carriage Guide Rod Stop A (CT56A)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CTS9","","Magnet (CT59)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CTSAA","","Predator Taper Side Assembly Left (CTSAA)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CTSS","","Carriage Guide Rod (CT55)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","CTYS","","Predator Taper Y - Cam Spring (CTYS)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","EA-CLS","","Predator Taper Cam Lock Sleeve (EA:CLS)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","EA200","","Predator Taper External Adapter 200 (EA200)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","ER2LT","","Predator Taper Tension Rod Left (ER2LT)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","EXT35","","Extension Tube 35 in (EXT35)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA-319","","3/8 - 16 Hex Nut (FA319)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA-321","","3/8 - 16 x 3/4 Socket Head Screw (FA321)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA-325","","3/8 - 16 x 1 - 1/2 Socket Head Screw (FA325)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA-326","","Rivet - Flusher (FA326)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA-347","","1/4 - 20 Nyloc Nut (FA347)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA-348","","1/4 Flat Washer (FA348)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA-383","","1/4 - 20 x 3/8 Flat Head Screw (FA383)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA-S26","","6 - 32 x 1/4 Set Screw (FA S26)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA20A","","4 - 40 x 3/16 Flat Head Screw (FA20A)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA21A","","4 - 40 X 1/2 in Fill. Head Screw (FA219)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA221","","#6 Belleville Washer (FA221)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA22K","","4 - 40 Nyloc Nut (FA22K)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA242","","6 - 32 x 3/8 Pan Head Screw (FA242)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA263","","8 - 32 x 5/8 Flat Head Screw (FA263)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA27A","","6 - 32 x 1/4 Pan Head Screw (FA27A)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA28","","#8 Lock Washer (FA28)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA283","","4 - 40 X 3/4"" Hex Bolt (FA283)","Drywall Finishing Tools > Columbia > Parts",""
"Columbia","simple","FA284","","3/16 x 3/8 SS Pop Rivet (FA284)","Drywall Finishing Tools > Columbia > Parts",""
