sku,slug,brand,source_image_url,status,normalized_file
10FBB,columbia-tools-10-fat-boy-flat-box-10fbb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/InsideTrackBoxFrontSmall.png,mapped,products/Production/launch_images/normalized/columbia_tools_10fbb_01.webp
10FBB,columbia-tools-10-fat-boy-flat-box-10fbb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/beadwheelonbox-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_10fbb_02.webp
10FFB,columbia-tools-10-flat-finisher-box-10ffb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2023flatbox.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_10ffb_01.webp
10FFB,columbia-tools-10-flat-finisher-box-10ffb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/beadwheelonbox.jpg,missing_source_mapping,
12FBB,columbia-tools-12-fat-boy-flat-box-12fbb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/InsideTrackBoxFrontSmall.png,mapped,products/Production/launch_images/normalized/columbia_tools_12fbb_01.webp
12FBB,columbia-tools-12-fat-boy-flat-box-12fbb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/beadwheelonbox-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_12fbb_02.webp
12FFB,columbia-tools-12-flat-finisher-box-12ffb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2023flatbox.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_12ffb_01.webp
12FFB,columbia-tools-12-flat-finisher-box-12ffb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/beadwheelonbox.jpg,missing_source_mapping,
14FFB,columbia-tools-14-flat-finisher-box-14ffb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2023flatbox.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_14ffb_01.webp
14FFB,columbia-tools-14-flat-finisher-box-14ffb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/beadwheelonbox.jpg,missing_source_mapping,
25AH,columbia-tools-2-5-angle-head-25ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5_Angle_Head_2.5CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_25ah_01.webp
25AH,columbia-tools-2-5-angle-head-25ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/angleheadbacksquare-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_25ah_02.webp
25AH,columbia-tools-2-5-angle-head-25ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Angle_Head_all_Sizes_AH_-1-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_25ah_03.webp
25AH,columbia-tools-2-5-angle-head-25ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2_Angle_Head_2CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_25ah_04.webp
25AH,columbia-tools-2-5-angle-head-25ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/angleheadbacksquare.jpg,missing_source_mapping,
25AH,columbia-tools-2-5-angle-head-25ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Angle_Head_all_Sizes_AH_-1.jpg,missing_source_mapping,
25AH,columbia-tools-2-5-angle-head-25ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/3_Angle_Head_3CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_25ah_05.webp
25AH,columbia-tools-2-5-angle-head-25ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/angleheadbacksquare-2.jpg,missing_source_mapping,
25AH,columbia-tools-2-5-angle-head-25ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Angle_Head_all_Sizes_AH_-1-2.jpg,missing_source_mapping,
25AH,columbia-tools-2-5-angle-head-25ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/3.5_Angle_Head_3.5CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_25ah_06.webp
25CSF,columbia-tools-2-5-combo-flusher-25csf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/combo_flusher.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_25csf_01.webp
25DF,columbia-tools-2-5-direct-flusher-25df,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5_Direct_Flusher_2.5DF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_25df_01.webp
25DF,columbia-tools-2-5-direct-flusher-25df,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Wide_Track_Direct_Flusher_3WTDF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_25df_02.webp
25SF,columbia-tools-2-5-standard-flusher-25sf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/3inchflusher.png,mapped,products/Production/launch_images/normalized/columbia_tools_25sf_01.webp
25SF,columbia-tools-2-5-standard-flusher-25sf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5inchflusher-e1732573761504.png,mapped,products/Production/launch_images/normalized/columbia_tools_25sf_02.webp
2AH,columbia-tools-2-angle-head-2ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2_Angle_Head_2CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_2ah_01.webp
2AH,columbia-tools-2-angle-head-2ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/angleheadbacksquare.jpg,missing_source_mapping,
2AH,columbia-tools-2-angle-head-2ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Angle_Head_all_Sizes_AH_-1.jpg,missing_source_mapping,
2AH,columbia-tools-2-angle-head-2ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5_Angle_Head_2.5CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_2ah_02.webp
2AH,columbia-tools-2-angle-head-2ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/angleheadbacksquare-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_2ah_03.webp
2AH,columbia-tools-2-angle-head-2ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Angle_Head_all_Sizes_AH_-1-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_2ah_04.webp
2AH,columbia-tools-2-angle-head-2ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/3_Angle_Head_3CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_2ah_05.webp
2AH,columbia-tools-2-angle-head-2ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/angleheadbacksquare-2.jpg,missing_source_mapping,
2AH,columbia-tools-2-angle-head-2ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Angle_Head_all_Sizes_AH_-1-2.jpg,missing_source_mapping,
2AH,columbia-tools-2-angle-head-2ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/3.5_Angle_Head_3.5CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_2ah_06.webp
2NS,columbia-tools-2-nail-spotter-2ns,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2023Nailspotter2inch.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_2ns_01.webp
2NS,columbia-tools-2-nail-spotter-2ns,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2023Nailspotter3inch.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_2ns_02.webp
35AH,columbia-tools-3-5-angle-head-35ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/3.5_Angle_Head_3.5CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_35ah_01.webp
35AH,columbia-tools-3-5-angle-head-35ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/angleheadbacksquare-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_35ah_02.webp
35AH,columbia-tools-3-5-angle-head-35ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Angle_Head_all_Sizes_AH_-1-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_35ah_03.webp
35AH,columbia-tools-3-5-angle-head-35ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2_Angle_Head_2CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_35ah_04.webp
35AH,columbia-tools-3-5-angle-head-35ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/angleheadbacksquare.jpg,missing_source_mapping,
35AH,columbia-tools-3-5-angle-head-35ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Angle_Head_all_Sizes_AH_-1.jpg,missing_source_mapping,
35AH,columbia-tools-3-5-angle-head-35ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5_Angle_Head_2.5CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_35ah_05.webp
35AH,columbia-tools-3-5-angle-head-35ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/3_Angle_Head_3CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_35ah_06.webp
35AH,columbia-tools-3-5-angle-head-35ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/angleheadbacksquare-2.jpg,missing_source_mapping,
35AH,columbia-tools-3-5-angle-head-35ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Angle_Head_all_Sizes_AH_-1-2.jpg,missing_source_mapping,
35CSF,columbia-tools-3-5-combo-flusher-35csf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/combo_flusher.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_35csf_01.webp
35DF,columbia-tools-3-5-direct-flusher-35df,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5_Direct_Flusher_2.5DF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_35df_01.webp
35DF,columbia-tools-3-5-direct-flusher-35df,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Wide_Track_Direct_Flusher_3WTDF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_35df_02.webp
35SF,columbia-tools-3-5-standard-flusher-35sf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/3inchflusher.png,mapped,products/Production/launch_images/normalized/columbia_tools_35sf_01.webp
35SF,columbia-tools-3-5-standard-flusher-35sf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5inchflusher-e1732573761504.png,mapped,products/Production/launch_images/normalized/columbia_tools_35sf_02.webp
3AH,columbia-tools-3-angle-head-3ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/3_Angle_Head_3CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_3ah_01.webp
3AH,columbia-tools-3-angle-head-3ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/angleheadbacksquare-2.jpg,missing_source_mapping,
3AH,columbia-tools-3-angle-head-3ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Angle_Head_all_Sizes_AH_-1-2.jpg,missing_source_mapping,
3AH,columbia-tools-3-angle-head-3ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2_Angle_Head_2CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_3ah_02.webp
3AH,columbia-tools-3-angle-head-3ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/angleheadbacksquare.jpg,missing_source_mapping,
3AH,columbia-tools-3-angle-head-3ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Angle_Head_all_Sizes_AH_-1.jpg,missing_source_mapping,
3AH,columbia-tools-3-angle-head-3ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5_Angle_Head_2.5CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_3ah_03.webp
3AH,columbia-tools-3-angle-head-3ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/angleheadbacksquare-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_3ah_04.webp
3AH,columbia-tools-3-angle-head-3ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Angle_Head_all_Sizes_AH_-1-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_3ah_05.webp
3AH,columbia-tools-3-angle-head-3ah,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/3.5_Angle_Head_3.5CF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_3ah_06.webp
3CSF,columbia-tools-3-combo-flusher-3csf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/combo_flusher.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_3csf_01.webp
3DF,columbia-tools-3-direct-flusher-3df,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5_Direct_Flusher_2.5DF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_3df_01.webp
3DF,columbia-tools-3-direct-flusher-3df,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Wide_Track_Direct_Flusher_3WTDF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_3df_02.webp
3NS,columbia-tools-3-nail-spotter-3ns,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2023Nailspotter3inch.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_3ns_01.webp
3NS,columbia-tools-3-nail-spotter-3ns,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2023Nailspotter2inch.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_3ns_02.webp
3SF,columbia-tools-3-standard-flusher-3sf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/3inchflusher.png,mapped,products/Production/launch_images/normalized/columbia_tools_3sf_01.webp
3SF,columbia-tools-3-standard-flusher-3sf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5inchflusher-e1732573761504.png,mapped,products/Production/launch_images/normalized/columbia_tools_3sf_02.webp
3WTCSF,columbia-tools-3-widetrack-combo-flusher-3wtcsf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/combo_flusher.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_3wtcsf_01.webp
3WTDF,columbia-tools-3-widetrack-direct-flusher-3wtdf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5_Direct_Flusher_2.5DF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_3wtdf_01.webp
3WTDF,columbia-tools-3-widetrack-direct-flusher-3wtdf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Wide_Track_Direct_Flusher_3WTDF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_3wtdf_02.webp
3WTSF,columbia-tools-3-widetrack-standard-flusher-3wtsf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/3inchflusher.png,mapped,products/Production/launch_images/normalized/columbia_tools_3wtsf_01.webp
3WTSF,columbia-tools-3-widetrack-standard-flusher-3wtsf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5inchflusher-e1732573761504.png,mapped,products/Production/launch_images/normalized/columbia_tools_3wtsf_02.webp
4DF,columbia-tools-4-direct-flusher-4df,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5_Direct_Flusher_2.5DF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_4df_01.webp
4DF,columbia-tools-4-direct-flusher-4df,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/Wide_Track_Direct_Flusher_3WTDF.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_4df_02.webp
4SF,columbia-tools-4-standard-flusher-4sf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/3inchflusher.png,mapped,products/Production/launch_images/normalized/columbia_tools_4sf_01.webp
4SF,columbia-tools-4-standard-flusher-4sf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2.5inchflusher-e1732573761504.png,mapped,products/Production/launch_images/normalized/columbia_tools_4sf_02.webp
55FFB,columbia-tools-5-5-flat-finisher-box-55ffb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2023flatbox.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_55ffb_01.webp
55FFB,columbia-tools-5-5-flat-finisher-box-55ffb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/beadwheelonbox.jpg,missing_source_mapping,
7CFB,columbia-tools-7-corner-flusher-box-7cfb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/throttlebox7small.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_7cfb_01.webp
7CFB,columbia-tools-7-corner-flusher-box-7cfb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/throttleboxbacksmall-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_7cfb_02.webp
7CFB,columbia-tools-7-corner-flusher-box-7cfb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/throttleboxhandlesmall-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_7cfb_03.webp
7CFB,columbia-tools-7-corner-flusher-box-7cfb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/throttlebox8small.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_7cfb_04.webp
7CFB,columbia-tools-7-corner-flusher-box-7cfb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/throttleboxhandlesmall.jpg,missing_source_mapping,
7CFB,columbia-tools-7-corner-flusher-box-7cfb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/throttleboxbacksmall.jpg,missing_source_mapping,
7FFB,columbia-tools-7-flat-finisher-box-7ffb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2023flatbox.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_7ffb_01.webp
7FFB,columbia-tools-7-flat-finisher-box-7ffb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/beadwheelonbox.jpg,missing_source_mapping,
8CFB,columbia-tools-8-corner-flusher-box-8cfb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/throttlebox8small.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_8cfb_01.webp
8CFB,columbia-tools-8-corner-flusher-box-8cfb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/throttleboxhandlesmall.jpg,missing_source_mapping,
8CFB,columbia-tools-8-corner-flusher-box-8cfb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/throttleboxbacksmall.jpg,missing_source_mapping,
8CFB,columbia-tools-8-corner-flusher-box-8cfb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/throttlebox7small.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_8cfb_02.webp
8CFB,columbia-tools-8-corner-flusher-box-8cfb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/throttleboxbacksmall-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_8cfb_03.webp
8CFB,columbia-tools-8-corner-flusher-box-8cfb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/throttleboxhandlesmall-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_8cfb_04.webp
8FBB,columbia-tools-8-fat-boy-flat-box-8fbb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/InsideTrackBoxFrontSmall.png,mapped,products/Production/launch_images/normalized/columbia_tools_8fbb_01.webp
8FBB,columbia-tools-8-fat-boy-flat-box-8fbb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/beadwheelonbox-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_8fbb_02.webp
8FFB,columbia-tools-8-flat-finisher-box-8ffb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/2023flatbox.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_8ffb_01.webp
8FFB,columbia-tools-8-flat-finisher-box-8ffb,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/beadwheelonbox.jpg,missing_source_mapping,
AHA,columbia-tools-angle-head-adapter-aha,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/aha.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_aha_01.webp
BF,columbia-tools-box-filler-bf,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/boxfiller.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_bf_01.webp
C1H,columbia-tools-columbia-one-handle-c1h,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/C1H.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_c1h_01.webp
C1H,columbia-tools-columbia-one-handle-c1h,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/columbiaonesquare.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_c1h_02.webp
C1H,columbia-tools-columbia-one-handle-c1h,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/stubbysmall.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_c1h_03.webp
C1H,columbia-tools-columbia-one-handle-c1h,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/columbiaonesquaredisplay.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_c1h_04.webp
C1HEXT,columbia-tools-columbia-one-extendible-3-5-c1hext,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/C1H.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_c1hext_01.webp
C1HEXT,columbia-tools-columbia-one-extendible-3-5-c1hext,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/columbiaonesquare.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_c1hext_02.webp
C1HEXT,columbia-tools-columbia-one-extendible-3-5-c1hext,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/stubbysmall.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_c1hext_03.webp
C1HEXT,columbia-tools-columbia-one-extendible-3-5-c1hext,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/columbiaonesquaredisplay.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_c1hext_04.webp
C1HS,columbia-tools-columbia-one-handle-stubby-c1hs,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/C1H.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_c1hs_01.webp
C1HS,columbia-tools-columbia-one-handle-stubby-c1hs,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/columbiaonesquare.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_c1hs_02.webp
C1HS,columbia-tools-columbia-one-handle-stubby-c1hs,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/stubbysmall.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_c1hs_03.webp
C1HS,columbia-tools-columbia-one-handle-stubby-c1hs,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/columbiaonesquaredisplay.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_c1hs_04.webp
CBNCR,columbia-tools-bullnose-outside-corner-roller-cbncr,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/CBNCR.jpg,missing_source_mapping,
CBNCR,columbia-tools-bullnose-outside-corner-roller-cbncr,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/COBCR.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_cbncr_01.webp
CBNCR,columbia-tools-bullnose-outside-corner-roller-cbncr,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/COBCRW.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_cbncr_02.webp
CBNCR,columbia-tools-bullnose-outside-corner-roller-cbncr,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/COBCRE.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_cbncr_03.webp
CC,columbia-tools-corner-cobra-cc,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/NEWCORNERCOBRA-scaled.png,mapped,products/Production/launch_images/normalized/columbia_tools_cc_01.webp
CEXT90,columbia-tools-external-90-applicator-cext90,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/External_90_Aplicator_CEXT90_-_FRONT.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_cext90_01.webp
CEXT90,columbia-tools-external-90-applicator-cext90,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/External_90_Applicator_CEXT90_-_BACK.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_cext90_02.webp
CFLT,columbia-tools-flat-applicator-cflt,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/flatapplicatorsquare.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_cflt_01.webp
CHXL,columbia-tools-columbia-long-extendible-4-8-chxl,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/corner_roller_handle_extendible_copy.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_chxl_01.webp
CLT24,columbia-tools-24-cam-lock-tube-clt24,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/camlocktubesquare.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_clt24_01.webp
CLT24,columbia-tools-24-cam-lock-tube-clt24,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/camlocktubesquare2.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_clt24_02.webp
CLT32,columbia-tools-32-cam-lock-tube-clt32,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/camlocktubesquare.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_clt32_01.webp
CLT32,columbia-tools-32-cam-lock-tube-clt32,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/camlocktubesquare2.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_clt32_02.webp
CLT42,columbia-tools-42-cam-lock-tube-clt42,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/camlocktubesquare.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_clt42_01.webp
CLT42,columbia-tools-42-cam-lock-tube-clt42,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/camlocktubesquare2.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_clt42_02.webp
CLT55,columbia-tools-55-cam-lock-tube-clt55,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/camlocktubesquare.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_clt55_01.webp
CLT55,columbia-tools-55-cam-lock-tube-clt55,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/camlocktubesquare2.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_clt55_02.webp
CLTHA,columbia-tools-tomalock-adapter-cltha,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/tomalock1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_cltha_01.webp
CLTHA,columbia-tools-tomalock-adapter-cltha,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/TomahawkTomalock-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_cltha_02.webp
CLTHA,columbia-tools-tomalock-adapter-cltha,Columbia Tools,https://www.columbiatools.com/wp-content/uploads/2022/03/clthasmall-1.jpg,mapped,products/Production/launch_images/normalized/columbia_tools_cltha_03.webp
