"brand","catalog_category","product_type","parent_sku","product_name","is_variable_product","attribute_names","attribute_values","variation_name","variation_position","sku","mpn","attribute_1","attribute_2","attribute_3","available","price","compare_at_price","weight_grams","tags","short_description","description_text","features"
"Columbia","Drywall Finishing Tools > Columbia > Taping & Finishing Tools","variable","COL-COLUMBIA-FAT-BOY-SMOOTHING-BLADE","Columbia Fat Boy Smoothing Blade","true","Size","Size: 7"" | 10"" | 12"" | 14"" | 16"" | 18"" | 24"" | 32"" | 40"" | 48""","16""","5","FSB16","FSB16","16""","","","true","59.00","59.00","907","colombia, fat boy, FSB10, FSB12, FSB14, FSB16, FSB18, FSB24, FSB32, FSB40, FSB48, FSB7, skimming blade, smoothing blade","Due to their lightweight design and ease of use, skimming blades are becoming an increasingly popular tool in the drywall finishing industry.","Due to their lightweight design and ease of use, skimming blades are becoming an increasingly popular tool in the drywall finishing industry. Columbia Composite-Body Skimming Blades come in a variety of lengths up to 48 inches and feature a flexible, high-precision 0.3mm stainless steel blade inserted into a rigid composite handle profile. These tools are exceptional for smoothing fresh drywall compound with even distribution and superior control. Why Choose Columbia Skimming Blades? Not all skimming blades are created equal. Columbia Skimming Blades offer professional finishers a unique combination of balance, precision, and performance features that set them apart. A Unique Blade Edge The true advantage of Columbia skimming blades lies in their high-precision 0.3mm European stainless steel inserts, designed to provide just the right amount of flex for efficient, effortless skimming and smoothing. While most blade edges are stamped flat with squared corners that can hinder mud flow, Columbia skimming blades feature a proprietary rounded edge profile that allows drywall compound to roll smoothly and evenly off the blade—delivering superior results with less effort. The raised, rounded blade corners also help eliminate lap marks, ensuring a consistent, streak-free finish when working over large areas. Replaceable Blade Inserts Skimming blades are precision tools and can be damaged on the job if dropped. Columbia’s innovative design allows for quick, tool-free blade insert replacement. Simply remove an end cap to slide out the damaged insert and replace it—saving you time and money by avoiding the need to replace the entire tool. Features 10 sizes: 7″, 10″, 12″, 14″, 16"", 18″, 24″, 32″, 40″ & 48″ Note: Handle not included.","10 sizes: 7″, 10″, 12″, 14″, 16"", 18″, 24″, 32″, 40″ & 48″"
"Columbia","Drywall Finishing Tools > Columbia > Taping & Finishing Tools","variable","COL-COLUMBIA-FAT-BOY-SMOOTHING-BLADE","Columbia Fat Boy Smoothing Blade","true","Size","Size: 7"" | 10"" | 12"" | 14"" | 16"" | 18"" | 24"" | 32"" | 40"" | 48""","18""","6","FSB18","FSB18","18""","","","true","66.00","66.00","907","colombia, fat boy, FSB10, FSB12, FSB14, FSB16, FSB18, FSB24, FSB32, FSB40, FSB48, FSB7, skimming blade, smoothing blade","Due to their lightweight design and ease of use, skimming blades are becoming an increasingly popular tool in the drywall finishing industry.","Due to their lightweight design and ease of use, skimming blades are becoming an increasingly popular tool in the drywall finishing industry. Columbia Composite-Body Skimming Blades come in a variety of lengths up to 48 inches and feature a flexible, high-precision 0.3mm stainless steel blade inserted into a rigid composite handle profile. These tools are exceptional for smoothing fresh drywall compound with even distribution and superior control. Why Choose Columbia Skimming Blades? Not all skimming blades are created equal. Columbia Skimming Blades offer professional finishers a unique combination of balance, precision, and performance features that set them apart. A Unique Blade Edge The true advantage of Columbia skimming blades lies in their high-precision 0.3mm European stainless steel inserts, designed to provide just the right amount of flex for efficient, effortless skimming and smoothing. While most blade edges are stamped flat with squared corners that can hinder mud flow, Columbia skimming blades feature a proprietary rounded edge profile that allows drywall compound to roll smoothly and evenly off the blade—delivering superior results with less effort. The raised, rounded blade corners also help eliminate lap marks, ensuring a consistent, streak-free finish when working over large areas. Replaceable Blade Inserts Skimming blades are precision tools and can be damaged on the job if dropped. Columbia’s innovative design allows for quick, tool-free blade insert replacement. Simply remove an end cap to slide out the damaged insert and replace it—saving you time and money by avoiding the need to replace the entire tool. Features 10 sizes: 7″, 10″, 12″, 14″, 16"", 18″, 24″, 32″, 40″ & 48″ Note: Handle not included.","10 sizes: 7″, 10″, 12″, 14″, 16"", 18″, 24″, 32″, 40″ & 48″"
"Columbia","Drywall Finishing Tools > Columbia > Taping & Finishing Tools","variable","COL-COLUMBIA-FAT-BOY-SMOOTHING-BLADE","Columbia Fat Boy Smoothing Blade","true","Size","Size: 7"" | 10"" | 12"" | 14"" | 16"" | 18"" | 24"" | 32"" | 40"" | 48""","24""","7","FSB24","FSB24","24""","","","true","77.00","77.00","1361","colombia, fat boy, FSB10, FSB12, FSB14, FSB16, FSB18, FSB24, FSB32, FSB40, FSB48, FSB7, skimming blade, smoothing blade","Due to their lightweight design and ease of use, skimming blades are becoming an increasingly popular tool in the drywall finishing industry.","Due to their lightweight design and ease of use, skimming blades are becoming an increasingly popular tool in the drywall finishing industry. Columbia Composite-Body Skimming Blades come in a variety of lengths up to 48 inches and feature a flexible, high-precision 0.3mm stainless steel blade inserted into a rigid composite handle profile. These tools are exceptional for smoothing fresh drywall compound with even distribution and superior control. Why Choose Columbia Skimming Blades? Not all skimming blades are created equal. Columbia Skimming Blades offer professional finishers a unique combination of balance, precision, and performance features that set them apart. A Unique Blade Edge The true advantage of Columbia skimming blades lies in their high-precision 0.3mm European stainless steel inserts, designed to provide just the right amount of flex for efficient, effortless skimming and smoothing. While most blade edges are stamped flat with squared corners that can hinder mud flow, Columbia skimming blades feature a proprietary rounded edge profile that allows drywall compound to roll smoothly and evenly off the blade—delivering superior results with less effort. The raised, rounded blade corners also help eliminate lap marks, ensuring a consistent, streak-free finish when working over large areas. Replaceable Blade Inserts Skimming blades are precision tools and can be damaged on the job if dropped. Columbia’s innovative design allows for quick, tool-free blade insert replacement. Simply remove an end cap to slide out the damaged insert and replace it—saving you time and money by avoiding the need to replace the entire tool. Features 10 sizes: 7″, 10″, 12″, 14″, 16"", 18″, 24″, 32″, 40″ & 48″ Note: Handle not included.","10 sizes: 7″, 10″, 12″, 14″, 16"", 18″, 24″, 32″, 40″ & 48″"
"Columbia","Drywall Finishing Tools > Columbia > Taping & Finishing Tools","variable","COL-COLUMBIA-FAT-BOY-SMOOTHING-BLADE","Columbia Fat Boy Smoothing Blade","true","Size","Size: 7"" | 10"" | 12"" | 14"" | 16"" | 18"" | 24"" | 32"" | 40"" | 48""","32""","8","FSB32","FSB32","32""","","","true","99.00","99.00","1361","colombia, fat boy, FSB10, FSB12, FSB14, FSB16, FSB18, FSB24, FSB32, FSB40, FSB48, FSB7, skimming blade, smoothing blade","Due to their lightweight design and ease of use, skimming blades are becoming an increasingly popular tool in the drywall finishing industry.","Due to their lightweight design and ease of use, skimming blades are becoming an increasingly popular tool in the drywall finishing industry. Columbia Composite-Body Skimming Blades come in a variety of lengths up to 48 inches and feature a flexible, high-precision 0.3mm stainless steel blade inserted into a rigid composite handle profile. These tools are exceptional for smoothing fresh drywall compound with even distribution and superior control. Why Choose Columbia Skimming Blades? Not all skimming blades are created equal. Columbia Skimming Blades offer professional finishers a unique combination of balance, precision, and performance features that set them apart. A Unique Blade Edge The true advantage of Columbia skimming blades lies in their high-precision 0.3mm European stainless steel inserts, designed to provide just the right amount of flex for efficient, effortless skimming and smoothing. While most blade edges are stamped flat with squared corners that can hinder mud flow, Columbia skimming blades feature a proprietary rounded edge profile that allows drywall compound to roll smoothly and evenly off the blade—delivering superior results with less effort. The raised, rounded blade corners also help eliminate lap marks, ensuring a consistent, streak-free finish when working over large areas. Replaceable Blade Inserts Skimming blades are precision tools and can be damaged on the job if dropped. Columbia’s innovative design allows for quick, tool-free blade insert replacement. Simply remove an end cap to slide out the damaged insert and replace it—saving you time and money by avoiding the need to replace the entire tool. Features 10 sizes: 7″, 10″, 12″, 14″, 16"", 18″, 24″, 32″, 40″ & 48″ Note: Handle not included.","10 sizes: 7″, 10″, 12″, 14″, 16"", 18″, 24″, 32″, 40″ & 48″"
"Columbia","Drywall Finishing Tools > Columbia > Taping & Finishing Tools","variable","COL-COLUMBIA-FAT-BOY-SMOOTHING-BLADE","Columbia Fat Boy Smoothing Blade","true","Size","Size: 7"" | 10"" | 12"" | 14"" | 16"" | 18"" | 24"" | 32"" | 40"" | 48""","40""","9","FSB40","FSB40","40""","","","true","126.00","126.00","1814","colombia, fat boy, FSB10, FSB12, FSB14, FSB16, FSB18, FSB24, FSB32, FSB40, FSB48, FSB7, skimming blade, smoothing blade","Due to their lightweight design and ease of use, skimming blades are becoming an increasingly popular tool in the drywall finishing industry.","Due to their lightweight design and ease of use, skimming blades are becoming an increasingly popular tool in the drywall finishing industry. Columbia Composite-Body Skimming Blades come in a variety of lengths up to 48 inches and feature a flexible, high-precision 0.3mm stainless steel blade inserted into a rigid composite handle profile. These tools are exceptional for smoothing fresh drywall compound with even distribution and superior control. Why Choose Columbia Skimming Blades? Not all skimming blades are created equal. Columbia Skimming Blades offer professional finishers a unique combination of balance, precision, and performance features that set them apart. A Unique Blade Edge The true advantage of Columbia skimming blades lies in their high-precision 0.3mm European stainless steel inserts, designed to provide just the right amount of flex for efficient, effortless skimming and smoothing. While most blade edges are stamped flat with squared corners that can hinder mud flow, Columbia skimming blades feature a proprietary rounded edge profile that allows drywall compound to roll smoothly and evenly off the blade—delivering superior results with less effort. The raised, rounded blade corners also help eliminate lap marks, ensuring a consistent, streak-free finish when working over large areas. Replaceable Blade Inserts Skimming blades are precision tools and can be damaged on the job if dropped. Columbia’s innovative design allows for quick, tool-free blade insert replacement. Simply remove an end cap to slide out the damaged insert and replace it—saving you time and money by avoiding the need to replace the entire tool. Features 10 sizes: 7″, 10″, 12″, 14″, 16"", 18″, 24″, 32″, 40″ & 48″ Note: Handle not included.","10 sizes: 7″, 10″, 12″, 14″, 16"", 18″, 24″, 32″, 40″ & 48″"
"Columbia","Drywall Finishing Tools > Columbia > Taping & Finishing Tools","variable","COL-COLUMBIA-FAT-BOY-SMOOTHING-BLADE","Columbia Fat Boy Smoothing Blade","true","Size","Size: 7"" | 10"" | 12"" | 14"" | 16"" | 18"" | 24"" | 32"" | 40"" | 48""","48""","10","FSB48","FSB48","48""","","","true","162.00","162.00","1814","colombia, fat boy, FSB10, FSB12, FSB14, FSB16, FSB18, FSB24, FSB32, FSB40, FSB48, FSB7, skimming blade, smoothing blade","Due to their lightweight design and ease of use, skimming blades are becoming an increasingly popular tool in the drywall finishing industry.","Due to their lightweight design and ease of use, skimming blades are becoming an increasingly popular tool in the drywall finishing industry. Columbia Composite-Body Skimming Blades come in a variety of lengths up to 48 inches and feature a flexible, high-precision 0.3mm stainless steel blade inserted into a rigid composite handle profile. These tools are exceptional for smoothing fresh drywall compound with even distribution and superior control. Why Choose Columbia Skimming Blades? Not all skimming blades are created equal. Columbia Skimming Blades offer professional finishers a unique combination of balance, precision, and performance features that set them apart. A Unique Blade Edge The true advantage of Columbia skimming blades lies in their high-precision 0.3mm European stainless steel inserts, designed to provide just the right amount of flex for efficient, effortless skimming and smoothing. While most blade edges are stamped flat with squared corners that can hinder mud flow, Columbia skimming blades feature a proprietary rounded edge profile that allows drywall compound to roll smoothly and evenly off the blade—delivering superior results with less effort. The raised, rounded blade corners also help eliminate lap marks, ensuring a consistent, streak-free finish when working over large areas. Replaceable Blade Inserts Skimming blades are precision tools and can be damaged on the job if dropped. Columbia’s innovative design allows for quick, tool-free blade insert replacement. Simply remove an end cap to slide out the damaged insert and replace it—saving you time and money by avoiding the need to replace the entire tool. Features 10 sizes: 7″, 10″, 12″, 14″, 16"", 18″, 24″, 32″, 40″ & 48″ Note: Handle not included.","10 sizes: 7″, 10″, 12″, 14″, 16"", 18″, 24″, 32″, 40″ & 48″"
"Columbia","Drywall Finishing Tools > Columbia > Taping & Finishing Tools","simple","COL-COLUMBIA-FAT-BOY-SMOOTHING-BLADE-ADAPTER-CLAW","Columbia Fat Boy Smoothing Blade Adapter Claw","false","","","","1","FSBC","FSBC","","","","true","32.00","32.00","45","adaptor for pole, blade, finishing blade, finishing blade adaptor, finishing blades, FSBC, pole adaptor, skim blade, skimming blades, smoothing blade, wiping blade","Upgrade the versatility of your Fat Boy Smoothing Blade with this precision-made Adapter. Designed for a secure, reliable fit, this adapter allows the Fat Boy Smoothing Blade to attach effortlessly to compatible tools or extension handles. Built for durability and ease of use, it ensures a stable connection that enh...","Upgrade the versatility of your Fat Boy Smoothing Blade with this precision-made Adapter. Designed for a secure, reliable fit, this adapter allows the Fat Boy Smoothing Blade to attach effortlessly to compatible tools or extension handles. Built for durability and ease of use, it ensures a stable connection that enhances control, accuracy, and overall performance. Perfect for contractors, drywall finishers, and professionals who demand efficiency and flexibility on the job, this adapter helps you get more out of your Fat Boy Smoothing Blade—no hassle, no downtime. Features Seamless Compatibility – Made specifically for use with the Fat Boy Smoothing Blade. Secure Attachment – Provides a strong, stable connection to your handle or tool. Durable Construction – Built to withstand jobsite conditions and long-term use. Improved Reach & Control – Enables better maneuverability and consistent finishing results. Extension pole and skimming blade sold separately.","Seamless Compatibility – Made specifically for use with the Fat Boy Smoothing Blade. | Secure Attachment – Provides a strong, stable connection to your handle or tool. | Durable Construction – Built to withstand jobsite conditions and long-term use. | Improved Reach & Control – Enables better maneuverability and consistent finishing results."
"Columbia","Drywall Finishing Tools > Columbia > Taping & Finishing Tools","simple","COL-COLUMBIA-FAT-BOY-SMOOTHING-BLADE-SET","Columbia Fat Boy Smoothing Blade Set","false","","","","1","FSBSET","FSBSET","","","","true","472.00","472.00","9979","colombia, Columbia, Columbia Set, columbia sets, Columbia Taping Tools, FSBSET, set, smoothing blade, warrior set","Upgrade your finishing game with this premium Fat Boy Smoothing Blades Set, designed for precision, durability, and ultra-smooth results on every job. Built for professional drywall finishers and contractors, these blades deliver consistent performance whether you're working on large surfaces or detailed touch-ups.","Upgrade your finishing game with this premium Fat Boy Smoothing Blades Set, designed for precision, durability, and ultra-smooth results on every job. Built for professional drywall finishers and contractors, these blades deliver consistent performance whether you're working on large surfaces or detailed touch-ups. Each blade is crafted from high-quality stainless steel, providing the perfect balance of flexibility and rigidity for flawless feathering and minimal lines. The ergonomic design ensures comfortable handling, reducing fatigue during extended use. This complete set includes multiple blade sizes, giving you the versatility to tackle a wide range of finishing applications—from tight corners to wide surface smoothing. Features High-grade stainless steel blades for long-lasting performance Precision-engineered edges for smooth, clean finishes Lightweight and ergonomic for improved control and comfort Ideal for drywall finishing, plaster, and skim coating Versatile size range for all stages of finishing work","High-grade stainless steel blades for long-lasting performance | Precision-engineered edges for smooth, clean finishes | Lightweight and ergonomic for improved control and comfort | Ideal for drywall finishing, plaster, and skim coating | Versatile size range for all stages of finishing work"
"Columbia","Drywall Finishing Tools > Columbia > Taping & Finishing Tools","variable","COL-COLUMBIA-FIBERGLASS-SMOOTHING-BLADE-EXTENSION-HANDLE","Columbia Fiberglass Smoothing Blade Extension Handle","true","Size","Size: 4' - 6' Telescopic | 5' - 8' Telescopic","4' - 6' Telescopic","1","FTH4-6","FTH4-6","4' - 6' Telescopic","","","true","59.00","59.00","907","blade, finishing blade, finishing blades, FTH4-6, FTH5-8, level 5 skim blade, pole, skim blade, skimming blades, smoothing blade, wiping blade","Manufactured with high-quality fiberglass, aluminum, and high-impact ABS composite, Columbia Skimming Blade and Compound Roller Extendable Handles offer lightweight handling while maintaining exceptional rigidity and durability. The most popular handle size for both Columbia skimming blades and compound rollers is t...","Manufactured with high-quality fiberglass, aluminum, and high-impact ABS composite, Columbia Skimming Blade and Compound Roller Extendable Handles offer lightweight handling while maintaining exceptional rigidity and durability. The most popular handle size for both Columbia skimming blades and compound rollers is the medium (4' - 6') handle, as it provides excellent versatility for a wide range of wall and ceiling finishing applications. The long (5' - 8') extendable handle is ideal for added comfort and extended reach when working on higher ceilings and elevated wall areas. When using a skimming blade, an adapter is required. Columbia offers two adapter options depending on whether you are using an aluminum-body or composite-body skimming blade. A compound roller, however, attaches directly to the handle without the need for an adapter. Features Available in two adjustable sizes: 4' - 6' and 5' - 8' Unique snap-in attachment that prevents rotation under pressure Constructed with fiberglass and aluminum—lightweight, yet more rigid and durable than competitive handles Comfortable rubberized end grip Adapter sold separately. Skimming blade sold separately.","Available in two adjustable sizes: 4' - 6' and 5' - 8' | Unique snap-in attachment that prevents rotation under pressure | Constructed with fiberglass and aluminum—lightweight, yet more rigid and durable than competitive handles | Comfortable rubberized end grip | Adapter sold separately. Skimming blade sold separately."
"Columbia","Drywall Finishing Tools > Columbia > Taping & Finishing Tools","variable","COL-COLUMBIA-FIBERGLASS-SMOOTHING-BLADE-EXTENSION-HANDLE","Columbia Fiberglass Smoothing Blade Extension Handle","true","Size","Size: 4' - 6' Telescopic | 5' - 8' Telescopic","5' - 8' Telescopic","2","FTH5-8","FTH5-8","5' - 8' Telescopic","","","true","63.00","63.00","907","blade, finishing blade, finishing blades, FTH4-6, FTH5-8, level 5 skim blade, pole, skim blade, skimming blades, smoothing blade, wiping blade","Manufactured with high-quality fiberglass, aluminum, and high-impact ABS composite, Columbia Skimming Blade and Compound Roller Extendable Handles offer lightweight handling while maintaining exceptional rigidity and durability. The most popular handle size for both Columbia skimming blades and compound rollers is t...","Manufactured with high-quality fiberglass, aluminum, and high-impact ABS composite, Columbia Skimming Blade and Compound Roller Extendable Handles offer lightweight handling while maintaining exceptional rigidity and durability. The most popular handle size for both Columbia skimming blades and compound rollers is the medium (4' - 6') handle, as it provides excellent versatility for a wide range of wall and ceiling finishing applications. The long (5' - 8') extendable handle is ideal for added comfort and extended reach when working on higher ceilings and elevated wall areas. When using a skimming blade, an adapter is required. Columbia offers two adapter options depending on whether you are using an aluminum-body or composite-body skimming blade. A compound roller, however, attaches directly to the handle without the need for an adapter. Features Available in two adjustable sizes: 4' - 6' and 5' - 8' Unique snap-in attachment that prevents rotation under pressure Constructed with fiberglass and aluminum—lightweight, yet more rigid and durable than competitive handles Comfortable rubberized end grip Adapter sold separately. Skimming blade sold separately.","Available in two adjustable sizes: 4' - 6' and 5' - 8' | Unique snap-in attachment that prevents rotation under pressure | Constructed with fiberglass and aluminum—lightweight, yet more rigid and durable than competitive handles | Comfortable rubberized end grip | Adapter sold separately. Skimming blade sold separately."
"Columbia","Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools","simple","COL-COLUMBIA-FLAT-APPLICATOR","Columbia Flat Applicator","false","","","","1","CFLT","CFLT","","","","true","60.00","60.00","454","applicator, CFLT, colombia, Flat Applicator, semi automatic","Best paired with the Columbia Compound Tube and is used to pre fill flat joints","Best paired with the Columbia Compound Tube and is used to pre fill flat joints",""
"Columbia","Drywall Finishing Tools > Columbia > Parts","simple","COL-COLUMBIA-FLAT-BOX-AXLE-ROLLER-REPLACEMENT-KIT-NEW-STYLE","Columbia Flat Box Axle Roller Replacement Kit (New Style)","false","","","","1","FFBA-36","FFBA-36","","","","true","27.00","27.00","68","colombia, FFBA-36","For hinged style flat finishing boxes","For hinged style flat finishing boxes",""
"Columbia","Drywall Finishing Tools > Columbia > Parts","simple","COL-COLUMBIA-FLAT-BOX-AXLE-ROLLER-REPLACEMENT-KIT-OLD-STYLE","Columbia Flat Box Axle Roller Replacement Kit (Old Style)","false","","","","1","FFBA-6","FFBA-6","","","","true","14.00","14.00","68","colombia, FFBA-6","For old style flat finishing boxes","For old style flat finishing boxes",""
"Columbia","Drywall Finishing Tools > Columbia > Parts","simple","COL-COLUMBIA-FLAT-BOX-BEAD-WHEEL-KIT","Columbia Flat Box Bead Wheel Kit","false","","","","1","FFBA-41","FFBA-41","","","","true","48.00","48.00","68","colombia, FFBA-41","Note: For replacement on new style bead wheel axle only! Will only fit on a Columbia bead wheel axle.","Note: For replacement on new style bead wheel axle only! Will only fit on a Columbia bead wheel axle. If you wish to convert your older style wheels (non-bead wheel) on your flat box, please see the Columbia Bead Wheel Conversion Kit:",""
"Columbia","Drywall Finishing Tools > Columbia > Automatic Taping Tools","variable","COL-COLUMBIA-FLAT-FINISHING-BOXES","Columbia Flat Finishing Box","true","Size","Size: 5.5"" | 7"" | 8"" | 10"" | 12"" | 14""","5.5""","1","5.5FFB","5.5FFB","5.5""","","","true","362.00","362.00","2268","10FFB, 12FFB, 14FFB, 5.5FFB, 7FFB, 8FFB, automatic taping tools, colombia, flat box, flatbox","Available in sizes: 5.5″, 7″, 8″, 10″, 12″ & 14″","Available in sizes: 5.5″, 7″, 8″, 10″, 12″ & 14″ Here’s one tough tool. The adjustable, stainless-steel blade provides the right amount of compound to finish flat joints evenly and professionally. Features New and improved “No Swell” gaskets. Rubber-gasketed bar system stays flexible, and rubber roller wheels provide soft ride, even when dirty. The moving axle allows better control. Springs not required! Our hinged door design allows for quick cleaning, and the ability to run with or without door springs. Use one spring, two springs or no springs at all!","New and improved “No Swell” gaskets. Rubber-gasketed bar system stays flexible, and rubber roller wheels provide soft ride, even when dirty. The moving axle allows better control. | Springs not required! Our hinged door design allows for quick cleaning, and the ability to run with or without door springs. Use one spring, two springs or no springs at all!"
"Columbia","Drywall Finishing Tools > Columbia > Automatic Taping Tools","variable","COL-COLUMBIA-FLAT-FINISHING-BOXES","Columbia Flat Finishing Box","true","Size","Size: 5.5"" | 7"" | 8"" | 10"" | 12"" | 14""","7""","2","7FFB","7FFB","7""","","","true","366.00","366.00","2268","10FFB, 12FFB, 14FFB, 5.5FFB, 7FFB, 8FFB, automatic taping tools, colombia, flat box, flatbox","Available in sizes: 5.5″, 7″, 8″, 10″, 12″ & 14″","Available in sizes: 5.5″, 7″, 8″, 10″, 12″ & 14″ Here’s one tough tool. The adjustable, stainless-steel blade provides the right amount of compound to finish flat joints evenly and professionally. Features New and improved “No Swell” gaskets. Rubber-gasketed bar system stays flexible, and rubber roller wheels provide soft ride, even when dirty. The moving axle allows better control. Springs not required! Our hinged door design allows for quick cleaning, and the ability to run with or without door springs. Use one spring, two springs or no springs at all!","New and improved “No Swell” gaskets. Rubber-gasketed bar system stays flexible, and rubber roller wheels provide soft ride, even when dirty. The moving axle allows better control. | Springs not required! Our hinged door design allows for quick cleaning, and the ability to run with or without door springs. Use one spring, two springs or no springs at all!"
"Columbia","Drywall Finishing Tools > Columbia > Automatic Taping Tools","variable","COL-COLUMBIA-FLAT-FINISHING-BOXES","Columbia Flat Finishing Box","true","Size","Size: 5.5"" | 7"" | 8"" | 10"" | 12"" | 14""","8""","3","8FFB","8FFB","8""","","","true","370.00","370.00","2268","10FFB, 12FFB, 14FFB, 5.5FFB, 7FFB, 8FFB, automatic taping tools, colombia, flat box, flatbox","Available in sizes: 5.5″, 7″, 8″, 10″, 12″ & 14″","Available in sizes: 5.5″, 7″, 8″, 10″, 12″ & 14″ Here’s one tough tool. The adjustable, stainless-steel blade provides the right amount of compound to finish flat joints evenly and professionally. Features New and improved “No Swell” gaskets. Rubber-gasketed bar system stays flexible, and rubber roller wheels provide soft ride, even when dirty. The moving axle allows better control. Springs not required! Our hinged door design allows for quick cleaning, and the ability to run with or without door springs. Use one spring, two springs or no springs at all!","New and improved “No Swell” gaskets. Rubber-gasketed bar system stays flexible, and rubber roller wheels provide soft ride, even when dirty. The moving axle allows better control. | Springs not required! Our hinged door design allows for quick cleaning, and the ability to run with or without door springs. Use one spring, two springs or no springs at all!"
"Columbia","Drywall Finishing Tools > Columbia > Automatic Taping Tools","variable","COL-COLUMBIA-FLAT-FINISHING-BOXES","Columbia Flat Finishing Box","true","Size","Size: 5.5"" | 7"" | 8"" | 10"" | 12"" | 14""","10""","4","10FFB","10FFB","10""","","","true","375.00","375.00","2268","10FFB, 12FFB, 14FFB, 5.5FFB, 7FFB, 8FFB, automatic taping tools, colombia, flat box, flatbox","Available in sizes: 5.5″, 7″, 8″, 10″, 12″ & 14″","Available in sizes: 5.5″, 7″, 8″, 10″, 12″ & 14″ Here’s one tough tool. The adjustable, stainless-steel blade provides the right amount of compound to finish flat joints evenly and professionally. Features New and improved “No Swell” gaskets. Rubber-gasketed bar system stays flexible, and rubber roller wheels provide soft ride, even when dirty. The moving axle allows better control. Springs not required! Our hinged door design allows for quick cleaning, and the ability to run with or without door springs. Use one spring, two springs or no springs at all!","New and improved “No Swell” gaskets. Rubber-gasketed bar system stays flexible, and rubber roller wheels provide soft ride, even when dirty. The moving axle allows better control. | Springs not required! Our hinged door design allows for quick cleaning, and the ability to run with or without door springs. Use one spring, two springs or no springs at all!"
"Columbia","Drywall Finishing Tools > Columbia > Automatic Taping Tools","variable","COL-COLUMBIA-FLAT-FINISHING-BOXES","Columbia Flat Finishing Box","true","Size","Size: 5.5"" | 7"" | 8"" | 10"" | 12"" | 14""","12""","5","12FFB","12FFB","12""","","","true","379.00","379.00","2268","10FFB, 12FFB, 14FFB, 5.5FFB, 7FFB, 8FFB, automatic taping tools, colombia, flat box, flatbox","Available in sizes: 5.5″, 7″, 8″, 10″, 12″ & 14″","Available in sizes: 5.5″, 7″, 8″, 10″, 12″ & 14″ Here’s one tough tool. The adjustable, stainless-steel blade provides the right amount of compound to finish flat joints evenly and professionally. Features New and improved “No Swell” gaskets. Rubber-gasketed bar system stays flexible, and rubber roller wheels provide soft ride, even when dirty. The moving axle allows better control. Springs not required! Our hinged door design allows for quick cleaning, and the ability to run with or without door springs. Use one spring, two springs or no springs at all!","New and improved “No Swell” gaskets. Rubber-gasketed bar system stays flexible, and rubber roller wheels provide soft ride, even when dirty. The moving axle allows better control. | Springs not required! Our hinged door design allows for quick cleaning, and the ability to run with or without door springs. Use one spring, two springs or no springs at all!"
"Columbia","Drywall Finishing Tools > Columbia > Automatic Taping Tools","variable","COL-COLUMBIA-FLAT-FINISHING-BOXES","Columbia Flat Finishing Box","true","Size","Size: 5.5"" | 7"" | 8"" | 10"" | 12"" | 14""","14""","6","14FFB","14FFB","14""","","","false","383.00","383.00","2268","10FFB, 12FFB, 14FFB, 5.5FFB, 7FFB, 8FFB, automatic taping tools, colombia, flat box, flatbox","Available in sizes: 5.5″, 7″, 8″, 10″, 12″ & 14″","Available in sizes: 5.5″, 7″, 8″, 10″, 12″ & 14″ Here’s one tough tool. The adjustable, stainless-steel blade provides the right amount of compound to finish flat joints evenly and professionally. Features New and improved “No Swell” gaskets. Rubber-gasketed bar system stays flexible, and rubber roller wheels provide soft ride, even when dirty. The moving axle allows better control. Springs not required! Our hinged door design allows for quick cleaning, and the ability to run with or without door springs. Use one spring, two springs or no springs at all!","New and improved “No Swell” gaskets. Rubber-gasketed bar system stays flexible, and rubber roller wheels provide soft ride, even when dirty. The moving axle allows better control. | Springs not required! Our hinged door design allows for quick cleaning, and the ability to run with or without door springs. Use one spring, two springs or no springs at all!"
