"brand","catalog_category","product_type","parent_sku","product_name","is_variable_product","attribute_names","attribute_values","variation_name","variation_position","sku","mpn","attribute_1","attribute_2","attribute_3","available","price","compare_at_price","weight_grams","tags","short_description","description_text","features"
"Level 5","Drywall Finishing Tools > Level 5 > Parts","variable","LVL5-LEVEL-5-AUTOMATIC-TAPER-REPAIR-KIT","Level 5 Automatic Taper Repair Kit","true","Part Number","Part Number: 4-815 - Taper Repair Kit | 4-816 - Taper Rebuild Kit | 4-817 - Gooser Assembly | 4-818 - Drive Dog Assembly | 4-821 - 10 Pack Pyramid Blades | 4-822 - 25 Pack Pyramid Blades | 4-825 - Plunger Cup Assembly | 4-826 - Cover Plate Assembly | 4-861 - Cutter Chain Assembly","4-815 - Taper Repair Kit","1","4-815","4-815","4-815 - Taper Repair Kit","","","true","81.00","81.00","50","Level 5 Parts","10 -7111 Blades","Taper Repair Kit 10 -7111 Blades 1 -7137 Cable 2 -7007 Roller Axle Spring 1 -7005 Roller Brake 1 -7006 Spring Creaser Retainer 1 -7094 Leaf Spring (Drive Dog) 1 -7040 Gooser Needle Taper Rebuild Kit 2 -7077 Taper Wheel 1 -7322 Cable Drum Bushing 2 -7119 Bearing 2 -7063 Bearing 1 -7094 Leaf Spring (Drive Dog) 2 -7007 Roller Axle Spring Gooser Assembly 1 -7293 Gooser Assembly Drive Dog Assembly 1 -7097 Drive Dog Assembly Cutter Chain Assembly 1 -7333 Cutter Chain Assembly 10/25 Pack Pyramid Blades 10/25 -7111 Pyramid Blades Plunger Cup Assembly 1-7130 Plunger 1 -7132 Plunger 1 -7137 Cable 1 -7134 1/4-20 x 3/4"" HH Cup Bolt 1 -7133 Plunger Cup Washer 2 -7135 1-4/20 Het Nut 2 -7000 1-4/20 Plastic Washer Cover Plate Assembly 1 -7377 Cover Plate Assembly","10 -7111 Blades | 1 -7137 Cable | 2 -7007 Roller Axle Spring | 1 -7005 Roller Brake | 1 -7006 Spring Creaser Retainer | 1 -7094 Leaf Spring (Drive Dog) | 1 -7040 Gooser Needle | 2 -7077 Taper Wheel | 1 -7322 Cable Drum Bushing | 2 -7119 Bearing | 2 -7063 Bearing | 1 -7094 Leaf Spring (Drive Dog) | 2 -7007 Roller Axle Spring | 1 -7293 Gooser Assembly | 1 -7097 Drive Dog Assembly | 1 -7333 Cutter Chain Assembly | 10/25 -7111 Pyramid Blades | 1-7130 Plunger | 1 -7132 Plunger | 1 -7137 Cable | 1 -7134 1/4-20 x 3/4"" HH Cup Bolt | 1 -7133 Plunger Cup Washer | 2 -7135 1-4/20 Het Nut | 2 -7000 1-4/20 Plastic Washer | 1 -7377 Cover Plate Assembly"
"Level 5","Drywall Finishing Tools > Level 5 > Parts","variable","LVL5-LEVEL-5-AUTOMATIC-TAPER-REPAIR-KIT","Level 5 Automatic Taper Repair Kit","true","Part Number","Part Number: 4-815 - Taper Repair Kit | 4-816 - Taper Rebuild Kit | 4-817 - Gooser Assembly | 4-818 - Drive Dog Assembly | 4-821 - 10 Pack Pyramid Blades | 4-822 - 25 Pack Pyramid Blades | 4-825 - Plunger Cup Assembly | 4-826 - Cover Plate Assembly | 4-861 - Cutter Chain Assembly","4-816 - Taper Rebuild Kit","2","4-816","4-816","4-816 - Taper Rebuild Kit","","","true","85.00","85.00","50","Level 5 Parts","10 -7111 Blades","Taper Repair Kit 10 -7111 Blades 1 -7137 Cable 2 -7007 Roller Axle Spring 1 -7005 Roller Brake 1 -7006 Spring Creaser Retainer 1 -7094 Leaf Spring (Drive Dog) 1 -7040 Gooser Needle Taper Rebuild Kit 2 -7077 Taper Wheel 1 -7322 Cable Drum Bushing 2 -7119 Bearing 2 -7063 Bearing 1 -7094 Leaf Spring (Drive Dog) 2 -7007 Roller Axle Spring Gooser Assembly 1 -7293 Gooser Assembly Drive Dog Assembly 1 -7097 Drive Dog Assembly Cutter Chain Assembly 1 -7333 Cutter Chain Assembly 10/25 Pack Pyramid Blades 10/25 -7111 Pyramid Blades Plunger Cup Assembly 1-7130 Plunger 1 -7132 Plunger 1 -7137 Cable 1 -7134 1/4-20 x 3/4"" HH Cup Bolt 1 -7133 Plunger Cup Washer 2 -7135 1-4/20 Het Nut 2 -7000 1-4/20 Plastic Washer Cover Plate Assembly 1 -7377 Cover Plate Assembly","10 -7111 Blades | 1 -7137 Cable | 2 -7007 Roller Axle Spring | 1 -7005 Roller Brake | 1 -7006 Spring Creaser Retainer | 1 -7094 Leaf Spring (Drive Dog) | 1 -7040 Gooser Needle | 2 -7077 Taper Wheel | 1 -7322 Cable Drum Bushing | 2 -7119 Bearing | 2 -7063 Bearing | 1 -7094 Leaf Spring (Drive Dog) | 2 -7007 Roller Axle Spring | 1 -7293 Gooser Assembly | 1 -7097 Drive Dog Assembly | 1 -7333 Cutter Chain Assembly | 10/25 -7111 Pyramid Blades | 1-7130 Plunger | 1 -7132 Plunger | 1 -7137 Cable | 1 -7134 1/4-20 x 3/4"" HH Cup Bolt | 1 -7133 Plunger Cup Washer | 2 -7135 1-4/20 Het Nut | 2 -7000 1-4/20 Plastic Washer | 1 -7377 Cover Plate Assembly"
"Level 5","Drywall Finishing Tools > Level 5 > Parts","variable","LVL5-LEVEL-5-AUTOMATIC-TAPER-REPAIR-KIT","Level 5 Automatic Taper Repair Kit","true","Part Number","Part Number: 4-815 - Taper Repair Kit | 4-816 - Taper Rebuild Kit | 4-817 - Gooser Assembly | 4-818 - Drive Dog Assembly | 4-821 - 10 Pack Pyramid Blades | 4-822 - 25 Pack Pyramid Blades | 4-825 - Plunger Cup Assembly | 4-826 - Cover Plate Assembly | 4-861 - Cutter Chain Assembly","4-817 - Gooser Assembly","3","4-817","4-817","4-817 - Gooser Assembly","","","true","163.00","163.00","50","Level 5 Parts","10 -7111 Blades","Taper Repair Kit 10 -7111 Blades 1 -7137 Cable 2 -7007 Roller Axle Spring 1 -7005 Roller Brake 1 -7006 Spring Creaser Retainer 1 -7094 Leaf Spring (Drive Dog) 1 -7040 Gooser Needle Taper Rebuild Kit 2 -7077 Taper Wheel 1 -7322 Cable Drum Bushing 2 -7119 Bearing 2 -7063 Bearing 1 -7094 Leaf Spring (Drive Dog) 2 -7007 Roller Axle Spring Gooser Assembly 1 -7293 Gooser Assembly Drive Dog Assembly 1 -7097 Drive Dog Assembly Cutter Chain Assembly 1 -7333 Cutter Chain Assembly 10/25 Pack Pyramid Blades 10/25 -7111 Pyramid Blades Plunger Cup Assembly 1-7130 Plunger 1 -7132 Plunger 1 -7137 Cable 1 -7134 1/4-20 x 3/4"" HH Cup Bolt 1 -7133 Plunger Cup Washer 2 -7135 1-4/20 Het Nut 2 -7000 1-4/20 Plastic Washer Cover Plate Assembly 1 -7377 Cover Plate Assembly","10 -7111 Blades | 1 -7137 Cable | 2 -7007 Roller Axle Spring | 1 -7005 Roller Brake | 1 -7006 Spring Creaser Retainer | 1 -7094 Leaf Spring (Drive Dog) | 1 -7040 Gooser Needle | 2 -7077 Taper Wheel | 1 -7322 Cable Drum Bushing | 2 -7119 Bearing | 2 -7063 Bearing | 1 -7094 Leaf Spring (Drive Dog) | 2 -7007 Roller Axle Spring | 1 -7293 Gooser Assembly | 1 -7097 Drive Dog Assembly | 1 -7333 Cutter Chain Assembly | 10/25 -7111 Pyramid Blades | 1-7130 Plunger | 1 -7132 Plunger | 1 -7137 Cable | 1 -7134 1/4-20 x 3/4"" HH Cup Bolt | 1 -7133 Plunger Cup Washer | 2 -7135 1-4/20 Het Nut | 2 -7000 1-4/20 Plastic Washer | 1 -7377 Cover Plate Assembly"
"Level 5","Drywall Finishing Tools > Level 5 > Parts","variable","LVL5-LEVEL-5-AUTOMATIC-TAPER-REPAIR-KIT","Level 5 Automatic Taper Repair Kit","true","Part Number","Part Number: 4-815 - Taper Repair Kit | 4-816 - Taper Rebuild Kit | 4-817 - Gooser Assembly | 4-818 - Drive Dog Assembly | 4-821 - 10 Pack Pyramid Blades | 4-822 - 25 Pack Pyramid Blades | 4-825 - Plunger Cup Assembly | 4-826 - Cover Plate Assembly | 4-861 - Cutter Chain Assembly","4-818 - Drive Dog Assembly","4","4-818","4-818","4-818 - Drive Dog Assembly","","","true","141.00","141.00","50","Level 5 Parts","10 -7111 Blades","Taper Repair Kit 10 -7111 Blades 1 -7137 Cable 2 -7007 Roller Axle Spring 1 -7005 Roller Brake 1 -7006 Spring Creaser Retainer 1 -7094 Leaf Spring (Drive Dog) 1 -7040 Gooser Needle Taper Rebuild Kit 2 -7077 Taper Wheel 1 -7322 Cable Drum Bushing 2 -7119 Bearing 2 -7063 Bearing 1 -7094 Leaf Spring (Drive Dog) 2 -7007 Roller Axle Spring Gooser Assembly 1 -7293 Gooser Assembly Drive Dog Assembly 1 -7097 Drive Dog Assembly Cutter Chain Assembly 1 -7333 Cutter Chain Assembly 10/25 Pack Pyramid Blades 10/25 -7111 Pyramid Blades Plunger Cup Assembly 1-7130 Plunger 1 -7132 Plunger 1 -7137 Cable 1 -7134 1/4-20 x 3/4"" HH Cup Bolt 1 -7133 Plunger Cup Washer 2 -7135 1-4/20 Het Nut 2 -7000 1-4/20 Plastic Washer Cover Plate Assembly 1 -7377 Cover Plate Assembly","10 -7111 Blades | 1 -7137 Cable | 2 -7007 Roller Axle Spring | 1 -7005 Roller Brake | 1 -7006 Spring Creaser Retainer | 1 -7094 Leaf Spring (Drive Dog) | 1 -7040 Gooser Needle | 2 -7077 Taper Wheel | 1 -7322 Cable Drum Bushing | 2 -7119 Bearing | 2 -7063 Bearing | 1 -7094 Leaf Spring (Drive Dog) | 2 -7007 Roller Axle Spring | 1 -7293 Gooser Assembly | 1 -7097 Drive Dog Assembly | 1 -7333 Cutter Chain Assembly | 10/25 -7111 Pyramid Blades | 1-7130 Plunger | 1 -7132 Plunger | 1 -7137 Cable | 1 -7134 1/4-20 x 3/4"" HH Cup Bolt | 1 -7133 Plunger Cup Washer | 2 -7135 1-4/20 Het Nut | 2 -7000 1-4/20 Plastic Washer | 1 -7377 Cover Plate Assembly"
"Level 5","Drywall Finishing Tools > Level 5 > Parts","variable","LVL5-LEVEL-5-AUTOMATIC-TAPER-REPAIR-KIT","Level 5 Automatic Taper Repair Kit","true","Part Number","Part Number: 4-815 - Taper Repair Kit | 4-816 - Taper Rebuild Kit | 4-817 - Gooser Assembly | 4-818 - Drive Dog Assembly | 4-821 - 10 Pack Pyramid Blades | 4-822 - 25 Pack Pyramid Blades | 4-825 - Plunger Cup Assembly | 4-826 - Cover Plate Assembly | 4-861 - Cutter Chain Assembly","4-821 - 10 Pack Pyramid Blades","5","4-821","4-821","4-821 - 10 Pack Pyramid Blades","","","true","33.00","33.00","50","Level 5 Parts","10 -7111 Blades","Taper Repair Kit 10 -7111 Blades 1 -7137 Cable 2 -7007 Roller Axle Spring 1 -7005 Roller Brake 1 -7006 Spring Creaser Retainer 1 -7094 Leaf Spring (Drive Dog) 1 -7040 Gooser Needle Taper Rebuild Kit 2 -7077 Taper Wheel 1 -7322 Cable Drum Bushing 2 -7119 Bearing 2 -7063 Bearing 1 -7094 Leaf Spring (Drive Dog) 2 -7007 Roller Axle Spring Gooser Assembly 1 -7293 Gooser Assembly Drive Dog Assembly 1 -7097 Drive Dog Assembly Cutter Chain Assembly 1 -7333 Cutter Chain Assembly 10/25 Pack Pyramid Blades 10/25 -7111 Pyramid Blades Plunger Cup Assembly 1-7130 Plunger 1 -7132 Plunger 1 -7137 Cable 1 -7134 1/4-20 x 3/4"" HH Cup Bolt 1 -7133 Plunger Cup Washer 2 -7135 1-4/20 Het Nut 2 -7000 1-4/20 Plastic Washer Cover Plate Assembly 1 -7377 Cover Plate Assembly","10 -7111 Blades | 1 -7137 Cable | 2 -7007 Roller Axle Spring | 1 -7005 Roller Brake | 1 -7006 Spring Creaser Retainer | 1 -7094 Leaf Spring (Drive Dog) | 1 -7040 Gooser Needle | 2 -7077 Taper Wheel | 1 -7322 Cable Drum Bushing | 2 -7119 Bearing | 2 -7063 Bearing | 1 -7094 Leaf Spring (Drive Dog) | 2 -7007 Roller Axle Spring | 1 -7293 Gooser Assembly | 1 -7097 Drive Dog Assembly | 1 -7333 Cutter Chain Assembly | 10/25 -7111 Pyramid Blades | 1-7130 Plunger | 1 -7132 Plunger | 1 -7137 Cable | 1 -7134 1/4-20 x 3/4"" HH Cup Bolt | 1 -7133 Plunger Cup Washer | 2 -7135 1-4/20 Het Nut | 2 -7000 1-4/20 Plastic Washer | 1 -7377 Cover Plate Assembly"
"Level 5","Drywall Finishing Tools > Level 5 > Parts","variable","LVL5-LEVEL-5-AUTOMATIC-TAPER-REPAIR-KIT","Level 5 Automatic Taper Repair Kit","true","Part Number","Part Number: 4-815 - Taper Repair Kit | 4-816 - Taper Rebuild Kit | 4-817 - Gooser Assembly | 4-818 - Drive Dog Assembly | 4-821 - 10 Pack Pyramid Blades | 4-822 - 25 Pack Pyramid Blades | 4-825 - Plunger Cup Assembly | 4-826 - Cover Plate Assembly | 4-861 - Cutter Chain Assembly","4-822 - 25 Pack Pyramid Blades","6","4-822","4-822","4-822 - 25 Pack Pyramid Blades","","","true","82.00","82.00","50","Level 5 Parts","10 -7111 Blades","Taper Repair Kit 10 -7111 Blades 1 -7137 Cable 2 -7007 Roller Axle Spring 1 -7005 Roller Brake 1 -7006 Spring Creaser Retainer 1 -7094 Leaf Spring (Drive Dog) 1 -7040 Gooser Needle Taper Rebuild Kit 2 -7077 Taper Wheel 1 -7322 Cable Drum Bushing 2 -7119 Bearing 2 -7063 Bearing 1 -7094 Leaf Spring (Drive Dog) 2 -7007 Roller Axle Spring Gooser Assembly 1 -7293 Gooser Assembly Drive Dog Assembly 1 -7097 Drive Dog Assembly Cutter Chain Assembly 1 -7333 Cutter Chain Assembly 10/25 Pack Pyramid Blades 10/25 -7111 Pyramid Blades Plunger Cup Assembly 1-7130 Plunger 1 -7132 Plunger 1 -7137 Cable 1 -7134 1/4-20 x 3/4"" HH Cup Bolt 1 -7133 Plunger Cup Washer 2 -7135 1-4/20 Het Nut 2 -7000 1-4/20 Plastic Washer Cover Plate Assembly 1 -7377 Cover Plate Assembly","10 -7111 Blades | 1 -7137 Cable | 2 -7007 Roller Axle Spring | 1 -7005 Roller Brake | 1 -7006 Spring Creaser Retainer | 1 -7094 Leaf Spring (Drive Dog) | 1 -7040 Gooser Needle | 2 -7077 Taper Wheel | 1 -7322 Cable Drum Bushing | 2 -7119 Bearing | 2 -7063 Bearing | 1 -7094 Leaf Spring (Drive Dog) | 2 -7007 Roller Axle Spring | 1 -7293 Gooser Assembly | 1 -7097 Drive Dog Assembly | 1 -7333 Cutter Chain Assembly | 10/25 -7111 Pyramid Blades | 1-7130 Plunger | 1 -7132 Plunger | 1 -7137 Cable | 1 -7134 1/4-20 x 3/4"" HH Cup Bolt | 1 -7133 Plunger Cup Washer | 2 -7135 1-4/20 Het Nut | 2 -7000 1-4/20 Plastic Washer | 1 -7377 Cover Plate Assembly"
"Level 5","Drywall Finishing Tools > Level 5 > Parts","variable","LVL5-LEVEL-5-AUTOMATIC-TAPER-REPAIR-KIT","Level 5 Automatic Taper Repair Kit","true","Part Number","Part Number: 4-815 - Taper Repair Kit | 4-816 - Taper Rebuild Kit | 4-817 - Gooser Assembly | 4-818 - Drive Dog Assembly | 4-821 - 10 Pack Pyramid Blades | 4-822 - 25 Pack Pyramid Blades | 4-825 - Plunger Cup Assembly | 4-826 - Cover Plate Assembly | 4-861 - Cutter Chain Assembly","4-825 - Plunger Cup Assembly","7","4-825","4-825","4-825 - Plunger Cup Assembly","","","true","129.00","129.00","50","Level 5 Parts","10 -7111 Blades","Taper Repair Kit 10 -7111 Blades 1 -7137 Cable 2 -7007 Roller Axle Spring 1 -7005 Roller Brake 1 -7006 Spring Creaser Retainer 1 -7094 Leaf Spring (Drive Dog) 1 -7040 Gooser Needle Taper Rebuild Kit 2 -7077 Taper Wheel 1 -7322 Cable Drum Bushing 2 -7119 Bearing 2 -7063 Bearing 1 -7094 Leaf Spring (Drive Dog) 2 -7007 Roller Axle Spring Gooser Assembly 1 -7293 Gooser Assembly Drive Dog Assembly 1 -7097 Drive Dog Assembly Cutter Chain Assembly 1 -7333 Cutter Chain Assembly 10/25 Pack Pyramid Blades 10/25 -7111 Pyramid Blades Plunger Cup Assembly 1-7130 Plunger 1 -7132 Plunger 1 -7137 Cable 1 -7134 1/4-20 x 3/4"" HH Cup Bolt 1 -7133 Plunger Cup Washer 2 -7135 1-4/20 Het Nut 2 -7000 1-4/20 Plastic Washer Cover Plate Assembly 1 -7377 Cover Plate Assembly","10 -7111 Blades | 1 -7137 Cable | 2 -7007 Roller Axle Spring | 1 -7005 Roller Brake | 1 -7006 Spring Creaser Retainer | 1 -7094 Leaf Spring (Drive Dog) | 1 -7040 Gooser Needle | 2 -7077 Taper Wheel | 1 -7322 Cable Drum Bushing | 2 -7119 Bearing | 2 -7063 Bearing | 1 -7094 Leaf Spring (Drive Dog) | 2 -7007 Roller Axle Spring | 1 -7293 Gooser Assembly | 1 -7097 Drive Dog Assembly | 1 -7333 Cutter Chain Assembly | 10/25 -7111 Pyramid Blades | 1-7130 Plunger | 1 -7132 Plunger | 1 -7137 Cable | 1 -7134 1/4-20 x 3/4"" HH Cup Bolt | 1 -7133 Plunger Cup Washer | 2 -7135 1-4/20 Het Nut | 2 -7000 1-4/20 Plastic Washer | 1 -7377 Cover Plate Assembly"
"Level 5","Drywall Finishing Tools > Level 5 > Parts","variable","LVL5-LEVEL-5-AUTOMATIC-TAPER-REPAIR-KIT","Level 5 Automatic Taper Repair Kit","true","Part Number","Part Number: 4-815 - Taper Repair Kit | 4-816 - Taper Rebuild Kit | 4-817 - Gooser Assembly | 4-818 - Drive Dog Assembly | 4-821 - 10 Pack Pyramid Blades | 4-822 - 25 Pack Pyramid Blades | 4-825 - Plunger Cup Assembly | 4-826 - Cover Plate Assembly | 4-861 - Cutter Chain Assembly","4-826 - Cover Plate Assembly","8","4-826","4-826","4-826 - Cover Plate Assembly","","","true","158.00","158.00","50","Level 5 Parts","10 -7111 Blades","Taper Repair Kit 10 -7111 Blades 1 -7137 Cable 2 -7007 Roller Axle Spring 1 -7005 Roller Brake 1 -7006 Spring Creaser Retainer 1 -7094 Leaf Spring (Drive Dog) 1 -7040 Gooser Needle Taper Rebuild Kit 2 -7077 Taper Wheel 1 -7322 Cable Drum Bushing 2 -7119 Bearing 2 -7063 Bearing 1 -7094 Leaf Spring (Drive Dog) 2 -7007 Roller Axle Spring Gooser Assembly 1 -7293 Gooser Assembly Drive Dog Assembly 1 -7097 Drive Dog Assembly Cutter Chain Assembly 1 -7333 Cutter Chain Assembly 10/25 Pack Pyramid Blades 10/25 -7111 Pyramid Blades Plunger Cup Assembly 1-7130 Plunger 1 -7132 Plunger 1 -7137 Cable 1 -7134 1/4-20 x 3/4"" HH Cup Bolt 1 -7133 Plunger Cup Washer 2 -7135 1-4/20 Het Nut 2 -7000 1-4/20 Plastic Washer Cover Plate Assembly 1 -7377 Cover Plate Assembly","10 -7111 Blades | 1 -7137 Cable | 2 -7007 Roller Axle Spring | 1 -7005 Roller Brake | 1 -7006 Spring Creaser Retainer | 1 -7094 Leaf Spring (Drive Dog) | 1 -7040 Gooser Needle | 2 -7077 Taper Wheel | 1 -7322 Cable Drum Bushing | 2 -7119 Bearing | 2 -7063 Bearing | 1 -7094 Leaf Spring (Drive Dog) | 2 -7007 Roller Axle Spring | 1 -7293 Gooser Assembly | 1 -7097 Drive Dog Assembly | 1 -7333 Cutter Chain Assembly | 10/25 -7111 Pyramid Blades | 1-7130 Plunger | 1 -7132 Plunger | 1 -7137 Cable | 1 -7134 1/4-20 x 3/4"" HH Cup Bolt | 1 -7133 Plunger Cup Washer | 2 -7135 1-4/20 Het Nut | 2 -7000 1-4/20 Plastic Washer | 1 -7377 Cover Plate Assembly"
"Level 5","Drywall Finishing Tools > Level 5 > Parts","variable","LVL5-LEVEL-5-AUTOMATIC-TAPER-REPAIR-KIT","Level 5 Automatic Taper Repair Kit","true","Part Number","Part Number: 4-815 - Taper Repair Kit | 4-816 - Taper Rebuild Kit | 4-817 - Gooser Assembly | 4-818 - Drive Dog Assembly | 4-821 - 10 Pack Pyramid Blades | 4-822 - 25 Pack Pyramid Blades | 4-825 - Plunger Cup Assembly | 4-826 - Cover Plate Assembly | 4-861 - Cutter Chain Assembly","4-861 - Cutter Chain Assembly","9","4-861","4-861","4-861 - Cutter Chain Assembly","","","true","122.00","122.00","50","Level 5 Parts","10 -7111 Blades","Taper Repair Kit 10 -7111 Blades 1 -7137 Cable 2 -7007 Roller Axle Spring 1 -7005 Roller Brake 1 -7006 Spring Creaser Retainer 1 -7094 Leaf Spring (Drive Dog) 1 -7040 Gooser Needle Taper Rebuild Kit 2 -7077 Taper Wheel 1 -7322 Cable Drum Bushing 2 -7119 Bearing 2 -7063 Bearing 1 -7094 Leaf Spring (Drive Dog) 2 -7007 Roller Axle Spring Gooser Assembly 1 -7293 Gooser Assembly Drive Dog Assembly 1 -7097 Drive Dog Assembly Cutter Chain Assembly 1 -7333 Cutter Chain Assembly 10/25 Pack Pyramid Blades 10/25 -7111 Pyramid Blades Plunger Cup Assembly 1-7130 Plunger 1 -7132 Plunger 1 -7137 Cable 1 -7134 1/4-20 x 3/4"" HH Cup Bolt 1 -7133 Plunger Cup Washer 2 -7135 1-4/20 Het Nut 2 -7000 1-4/20 Plastic Washer Cover Plate Assembly 1 -7377 Cover Plate Assembly","10 -7111 Blades | 1 -7137 Cable | 2 -7007 Roller Axle Spring | 1 -7005 Roller Brake | 1 -7006 Spring Creaser Retainer | 1 -7094 Leaf Spring (Drive Dog) | 1 -7040 Gooser Needle | 2 -7077 Taper Wheel | 1 -7322 Cable Drum Bushing | 2 -7119 Bearing | 2 -7063 Bearing | 1 -7094 Leaf Spring (Drive Dog) | 2 -7007 Roller Axle Spring | 1 -7293 Gooser Assembly | 1 -7097 Drive Dog Assembly | 1 -7333 Cutter Chain Assembly | 10/25 -7111 Pyramid Blades | 1-7130 Plunger | 1 -7132 Plunger | 1 -7137 Cable | 1 -7134 1/4-20 x 3/4"" HH Cup Bolt | 1 -7133 Plunger Cup Washer | 2 -7135 1-4/20 Het Nut | 2 -7000 1-4/20 Plastic Washer | 1 -7377 Cover Plate Assembly"
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-BLUE-STEEL-BIG-BACK-TAPING-KNIFE-SOFT-GRIP-HANDLE","Level 5 Blue Steel Big Back Taping Knife - Soft Grip Handle","true","Size","Size: 8"" | 10"" | 12"" | 14"" | 16""","8""","1","5-180","5-180","8""","","","false","17.00","17.00","907","5-180, 5-182, 5-184, 5-186, 5-188, blue steel, CLEARANCE, level 5, level5, soft grip, taping knife","Use these LEVEL5 ""Big Back"" drywall taping knives for mudding over nail and screw indents, filling flats, patching holes, applying drywall corner bead or top coating seams for a professional finish. Featuring a LEVEL5 Soft-Grip Handle, this mud knife offers ergonomic handling, slip-resistance and all-day comfort. ""B...","Use these LEVEL5 ""Big Back"" drywall taping knives for mudding over nail and screw indents, filling flats, patching holes, applying drywall corner bead or top coating seams for a professional finish. Featuring a LEVEL5 Soft-Grip Handle, this mud knife offers ergonomic handling, slip-resistance and all-day comfort. ""Big Back"" taping knives hold up to 25% more compound vs standard taping knives. LEVEL5 Blue Steel Drywall Taping Knives provide outstanding flex, feel and work-ability. These are lightweight workhorse drywall knives which offer premium build quality, precision results and fast application rates. ""Big Back"" taping knives hold up to 25% more compound vs standard taping knives. Features ""Big Back"" blade holds up to 25% more mud compound. Premium blue steel blade with precision flex for a smoother finish. Wider, thicker and stronger blade in comparison with competitive models. Lightweight soft-grip handle ergonomically designed for all-day use. Alloy-Metal hammer end for setting drywall nails. All LEVEL5 hand tools feature large hang holes.","""Big Back"" blade holds up to 25% more mud compound. | Premium blue steel blade with precision flex for a smoother finish. | Wider, thicker and stronger blade in comparison with competitive models. | Lightweight soft-grip handle ergonomically designed for all-day use. | Alloy-Metal hammer end for setting drywall nails. | All LEVEL5 hand tools feature large hang holes."
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-BLUE-STEEL-BIG-BACK-TAPING-KNIFE-SOFT-GRIP-HANDLE","Level 5 Blue Steel Big Back Taping Knife - Soft Grip Handle","true","Size","Size: 8"" | 10"" | 12"" | 14"" | 16""","10""","2","5-182","5-182","10""","","","true","18.00","18.00","907","5-180, 5-182, 5-184, 5-186, 5-188, blue steel, CLEARANCE, level 5, level5, soft grip, taping knife","Use these LEVEL5 ""Big Back"" drywall taping knives for mudding over nail and screw indents, filling flats, patching holes, applying drywall corner bead or top coating seams for a professional finish. Featuring a LEVEL5 Soft-Grip Handle, this mud knife offers ergonomic handling, slip-resistance and all-day comfort. ""B...","Use these LEVEL5 ""Big Back"" drywall taping knives for mudding over nail and screw indents, filling flats, patching holes, applying drywall corner bead or top coating seams for a professional finish. Featuring a LEVEL5 Soft-Grip Handle, this mud knife offers ergonomic handling, slip-resistance and all-day comfort. ""Big Back"" taping knives hold up to 25% more compound vs standard taping knives. LEVEL5 Blue Steel Drywall Taping Knives provide outstanding flex, feel and work-ability. These are lightweight workhorse drywall knives which offer premium build quality, precision results and fast application rates. ""Big Back"" taping knives hold up to 25% more compound vs standard taping knives. Features ""Big Back"" blade holds up to 25% more mud compound. Premium blue steel blade with precision flex for a smoother finish. Wider, thicker and stronger blade in comparison with competitive models. Lightweight soft-grip handle ergonomically designed for all-day use. Alloy-Metal hammer end for setting drywall nails. All LEVEL5 hand tools feature large hang holes.","""Big Back"" blade holds up to 25% more mud compound. | Premium blue steel blade with precision flex for a smoother finish. | Wider, thicker and stronger blade in comparison with competitive models. | Lightweight soft-grip handle ergonomically designed for all-day use. | Alloy-Metal hammer end for setting drywall nails. | All LEVEL5 hand tools feature large hang holes."
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-BLUE-STEEL-BIG-BACK-TAPING-KNIFE-SOFT-GRIP-HANDLE","Level 5 Blue Steel Big Back Taping Knife - Soft Grip Handle","true","Size","Size: 8"" | 10"" | 12"" | 14"" | 16""","12""","3","5-184","5-184","12""","","","true","19.00","19.00","907","5-180, 5-182, 5-184, 5-186, 5-188, blue steel, CLEARANCE, level 5, level5, soft grip, taping knife","Use these LEVEL5 ""Big Back"" drywall taping knives for mudding over nail and screw indents, filling flats, patching holes, applying drywall corner bead or top coating seams for a professional finish. Featuring a LEVEL5 Soft-Grip Handle, this mud knife offers ergonomic handling, slip-resistance and all-day comfort. ""B...","Use these LEVEL5 ""Big Back"" drywall taping knives for mudding over nail and screw indents, filling flats, patching holes, applying drywall corner bead or top coating seams for a professional finish. Featuring a LEVEL5 Soft-Grip Handle, this mud knife offers ergonomic handling, slip-resistance and all-day comfort. ""Big Back"" taping knives hold up to 25% more compound vs standard taping knives. LEVEL5 Blue Steel Drywall Taping Knives provide outstanding flex, feel and work-ability. These are lightweight workhorse drywall knives which offer premium build quality, precision results and fast application rates. ""Big Back"" taping knives hold up to 25% more compound vs standard taping knives. Features ""Big Back"" blade holds up to 25% more mud compound. Premium blue steel blade with precision flex for a smoother finish. Wider, thicker and stronger blade in comparison with competitive models. Lightweight soft-grip handle ergonomically designed for all-day use. Alloy-Metal hammer end for setting drywall nails. All LEVEL5 hand tools feature large hang holes.","""Big Back"" blade holds up to 25% more mud compound. | Premium blue steel blade with precision flex for a smoother finish. | Wider, thicker and stronger blade in comparison with competitive models. | Lightweight soft-grip handle ergonomically designed for all-day use. | Alloy-Metal hammer end for setting drywall nails. | All LEVEL5 hand tools feature large hang holes."
