Catalog,SKU,Type,Name,Image,Filename,Reason,Action,LocalPath
products\Production\launch\wc-product-export-current.csv,8042TT,variation,"TapeTech Flat Box Handle - 42""",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8042tt_01.webp,tapetech_8042tt_01.webp,min_corner_mean=215.3;min_channel=208.7;corner_spread=39.7,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_8042tt_01.webp
products\Production\launch\wc-product-export-current.csv,8072TT,variation,"TapeTech Flat Box Handle - 72""",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8072tt_01.webp,tapetech_8072tt_01.webp,min_corner_mean=207.6;min_channel=200.4;corner_spread=47.4,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_8072tt_01.webp
products\Production\launch\wc-product-export-current.csv,85XLTT,variation,TapeTech Gooseneck - Extra Long,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_85xltt_01.webp,tapetech_85xltt_01.webp,min_corner_mean=180.0;min_channel=178.1;corner_spread=75.0,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_85xltt_01.webp
products\Production\launch\wc-product-export-current.csv,TT-STANDARD-FULL-SET,variable,TapeTech Standard Full Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttsfs_01.webp,tapetech_ttsfs_01.webp,min_corner_mean=183.1;min_channel=172.9;corner_spread=71.9,removed,products\Production\launch\launch_images\tapetech_ttsfs_01.webp
products\Production\launch\wc-product-export-current.csv,TT-STANDARD-FULL-SET,variable,TapeTech Standard Full Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttsfs2_01.webp,tapetech_ttsfs2_01.webp,min_corner_mean=183.1;min_channel=172.9;corner_spread=71.2,removed,products\Production\launch\launch_images\tapetech_ttsfs2_01.webp
products\Production\launch\wc-product-export-current.csv,TT-STANDARD-FULL-SET,variable,TapeTech Standard Full Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttsfs2_02.webp,tapetech_ttsfs2_02.webp,min_corner_mean=212.7;min_channel=212.0;corner_spread=42.3,removed,products\Production\launch\launch_images\tapetech_ttsfs2_02.webp
products\Production\launch\wc-product-export-current.csv,TT-STANDARD-FULL-SET,variable,TapeTech Standard Full Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_07tt_01.webp,tapetech_07tt_01.webp,min_corner_mean=227.9;min_channel=226.5;corner_spread=27.1,removed,products\Production\launch\launch_images\tapetech_07tt_01.webp
products\Production\launch\wc-product-export-current.csv,TT-STANDARD-FULL-SET,variable,TapeTech Standard Full Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8042tt_01.webp,tapetech_8042tt_01.webp,min_corner_mean=215.3;min_channel=208.7;corner_spread=39.7,removed,products\Production\launch\launch_images\tapetech_8042tt_01.webp
products\Production\launch\wc-product-export-current.csv,TT-STANDARD-FULL-SET,variable,TapeTech Standard Full Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_xhtt_01.webp,tapetech_xhtt_01.webp,min_corner_mean=149.4;min_channel=138.2;corner_spread=105.6,removed,products\Production\launch\launch_images\tapetech_xhtt_01.webp
products\Production\launch\wc-product-export-current.csv,TT-SUPPORT-HANDLE,variable,TapeTech Support Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhtt_01.webp,tapetech_fhtt_01.webp,min_corner_mean=150.1;min_channel=148.0;corner_spread=104.9,removed,products\Production\launch\launch_images\tapetech_fhtt_01.webp
products\Production\launch\wc-product-export-current.csv,TT-SUPPORT-HANDLE,variable,TapeTech Support Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhtt_03.webp,tapetech_fhtt_03.webp,min_corner_mean=149.1;min_channel=147.7;corner_spread=105.9,removed,products\Production\launch\launch_images\tapetech_fhtt_03.webp
products\Production\launch\wc-product-export-current.csv,TT-SUPPORT-HANDLE,variable,TapeTech Support Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhttcc_01.webp,tapetech_fhttcc_01.webp,min_corner_mean=110.7;min_channel=110.7;corner_spread=144.3,removed,products\Production\launch\launch_images\tapetech_fhttcc_01.webp
products\Production\launch\wc-product-export-current.csv,TT-SUPPORT-HANDLE,variable,TapeTech Support Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhttcc_02.webp,tapetech_fhttcc_02.webp,min_corner_mean=177.5;min_channel=177.1;corner_spread=77.5,removed,products\Production\launch\launch_images\tapetech_fhttcc_02.webp
products\Production\launch\wc-product-export-current.csv,TT-SUPPORT-HANDLE,variable,TapeTech Support Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhttcc_03.webp,tapetech_fhttcc_03.webp,min_corner_mean=124.4;min_channel=123.1;corner_spread=130.6,removed,products\Production\launch\launch_images\tapetech_fhttcc_03.webp
products\Production\launch\wc-product-export-current.csv,TT-SUPPORT-HANDLE,variable,TapeTech Support Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_xhtt_01.webp,tapetech_xhtt_01.webp,min_corner_mean=149.4;min_channel=138.2;corner_spread=105.6,removed,products\Production\launch\launch_images\tapetech_xhtt_01.webp
products\Production\launch\wc-product-export-current.csv,TT-SUPPORT-HANDLE,variable,TapeTech Support Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_xhtt_03.webp,tapetech_xhtt_03.webp,min_corner_mean=134.7;min_channel=132.9;corner_spread=120.3,removed,products\Production\launch\launch_images\tapetech_xhtt_03.webp
products\Production\launch\wc-product-export-current.csv,TT-WIZARD-COMPACT-FINISHING-BOX-HANDLE,variable,TapeTech Wizard® Compact Finishing Box Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8000ttpa_02.webp,tapetech_8000ttpa_02.webp,min_corner_mean=207.0;min_channel=206.9;corner_spread=48.0,removed,products\Production\launch\launch_images\tapetech_8000ttpa_02.webp
products\Production\launch\wc-product-export-current.csv,TT-ANGLE-BOX-XHTT,variable,TapeTech Angle Box with Extendable XHTT Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ca07xhtt_01.webp,tapetech_ca07xhtt_01.webp,min_corner_mean=149.9;min_channel=132.2;corner_spread=105.1,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ca07xhtt_01.webp
products\Production\launch\wc-product-export-current.csv,TT-ANGLE-BOX-XHTT,variable,TapeTech Angle Box with Extendable XHTT Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ca08ttxhtt_01.webp,tapetech_ca08ttxhtt_01.webp,min_corner_mean=149.7;min_channel=132.0;corner_spread=105.3,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ca08ttxhtt_01.webp
products\Production\launch\wc-product-export-current.csv,TTSFS,variation,TapeTech Standard Full Set - Standard,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttsfs_01.webp,tapetech_ttsfs_01.webp,min_corner_mean=183.1;min_channel=172.9;corner_spread=71.9,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ttsfs_01.webp
products\Production\launch\wc-product-export-current.csv,TTSFS-2,variation,TapeTech Standard Full Set - With 2 Pumps,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttsfs2_01.webp,tapetech_ttsfs2_01.webp,min_corner_mean=183.1;min_channel=172.9;corner_spread=71.2,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ttsfs2_01.webp
products\Production\launch\wc-product-export-current.csv,FHTT,variation,TapeTech Support Handle - Fiberglass,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhtt_01.webp,tapetech_fhtt_01.webp,min_corner_mean=150.1;min_channel=148.0;corner_spread=104.9,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_fhtt_01.webp
products\Production\launch\wc-product-export-current.csv,FHTT-CC,variation,TapeTech Support Handle - Closet Crusher Fiberglass,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhttcc_01.webp,tapetech_fhttcc_01.webp,min_corner_mean=110.7;min_channel=110.7;corner_spread=144.3,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_fhttcc_01.webp
products\Production\launch\wc-product-export-current.csv,XHTT,variation,TapeTech Support Handle - Extension,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_xhtt_01.webp,tapetech_xhtt_01.webp,min_corner_mean=149.4;min_channel=138.2;corner_spread=105.6,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_xhtt_01.webp
products\Production\launch\wc-product-export-current.csv,70171,simple,TapeTech 2 Pump Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_70171_01.webp,tapetech_70171_01.webp,min_corner_mean=232.7;min_channel=232.5;corner_spread=22.3,removed,products\Production\launch\launch_images\tapetech_70171_01.webp
products\Production\launch\wc-product-export-current.csv,NS02WX1HDL,simple,"TapeTech 2"" Nail Spotter with X1 Extension Handle",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ns02wx1hdl_01.webp,tapetech_ns02wx1hdl_01.webp,min_corner_mean=157.7;min_channel=156.9;corner_spread=97.3,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ns02wx1hdl_01.webp
products\Production\launch\wc-product-export-current.csv,CA07XHTT,variation,"TapeTech Angle Box with Extendable XHTT Handle - 7""",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ca07xhtt_01.webp,tapetech_ca07xhtt_01.webp,min_corner_mean=149.9;min_channel=132.2;corner_spread=105.1,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ca07xhtt_01.webp
products\Production\launch\wc-product-export-current.csv,CA08TTXHTT,variation,"TapeTech Angle Box with Extendable XHTT Handle - 8""",https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ca08ttxhtt_01.webp,tapetech_ca08ttxhtt_01.webp,min_corner_mean=149.7;min_channel=132.0;corner_spread=105.3,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_ca08ttxhtt_01.webp
products\Production\launch\wc-product-export-current.csv,ATX01TT,simple,TapeTech Automatic Taper Extension,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_atx01tt_01.webp,tapetech_atx01tt_01.webp,min_corner_mean=154.3;min_channel=153.2;corner_spread=100.7,removed,products\Production\launch\launch_images\tapetech_atx01tt_01.webp
products\Production\launch\wc-product-export-current.csv,ATX01TT,simple,TapeTech Automatic Taper Extension,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_atx01tt_02.webp,tapetech_atx01tt_02.webp,min_corner_mean=173.3;min_channel=166.2;corner_spread=81.7,removed,products\Production\launch\launch_images\tapetech_atx01tt_02.webp
products\Production\launch\wc-product-export-current.csv,TTBBS,simple,TapeTech Basic Box Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttbbs_01.webp,tapetech_ttbbs_01.webp,min_corner_mean=181.7;min_channel=177.5;corner_spread=73.3,removed,products\Production\launch\launch_images\tapetech_ttbbs_01.webp
products\Production\launch\wc-product-export-current.csv,TTBBS,simple,TapeTech Basic Box Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_88tte_01.webp,tapetech_88tte_01.webp,min_corner_mean=184.5;min_channel=179.1;corner_spread=70.5,removed,products\Production\launch\launch_images\tapetech_88tte_01.webp
products\Production\launch\wc-product-export-current.csv,TTBTS,simple,TapeTech Basic Taping Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_07tt_01.webp,tapetech_07tt_01.webp,min_corner_mean=227.9;min_channel=226.5;corner_spread=27.1,removed,products\Production\launch\launch_images\tapetech_07tt_01.webp
products\Production\launch\wc-product-export-current.csv,TTBTS,simple,TapeTech Basic Taping Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhtt_01.webp,tapetech_fhtt_01.webp,min_corner_mean=150.1;min_channel=148.0;corner_spread=104.9,removed,products\Production\launch\launch_images\tapetech_fhtt_01.webp
products\Production\launch\wc-product-export-current.csv,88TTE,simple,TapeTech Box XTender Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_88tte_01.webp,tapetech_88tte_01.webp,min_corner_mean=184.5;min_channel=179.1;corner_spread=70.5,removed,products\Production\launch\launch_images\tapetech_88tte_01.webp
products\Production\launch\wc-product-export-current.csv,TT-CORNER-ROLLER-WITH-HANDLE,variable,TapeTech Corner Roller with Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_15ttewhandle_01.webp,tapetech_15ttewhandle_01.webp,min_corner_mean=136.1;min_channel=134.7;corner_spread=118.9,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_15ttewhandle_01.webp
products\Production\launch\wc-product-export-current.csv,TT-CORNER-ROLLER-WITH-HANDLE,variable,TapeTech Corner Roller with Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_15ttexhtt_01.webp,tapetech_15ttexhtt_01.webp,min_corner_mean=147.4;min_channel=135.2;corner_spread=107.6,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_15ttexhtt_01.webp
products\Production\launch\wc-product-export-current.csv,TT-FHTT-WITH-ADAPTER,variable,TapeTech Fiberglass Handle with Adapter (FHTT),https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhttcfa_01.webp,tapetech_fhttcfa_01.webp,min_corner_mean=109.7;min_channel=108.1;corner_spread=145.3,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_fhttcfa_01.webp
products\Production\launch\wc-product-export-current.csv,TT-FHTT-WITH-ADAPTER,variable,TapeTech Fiberglass Handle with Adapter (FHTT),https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhttcaatt_01.webp,tapetech_fhttcaatt_01.webp,min_corner_mean=150.4;min_channel=148.1;corner_spread=104.6,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_fhttcaatt_01.webp
products\Production\launch\wc-product-export-current.csv,TT-FHTT-WITH-ADAPTER,variable,TapeTech Fiberglass Handle with Adapter (FHTT),https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhttnsa_01.webp,tapetech_fhttnsa_01.webp,min_corner_mean=136.0;min_channel=134.0;corner_spread=119.0,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_fhttnsa_01.webp
products\Production\launch\wc-product-export-current.csv,TT-MUDRUNNER,variable,TapeTech MudRunner® Compound Applicator,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_14tt_01.webp,tapetech_14tt_01.webp,min_corner_mean=220.1;min_channel=198.8;corner_spread=34.9,removed,products\Production\launch\launch_images\tapetech_14tt_01.webp
products\Production\launch\wc-product-export-current.csv,TT-MUDRUNNER,variable,TapeTech MudRunner® Compound Applicator,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_mr01tt_01.webp,tapetech_mr01tt_01.webp,min_corner_mean=151.3;min_channel=149.3;corner_spread=103.7,removed,products\Production\launch\launch_images\tapetech_mr01tt_01.webp
products\Production\launch\wc-product-export-current.csv,TT-MUDRUNNER,variable,TapeTech MudRunner® Compound Applicator,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_14tt_02.webp,tapetech_14tt_02.webp,min_corner_mean=199.9;min_channel=197.7;corner_spread=55.1,removed,products\Production\launch\launch_images\tapetech_14tt_02.webp
products\Production\launch\wc-product-export-current.csv,CTA01TT,simple,TapeTech Compound Tube Filler Adapter,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_cta01tt_04.webp,tapetech_cta01tt_04.webp,min_corner_mean=160.0;min_channel=106.2;corner_spread=95.0,removed,products\Production\launch\launch_images\tapetech_cta01tt_04.webp
products\Production\launch\wc-product-export-current.csv,TTCFS,simple,TapeTech Corner Finishing Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_xhtt_01.webp,tapetech_xhtt_01.webp,min_corner_mean=149.4;min_channel=138.2;corner_spread=105.6,removed,products\Production\launch\launch_images\tapetech_xhtt_01.webp
products\Production\launch\wc-product-export-current.csv,15TTEWHANDLE,variation,TapeTech Corner Roller with Handle - Standard Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_15ttewhandle_01.webp,tapetech_15ttewhandle_01.webp,min_corner_mean=136.1;min_channel=134.7;corner_spread=118.9,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_15ttewhandle_01.webp
products\Production\launch\wc-product-export-current.csv,15TTEXHTT,variation,TapeTech Corner Roller with Handle - Extendable XHTT Handle,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_15ttexhtt_01.webp,tapetech_15ttexhtt_01.webp,min_corner_mean=147.4;min_channel=135.2;corner_spread=107.6,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_15ttexhtt_01.webp
products\Production\launch\wc-product-export-current.csv,TTFINISH7/10,simple,TapeTech Drywall Finishing Set - 7 in. & 10 in. Boxes,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttfinish7_10_01.webp,tapetech_ttfinish7_10_01.webp,min_corner_mean=222.8;min_channel=222.1;corner_spread=32.2,removed,products\Production\launch\launch_images\tapetech_ttfinish7_10_01.webp
products\Production\launch\wc-product-export-current.csv,TTFINISH7/10,simple,TapeTech Drywall Finishing Set - 7 in. & 10 in. Boxes,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8042tt_01.webp,tapetech_8042tt_01.webp,min_corner_mean=215.3;min_channel=208.7;corner_spread=39.7,removed,products\Production\launch\launch_images\tapetech_8042tt_01.webp
products\Production\launch\wc-product-export-current.csv,MRX01TT,simple,TapeTech Extension,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_mrx01tt_01.webp,tapetech_mrx01tt_01.webp,min_corner_mean=190.1;min_channel=190.1;corner_spread=64.9,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_mrx01tt_01.webp
products\Production\launch\wc-product-export-current.csv,FHTTCAATT,variation,TapeTech Fiberglass Handle with Adapter (FHTT) - Angle Box,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhttcaatt_01.webp,tapetech_fhttcaatt_01.webp,min_corner_mean=150.4;min_channel=148.1;corner_spread=104.6,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_fhttcaatt_01.webp
products\Production\launch\wc-product-export-current.csv,FHTTCFA,variation,TapeTech Fiberglass Handle with Adapter (FHTT) - Angle Head,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhttcfa_01.webp,tapetech_fhttcfa_01.webp,min_corner_mean=109.7;min_channel=108.1;corner_spread=145.3,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_fhttcfa_01.webp
products\Production\launch\wc-product-export-current.csv,FHTTNSA,variation,TapeTech Fiberglass Handle with Adapter (FHTT) - Nail Spotter,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhttnsa_01.webp,tapetech_fhttnsa_01.webp,min_corner_mean=136.0;min_channel=134.0;corner_spread=119.0,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_fhttnsa_01.webp
products\Production\launch\wc-product-export-current.csv,TTFBC,simple,TapeTech Flat Box Combo,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttfbc_01.webp,tapetech_ttfbc_01.webp,min_corner_mean=220.8;min_channel=219.6;corner_spread=34.2,removed,products\Production\launch\launch_images\tapetech_ttfbc_01.webp
products\Production\launch\wc-product-export-current.csv,TTFBC,simple,TapeTech Flat Box Combo,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8042tt_01.webp,tapetech_8042tt_01.webp,min_corner_mean=215.3;min_channel=208.7;corner_spread=39.7,removed,products\Production\launch\launch_images\tapetech_8042tt_01.webp
products\Production\launch\wc-product-export-current.csv,TTFULL2SET,simple,TapeTech Full Set X2 Contractors Pack,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttfull2set_01.webp,tapetech_ttfull2set_01.webp,min_corner_mean=72.9;min_channel=72.9;corner_spread=182.1,removed,products\Production\launch\launch_images\tapetech_ttfull2set_01.webp
products\Production\launch\wc-product-export-current.csv,TTFULL2SET,simple,TapeTech Full Set X2 Contractors Pack,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_07tt_01.webp,tapetech_07tt_01.webp,min_corner_mean=227.9;min_channel=226.5;corner_spread=27.1,removed,products\Production\launch\launch_images\tapetech_07tt_01.webp
products\Production\launch\wc-product-export-current.csv,TTFULL2SET,simple,TapeTech Full Set X2 Contractors Pack,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8042tt_01.webp,tapetech_8042tt_01.webp,min_corner_mean=215.3;min_channel=208.7;corner_spread=39.7,removed,products\Production\launch\launch_images\tapetech_8042tt_01.webp
products\Production\launch\wc-product-export-current.csv,TTFULL2SET,simple,TapeTech Full Set X2 Contractors Pack,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhtt_01.webp,tapetech_fhtt_01.webp,min_corner_mean=150.1;min_channel=148.0;corner_spread=104.9,removed,products\Production\launch\launch_images\tapetech_fhtt_01.webp
products\Production\launch\wc-product-export-current.csv,GSR-TT,simple,TapeTech Gooseneck Riser,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_gsrtt_01.webp,tapetech_gsrtt_01.webp,min_corner_mean=197.2;min_channel=192.4;corner_spread=57.8,removed,products\Production\launch\launch_images\tapetech_gsrtt_01.webp
products\Production\launch\wc-product-export-current.csv,14TT,variation,TapeTech MudRunner® Compound Applicator - Standard,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_14tt_01.webp,tapetech_14tt_01.webp,min_corner_mean=220.1;min_channel=198.8;corner_spread=34.9,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_14tt_01.webp
products\Production\launch\wc-product-export-current.csv,MR01TT,variation,TapeTech MudRunner® Compound Applicator - Pro,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_mr01tt_01.webp,tapetech_mr01tt_01.webp,min_corner_mean=151.3;min_channel=149.3;corner_spread=103.7,kept_no_white_replacement,products\Production\launch\launch_images\tapetech_mr01tt_01.webp
products\Production\launch\wc-product-export-current.csv,TTPFB,simple,TapeTech Paper Faced Bead Pro Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_xhtt_01.webp,tapetech_xhtt_01.webp,min_corner_mean=149.4;min_channel=138.2;corner_spread=105.6,removed,products\Production\launch\launch_images\tapetech_xhtt_01.webp
products\Production\launch\wc-product-export-current.csv,TTPPS-EF,simple,TapeTech Pro Performance Easy Finish Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttppsef_01.webp,tapetech_ttppsef_01.webp,min_corner_mean=182.6;min_channel=172.2;corner_spread=68.2,removed,products\Production\launch\launch_images\tapetech_ttppsef_01.webp
products\Production\launch\wc-product-export-current.csv,TTPPS-EF,simple,TapeTech Pro Performance Easy Finish Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_07tt_01.webp,tapetech_07tt_01.webp,min_corner_mean=227.9;min_channel=226.5;corner_spread=27.1,removed,products\Production\launch\launch_images\tapetech_07tt_01.webp
products\Production\launch\wc-product-export-current.csv,TTPPS-EF,simple,TapeTech Pro Performance Easy Finish Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_xhtt_01.webp,tapetech_xhtt_01.webp,min_corner_mean=149.4;min_channel=138.2;corner_spread=105.6,removed,products\Production\launch\launch_images\tapetech_xhtt_01.webp
products\Production\launch\wc-product-export-current.csv,TTPPS-EF,simple,TapeTech Pro Performance Easy Finish Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_88tte_01.webp,tapetech_88tte_01.webp,min_corner_mean=184.5;min_channel=179.1;corner_spread=70.5,removed,products\Production\launch\launch_images\tapetech_88tte_01.webp
products\Production\launch\wc-product-export-current.csv,TTPPS,simple,TapeTech Pro Performance Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttpps_01.webp,tapetech_ttpps_01.webp,min_corner_mean=182.6;min_channel=172.2;corner_spread=71.6,removed,products\Production\launch\launch_images\tapetech_ttpps_01.webp
products\Production\launch\wc-product-export-current.csv,TTPPS,simple,TapeTech Pro Performance Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_07tt_01.webp,tapetech_07tt_01.webp,min_corner_mean=227.9;min_channel=226.5;corner_spread=27.1,removed,products\Production\launch\launch_images\tapetech_07tt_01.webp
products\Production\launch\wc-product-export-current.csv,TTPPS,simple,TapeTech Pro Performance Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_xhtt_01.webp,tapetech_xhtt_01.webp,min_corner_mean=149.4;min_channel=138.2;corner_spread=105.6,removed,products\Production\launch\launch_images\tapetech_xhtt_01.webp
products\Production\launch\wc-product-export-current.csv,TTPPS,simple,TapeTech Pro Performance Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_88tte_01.webp,tapetech_88tte_01.webp,min_corner_mean=184.5;min_channel=179.1;corner_spread=70.5,removed,products\Production\launch\launch_images\tapetech_88tte_01.webp
products\Production\launch\wc-product-export-current.csv,TTPSS,simple,TapeTech Professional Starter Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttpss_01.webp,tapetech_ttpss_01.webp,min_corner_mean=183.1;min_channel=172.9;corner_spread=71.9,removed,products\Production\launch\launch_images\tapetech_ttpss_01.webp
products\Production\launch\wc-product-export-current.csv,TTPSS,simple,TapeTech Professional Starter Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_07tt_01.webp,tapetech_07tt_01.webp,min_corner_mean=227.9;min_channel=226.5;corner_spread=27.1,removed,products\Production\launch\launch_images\tapetech_07tt_01.webp
products\Production\launch\wc-product-export-current.csv,TTPSS,simple,TapeTech Professional Starter Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_xhtt_01.webp,tapetech_xhtt_01.webp,min_corner_mean=149.4;min_channel=138.2;corner_spread=105.6,removed,products\Production\launch\launch_images\tapetech_xhtt_01.webp
products\Production\launch\wc-product-export-current.csv,TTFFS,simple,TapeTech Value Drywall Finishing Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_fhtt_01.webp,tapetech_fhtt_01.webp,min_corner_mean=150.1;min_channel=148.0;corner_spread=104.9,removed,products\Production\launch\launch_images\tapetech_fhtt_01.webp
products\Production\launch\wc-product-export-current.csv,TTFFS,simple,TapeTech Value Drywall Finishing Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8042tt_01.webp,tapetech_8042tt_01.webp,min_corner_mean=215.3;min_channel=208.7;corner_spread=39.7,removed,products\Production\launch\launch_images\tapetech_8042tt_01.webp
products\Production\launch\wc-product-export-current.csv,TTFTFS,simple,TapeTech Value Full Drywall Taping & Finishing Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_ttftfs_01.webp,tapetech_ttftfs_01.webp,min_corner_mean=183.0;min_channel=172.7;corner_spread=72.0,removed,products\Production\launch\launch_images\tapetech_ttftfs_01.webp
products\Production\launch\wc-product-export-current.csv,TTFTFS,simple,TapeTech Value Full Drywall Taping & Finishing Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_07tt_01.webp,tapetech_07tt_01.webp,min_corner_mean=227.9;min_channel=226.5;corner_spread=27.1,removed,products\Production\launch\launch_images\tapetech_07tt_01.webp
products\Production\launch\wc-product-export-current.csv,TTFTFS,simple,TapeTech Value Full Drywall Taping & Finishing Set,https://drywalltoolbox.com/wp-content/uploads/2026/media/tapetech_8042tt_01.webp,tapetech_8042tt_01.webp,min_corner_mean=215.3;min_channel=208.7;corner_spread=39.7,removed,products\Production\launch\launch_images\tapetech_8042tt_01.webp
