category_name,subcategory_or_tool,tool_title,tool_url,gallery_index,source_url,saved_path,file_size,sha256,content_type,assigned_sku,assigned_name,assignment_reason,normalized_path
Automatic Tapers,Sawed Off Taper,Sawed Off Taper,https://www.columbiatools.com/columbia-tools/automatic-tapers/sawed-off-taper/,6,https://www.columbiatools.com/wp-content/plugins/product-video-for-woocommerce//images/video_icon.png,automatic-tapers/sawed-off-taper/sawed-off-taper_06.png,11271,bc4cc4ebfdfd10839a8c82c000a91d87bc61e8d9c8894cc54d30056c450de43c,image/png,STAPER,"Columbia Sawed Off Taper 39"" (STAPER)",first_candidate_fallback,tool-sets/the-tactical-set/columbia-sawed-off-taper-39-inch-STAPER-11.webp
Smoothing Blades,Tomahawk Smoothing Blades,Tomahawk Smoothing Blades,https://www.columbiatools.com/columbia-tools/tomahawk-smoothing-blades/tomahawk-smoothing-blades/,1,https://www.columbiatools.com/wp-content/uploads/2022/03/tomahawkmatrix.jpg,tomahawk-smoothing-blades/tomahawk-smoothing-blades/tomahawk-smoothing-blades_01.jpg,125748,1e65aa9eea673b77eabd477f2af7f94663f5fbfe33005c4fd305e166538a46dd,image/jpeg,TSB7,"Columbia Tomahawk Smoothing Blades 7"" (TSB7)",first_candidate_fallback,tomahawk-smoothing-blades/tomahawk-smoothing-blades/columbia-tomahawk-smoothing-blades-7-inch-TSB7-06.webp
Smoothing Blades,Tomahawk Smoothing Blades,Tomahawk Smoothing Blades,https://www.columbiatools.com/columbia-tools/tomahawk-smoothing-blades/tomahawk-smoothing-blades/,2,https://www.columbiatools.com/wp-content/uploads/2022/03/smoothingbladesfamsmall.jpg,tomahawk-smoothing-blades/tomahawk-smoothing-blades/tomahawk-smoothing-blades_02.jpg,159301,8f8a29ba0f3db67e325e9071265744564fb0aa4169dff1adcdd29feccfd6b50f,image/jpeg,TSB7,"Columbia Tomahawk Smoothing Blades 7"" (TSB7)",family_extra_attached_to_first_assigned_sku,tomahawk-smoothing-blades/tomahawk-smoothing-blades/columbia-tomahawk-smoothing-blades-7-inch-TSB7-07.webp
Smoothing Blades,Tomahawk Smoothing Blades,Tomahawk Smoothing Blades,https://www.columbiatools.com/columbia-tools/tomahawk-smoothing-blades/tomahawk-smoothing-blades/,3,https://www.columbiatools.com/wp-content/uploads/2022/03/TomahawkTomalock.jpg,tomahawk-smoothing-blades/tomahawk-smoothing-blades/tomahawk-smoothing-blades_03.jpg,125827,f26948372cbf01a9950b8abcf4bc31bdeec8fa7dab2cfe21c5c7b1c9ae08ecbe,image/jpeg,TSB7,"Columbia Tomahawk Smoothing Blades 7"" (TSB7)",family_extra_attached_to_first_assigned_sku,tomahawk-smoothing-blades/tomahawk-smoothing-blades/columbia-tomahawk-smoothing-blades-7-inch-TSB7-08.webp
Smoothing Blades,Tomahawk Smoothing Blades,Tomahawk Smoothing Blades,https://www.columbiatools.com/columbia-tools/tomahawk-smoothing-blades/tomahawk-smoothing-blades/,4,https://www.columbiatools.com/wp-content/uploads/2022/03/clthasmall.jpg,tomahawk-smoothing-blades/tomahawk-smoothing-blades/tomahawk-smoothing-blades_04.jpg,150705,d931d760c5a1111399d9ad35e7afde35f0219ad114fec611e1ce2182aa67bea7,image/jpeg,TSB7,"Columbia Tomahawk Smoothing Blades 7"" (TSB7)",family_extra_attached_to_first_assigned_sku,tomahawk-smoothing-blades/tomahawk-smoothing-blades/columbia-tomahawk-smoothing-blades-7-inch-TSB7-09.webp
Smoothing Blades,Tomahawk Smoothing Blades,Tomahawk Smoothing Blades,https://www.columbiatools.com/columbia-tools/tomahawk-smoothing-blades/tomahawk-smoothing-blades/,5,https://www.columbiatools.com/wp-content/uploads/2022/03/5yearwarrantysmall.jpg,tomahawk-smoothing-blades/tomahawk-smoothing-blades/tomahawk-smoothing-blades_05.jpg,111453,c373c43876b14e9fa761e291605f7a2c6db4f10bb9ef31a817d62c0118f6de91,image/jpeg,TSB7,"Columbia Tomahawk Smoothing Blades 7"" (TSB7)",family_extra_attached_to_first_assigned_sku,tomahawk-smoothing-blades/tomahawk-smoothing-blades/columbia-tomahawk-smoothing-blades-7-inch-TSB7-10.webp
Smoothing Blades,Sabre Smoothing Blades,Sabre Smoothing Blades,https://www.columbiatools.com/columbia-tools/smoothing-blades/sabre-smoothing-blades/,1,https://www.columbiatools.com/wp-content/uploads/2024/11/Untitled-3-1-1.png,smoothing-blades/sabre-smoothing-blades/sabre-smoothing-blades_01.png,4540665,63f7eccaeaa575f5b31048fe0fecc8183940c7cabb157fdcaa4245ea8bd6556b,image/png,SSB,Columbia Sabre Smoothing Blades,single_candidate,smoothing-blades/sabre-smoothing-blades/columbia-sabre-smoothing-blades-SSB-01.webp
Smoothing Blades,Sabre Smoothing Blades,Sabre Smoothing Blades,https://www.columbiatools.com/columbia-tools/smoothing-blades/sabre-smoothing-blades/,2,https://www.columbiatools.com/wp-content/uploads/2024/11/Untitled-51-1.png,smoothing-blades/sabre-smoothing-blades/sabre-smoothing-blades_02.png,6977649,e0f091b9ddfaf168f6325d9403bea7adc646acdcaefec5891775fab7ddee6b4b,image/png,SSB,Columbia Sabre Smoothing Blades,single_candidate,smoothing-blades/sabre-smoothing-blades/columbia-sabre-smoothing-blades-SSB-02.webp
Smoothing Blades,Sabre Smoothing Blades,Sabre Smoothing Blades,https://www.columbiatools.com/columbia-tools/smoothing-blades/sabre-smoothing-blades/,3,https://www.columbiatools.com/wp-content/uploads/2024/11/SABERCLAW.png,smoothing-blades/sabre-smoothing-blades/sabre-smoothing-blades_03.png,9696975,51d9a9a47b8272b247f8cb7d4cd0505265109e0379a733118c52090dc0b37776,image/png,SSB,Columbia Sabre Smoothing Blades,single_candidate,smoothing-blades/sabre-smoothing-blades/columbia-sabre-smoothing-blades-SSB-03.webp
