brand,category,subcategory,product_id,product_name,part_number,part_name,quantity,schematic_image,schematic_data_path
Platinum,Pumps,CompoundPump,platinum-compound-pump,Compound Pump,39,Pump Handle,1,platinum_compound_pump-page-001.webp,frontend/public/brands/Platinum/Schematics/Pumps/CompoundPump/schematic_data.json
Platinum,Pumps,CompoundPump,platinum-compound-pump,Compound Pump,40,Pump Handle Tube,1,platinum_compound_pump-page-001.webp,frontend/public/brands/Platinum/Schematics/Pumps/CompoundPump/schematic_data.json
Platinum,Pumps,CompoundPump,platinum-compound-pump,Compound Pump,35,Pump Handle Bracket,1,platinum_compound_pump-page-001.webp,frontend/public/brands/Platinum/Schematics/Pumps/CompoundPump/schematic_data.json
Platinum,Pumps,CompoundPump,platinum-compound-pump,Compound Pump,42,Pump Handle Nut,1,platinum_compound_pump-page-001.webp,frontend/public/brands/Platinum/Schematics/Pumps/CompoundPump/schematic_data.json
Platinum,Pumps,CompoundPump,platinum-compound-pump,Compound Pump,7,Release Pin with key ring,1,platinum_compound_pump-page-001.webp,frontend/public/brands/Platinum/Schematics/Pumps/CompoundPump/schematic_data.json
Platinum,Pumps,CompoundPump,platinum-compound-pump,Compound Pump,27,Brass Nut,1,platinum_compound_pump-page-001.webp,frontend/public/brands/Platinum/Schematics/Pumps/CompoundPump/schematic_data.json
Platinum,Pumps,CompoundPump,platinum-compound-pump,Compound Pump,26,U-Cup,1,platinum_compound_pump-page-001.webp,frontend/public/brands/Platinum/Schematics/Pumps/CompoundPump/schematic_data.json
Platinum,Pumps,CompoundPump,platinum-compound-pump,Compound Pump,24,Plastic Nut Bearing,2,platinum_compound_pump-page-001.webp,frontend/public/brands/Platinum/Schematics/Pumps/CompoundPump/schematic_data.json
Platinum,Pumps,CompoundPump,platinum-compound-pump,Compound Pump,44,Piston Rod,1,platinum_compound_pump-page-001.webp,frontend/public/brands/Platinum/Schematics/Pumps/CompoundPump/schematic_data.json
Platinum,Pumps,CompoundPump,platinum-compound-pump,Compound Pump,28,Bolt,1,platinum_compound_pump-page-001.webp,frontend/public/brands/Platinum/Schematics/Pumps/CompoundPump/schematic_data.json
Platinum,Pumps,CompoundPump,platinum-compound-pump,Compound Pump,6,Black Plastic Washer (Link),2,platinum_compound_pump-page-001.webp,frontend/public/brands/Platinum/Schematics/Pumps/CompoundPump/schematic_data.json
Platinum,Pumps,CompoundPump,platinum-compound-pump,Compound Pump,33,Pump Link,1,platinum_compound_pump-page-001.webp,frontend/public/brands/Platinum/Schematics/Pumps/CompoundPump/schematic_data.json
Platinum,Pumps,CompoundPump,platinum-compound-pump,Compound Pump,34,Hex head screw,1,platinum_compound_pump-page-001.webp,frontend/public/brands/Platinum/Schematics/Pumps/CompoundPump/schematic_data.json
Platinum,Pumps,CompoundPump,platinum-compound-pump,Compound Pump,5,Metal Link Washer,1,platinum_compound_pump-page-001.webp,frontend/public/brands/Platinum/Schematics/Pumps/CompoundPump/schematic_data.json
Platinum,Pumps,CompoundPump,platinum-compound-pump,Compound Pump,57,Metal Washer,1,platinum_compound_pump-page-001.webp,frontend/public/brands/Platinum/Schematics/Pumps/CompoundPump/schematic_data.json
