group_id,canonical_file,file_name,duplicate_type,file_size,width,height,rmse_to_canonical,p999_to_canonical,already_hardlinked
group-0264,tapetech-680030-01.webp,tapetech-680030-02.webp,duplicate,5866,500,500,0.605588,6,no
group-0265,tapetech-681015-01.webp,tapetech-681015-01.webp,canonical,27234,1200,1199,0.0,0,no
group-0265,tapetech-681015-01.webp,tapetech-681015-02.webp,duplicate,27250,1200,1199,0.624601,7,no
group-0266,tapetech-7-200009-01.webp,tapetech-7-200009-01.webp,canonical,5062,500,500,0.0,0,no
group-0266,tapetech-7-200009-01.webp,tapetech-7-200009-02.webp,duplicate,5074,500,500,0.630774,7,no
group-0267,tapetech-7-200040-01.webp,tapetech-7-200040-01.webp,canonical,3310,500,500,0.0,0,no
group-0267,tapetech-7-200040-01.webp,tapetech-7-200040-02.webp,duplicate,3282,500,500,0.497913,7,no
group-0268,tapetech-7-3125-350034-01.webp,tapetech-7-3125-350034-01.webp,canonical,6820,500,500,0.0,0,no
group-0268,tapetech-7-3125-350034-01.webp,tapetech-7-3125-350034-02.webp,duplicate,6854,500,500,0.706469,7,no
group-0269,tapetech-700002F-01.webp,tapetech-700002F-01.webp,canonical,5462,500,500,0.0,0,no
group-0269,tapetech-700002F-01.webp,tapetech-700002F-02.webp,duplicate,5436,500,500,0.637899,7,no
group-0270,tapetech-700005-01.webp,tapetech-700005-01.webp,canonical,11418,500,500,0.0,0,no
group-0270,tapetech-700005-01.webp,tapetech-700005-02.webp,duplicate,11408,500,500,0.888377,8,no
group-0271,tapetech-700010F-01.webp,tapetech-700010F-01.webp,canonical,34206,1200,1200,0.0,0,no
group-0271,tapetech-700010F-01.webp,tapetech-700010F-02.webp,duplicate,34040,1200,1200,0.709881,6,no
group-0272,tapetech-700036-01.webp,tapetech-700036-01.webp,canonical,9508,500,500,0.0,0,no
group-0272,tapetech-700036-01.webp,tapetech-700036-02.webp,duplicate,9500,500,500,0.800959,7,no
group-0273,tapetech-709017-01.webp,tapetech-709017-01.webp,canonical,7456,500,500,0.0,0,no
group-0273,tapetech-709017-01.webp,tapetech-709017-02.webp,duplicate,7498,500,500,0.771246,7,no
group-0274,tapetech-709034-01.webp,tapetech-709034-01.webp,canonical,10778,500,500,0.0,0,no
group-0274,tapetech-709034-01.webp,tapetech-709034-02.webp,duplicate,10732,500,500,0.928917,8,no
group-0275,tapetech-709043-01.webp,tapetech-709043-01.webp,canonical,9862,500,500,0.0,0,no
group-0275,tapetech-709043-01.webp,tapetech-709043-02.webp,duplicate,9844,500,500,0.988551,8,no
group-0276,tapetech-709050-01.webp,tapetech-709050-01.webp,canonical,7914,500,500,0.0,0,no
group-0276,tapetech-709050-01.webp,tapetech-709050-02.webp,duplicate,7902,500,500,0.728109,7,no
group-0277,tapetech-709056-01.webp,tapetech-709056-01.webp,canonical,8340,500,500,0.0,0,no
group-0277,tapetech-709056-01.webp,tapetech-709056-02.webp,duplicate,8314,500,500,0.776153,7,no
group-0278,tapetech-722003G-01.webp,tapetech-722003G-01.webp,canonical,28790,1200,1200,0.0,0,no
group-0278,tapetech-722003G-01.webp,tapetech-722003G-02.webp,duplicate,28930,1200,1200,0.754792,7,no
group-0279,tapetech-724061F-01.webp,tapetech-724061F-01.webp,canonical,7030,500,500,0.0,0,no
group-0279,tapetech-724061F-01.webp,tapetech-724061F-02.webp,duplicate,7022,500,500,0.769644,8,no
group-0280,tapetech-724065-01.webp,tapetech-724065-01.webp,canonical,8258,500,500,0.0,0,no
group-0280,tapetech-724065-01.webp,tapetech-724065-02.webp,duplicate,8196,500,500,0.764558,7,no
group-0281,tapetech-726018-01.webp,tapetech-726018-01.webp,canonical,32824,1200,1200,0.0,0,no
group-0281,tapetech-726018-01.webp,tapetech-726018-02.webp,duplicate,32528,1200,1200,0.60103,6,no
group-0282,tapetech-729060-01.webp,tapetech-729060-01.webp,canonical,37138,1200,1200,0.0,0,no
group-0282,tapetech-729060-01.webp,tapetech-729060-02.webp,duplicate,36454,1200,1200,0.645388,7,no
group-0283,tapetech-729064-01.webp,tapetech-729064-01.webp,canonical,8312,500,500,0.0,0,no
group-0283,tapetech-729064-01.webp,tapetech-729064-02.webp,duplicate,8418,500,500,0.819104,7,no
group-0284,tapetech-729071-01.webp,tapetech-729071-01.webp,canonical,30760,1200,1200,0.0,0,no
group-0284,tapetech-729071-01.webp,tapetech-729071-02.webp,duplicate,30604,1200,1200,0.721026,6,no
group-0285,tapetech-729072-01.webp,tapetech-729072-01.webp,canonical,25810,1200,1200,0.0,0,no
group-0285,tapetech-729072-01.webp,tapetech-729072-02.webp,duplicate,25662,1200,1200,0.68053,6,no
group-0286,tapetech-749410-01.webp,tapetech-749410-01.webp,canonical,11744,1200,1200,0.0,0,no
group-0286,tapetech-749410-01.webp,tapetech-749410-02.webp,duplicate,11742,1200,1200,0.364632,5,no
group-0287,tapetech-749414-01.webp,tapetech-749414-01.webp,canonical,22586,1200,1200,0.0,0,no
group-0287,tapetech-749414-01.webp,tapetech-749414-02.webp,duplicate,22608,1200,1200,0.622554,6,no
group-0288,tapetech-7CA-08-01.webp,tapetech-7CA-08-01.webp,canonical,8238,500,500,0.0,0,no
group-0288,tapetech-7CA-08-01.webp,tapetech-7CA-08-02.webp,duplicate,8240,500,500,0.808717,7,no
group-0289,tapetech-800027-01.webp,tapetech-800027-01.webp,canonical,4548,500,500,0.0,0,no
group-0289,tapetech-800027-01.webp,tapetech-800027-02.webp,duplicate,4524,500,500,0.591264,7,no
group-0290,tapetech-802016-01.webp,tapetech-802016-01.webp,canonical,36498,1200,1200,0.0,0,no
group-0290,tapetech-802016-01.webp,tapetech-802016-02.webp,duplicate,36496,1200,1200,0.797985,7,no
group-0291,tapetech-809006-01.webp,tapetech-809006-01.webp,canonical,8942,500,500,0.0,0,no
group-0291,tapetech-809006-01.webp,tapetech-809006-02.webp,duplicate,8970,500,500,0.960041,8,no
group-0292,tapetech-809011-01.webp,tapetech-809011-01.webp,canonical,10872,500,500,0.0,0,no
group-0292,tapetech-809011-01.webp,tapetech-809011-02.webp,duplicate,10912,500,500,0.906083,8,no
group-0293,tapetech-809012-01.webp,tapetech-809012-01.webp,canonical,8432,500,500,0.0,0,no
group-0293,tapetech-809012-01.webp,tapetech-809012-02.webp,duplicate,8518,500,500,0.848115,7,no
group-0294,tapetech-809017-01.webp,tapetech-809017-01.webp,canonical,6002,500,500,0.0,0,no
group-0294,tapetech-809017-01.webp,tapetech-809017-02.webp,duplicate,5998,500,500,0.705688,7,no
group-0295,tapetech-809024-01.webp,tapetech-809024-01.webp,canonical,7106,500,500,0.0,0,no
group-0295,tapetech-809024-01.webp,tapetech-809024-02.webp,duplicate,7228,500,500,0.768142,7,no
group-0296,tapetech-809025-01.webp,tapetech-809025-01.webp,canonical,6600,500,500,0.0,0,no
group-0296,tapetech-809025-01.webp,tapetech-809025-02.webp,duplicate,6644,500,500,0.759641,7,no
group-0297,tapetech-810029-01.webp,tapetech-810029-01.webp,canonical,23392,1200,1200,0.0,0,no
group-0297,tapetech-810029-01.webp,tapetech-810029-02.webp,duplicate,23542,1200,1200,0.532573,6,no
group-0298,tapetech-861014-01.webp,tapetech-861014-01.webp,canonical,5504,500,500,0.0,0,no
group-0298,tapetech-861014-01.webp,tapetech-861014-02.webp,duplicate,5400,500,500,0.62134,6,no
group-0299,tapetech-880006F-01.webp,tapetech-880006F-01.webp,canonical,7578,500,500,0.0,0,no
group-0299,tapetech-880006F-01.webp,tapetech-880006F-02.webp,duplicate,7658,500,500,0.773339,7,no
group-0300,tapetech-880038-01.webp,tapetech-880038-01.webp,canonical,24030,1200,1200,0.0,0,no
group-0300,tapetech-880038-01.webp,tapetech-880038-02.webp,duplicate,23580,1200,1200,0.608777,6,no
group-0301,tapetech-880042-01.webp,tapetech-880042-01.webp,canonical,26246,1200,1200,0.0,0,no
group-0301,tapetech-880042-01.webp,tapetech-880042-02.webp,duplicate,25974,1200,1200,0.492072,6,no
group-0302,tapetech-880053-01.webp,tapetech-880053-01.webp,canonical,35648,1200,1200,0.0,0,no
group-0302,tapetech-880053-01.webp,tapetech-880053-02.webp,duplicate,36180,1200,1200,0.66971,7,no
group-0303,tapetech-882001G-01.webp,tapetech-882001G-01.webp,canonical,9280,1200,1200,0.0,0,no
group-0303,tapetech-882001G-01.webp,tapetech-882001G-02.webp,duplicate,9442,1200,1200,0.454642,6,no
group-0304,tapetech-882002-01.webp,tapetech-882002-01.webp,canonical,14818,1200,1200,0.0,0,no
group-0304,tapetech-882002-01.webp,tapetech-882002-02.webp,duplicate,14868,1200,1200,0.520509,7,no
group-0305,tapetech-882012-01.webp,tapetech-882012-01.webp,canonical,7428,1129,1129,0.0,0,no
group-0305,tapetech-882012-01.webp,tapetech-882012-02.webp,duplicate,7438,1129,1129,0.323824,5,no
group-0306,tapetech-882013-01.webp,tapetech-882013-01.webp,canonical,11148,1200,1200,0.0,0,no
group-0306,tapetech-882013-01.webp,tapetech-882013-02.webp,duplicate,11204,1200,1200,0.306829,4,no
group-0307,tapetech-882014-01.webp,tapetech-882014-01.webp,canonical,38252,1200,1200,0.0,0,no
group-0307,tapetech-882014-01.webp,tapetech-882014-02.webp,duplicate,38382,1200,1200,0.699635,7,no
group-0308,tapetech-882016-01.webp,tapetech-882016-01.webp,canonical,16358,1200,1201,0.0,0,no
group-0308,tapetech-882016-01.webp,tapetech-882016-02.webp,duplicate,16582,1200,1201,0.417817,5,no
group-0309,tapetech-889009-01.webp,tapetech-889009-01.webp,canonical,6064,500,500,0.0,0,no
group-0309,tapetech-889009-01.webp,tapetech-889009-02.webp,duplicate,6112,500,500,0.708227,7,no
group-0310,tapetech-889015-01.webp,tapetech-889015-01.webp,canonical,13574,1200,1200,0.0,0,no
group-0310,tapetech-889015-01.webp,tapetech-889015-02.webp,duplicate,13656,1200,1200,0.416742,6,no
group-0311,tapetech-889017-01.webp,tapetech-889017-01.webp,canonical,25202,1200,1200,0.0,0,no
group-0311,tapetech-889017-01.webp,tapetech-889017-02.webp,duplicate,25234,1200,1200,0.62696,7,no
group-0312,tapetech-889025-01.webp,tapetech-889025-01.webp,canonical,5122,500,500,0.0,0,no
group-0312,tapetech-889025-01.webp,tapetech-889025-02.webp,duplicate,5158,500,500,0.64538,7,no
group-0313,tapetech-889027-01.webp,tapetech-889027-01.webp,canonical,10792,500,500,0.0,0,no
group-0313,tapetech-889027-01.webp,tapetech-889027-02.webp,duplicate,10778,500,500,0.9126,7,no
group-0314,tapetech-889030-01.webp,tapetech-889030-01.webp,canonical,4000,500,500,0.0,0,no
group-0314,tapetech-889030-01.webp,tapetech-889030-02.webp,duplicate,3986,500,500,0.529794,6,no
group-0315,tapetech-889034-01.webp,tapetech-889034-01.webp,canonical,6204,500,500,0.0,0,no
group-0315,tapetech-889034-01.webp,tapetech-889034-02.webp,duplicate,6220,500,500,0.712699,7,no
group-0316,tapetech-889035-01.webp,tapetech-889035-01.webp,canonical,6606,500,500,0.0,0,no
group-0316,tapetech-889035-01.webp,tapetech-889035-02.webp,duplicate,6598,500,500,0.733374,7,no
group-0317,tapetech-889052-01.webp,tapetech-889052-01.webp,canonical,22314,1200,1200,0.0,0,no
group-0317,tapetech-889052-01.webp,tapetech-889052-02.webp,duplicate,22324,1200,1200,0.492345,6,no
group-0318,tapetech-889055-01.webp,tapetech-889055-01.webp,canonical,14026,1200,1200,0.0,0,no
group-0318,tapetech-889055-01.webp,tapetech-889055-02.webp,duplicate,14020,1200,1200,0.363918,4,no
group-0319,tapetech-BHE-SW-002.webp,tapetech-BHE-SW-002.webp,canonical,14724,1200,1200,0.0,0,no
group-0319,tapetech-BHE-SW-002.webp,tapetech-BHE-SW-03.webp,duplicate,19818,1200,1200,0.544994,7,no
group-0320,tapetech-CF40TT-01.webp,tapetech-CF40TT-01.webp,canonical,24058,1200,1200,0.0,0,no
group-0320,tapetech-CF40TT-01.webp,tapetech-CF40COMBO-02.webp,duplicate,24080,1200,1200,0.777386,8,no
group-0321,tapetech-EBEVI04-01.webp,tapetech-EBEVI04-01.webp,canonical,6838,1200,1200,0.0,0,no
group-0321,tapetech-EBEVI04-01.webp,tapetech-EBEVI06-01.webp,duplicate,6682,1200,1200,0.336511,5,no
group-0322,tapetech-T-140-01.webp,tapetech-T-140-01.webp,canonical,5976,500,500,0.0,0,no
group-0322,tapetech-T-140-01.webp,tapetech-T-140-02.webp,duplicate,5994,500,500,0.704879,6,no
group-0323,tapetech-TG16053-PS-02.webp,tapetech-TG16053-PS-02.webp,canonical,36796,1200,1200,0.0,0,no
group-0323,tapetech-TG16053-PS-02.webp,tapetech-TG16053PS-005.webp,duplicate,25776,1200,1200,0.893459,8,no
group-0324,tapetech-TG16054-PS-02.webp,tapetech-TG16054-PS-02.webp,canonical,38760,1200,1200,0.0,0,no
group-0324,tapetech-TG16054-PS-02.webp,tapetech-TG16054PS-005.webp,duplicate,26904,1200,1200,0.949214,8,no
