group_id,canonical_file,file_name,duplicate_type,file_size,width,height,rmse_to_canonical,p999_to_canonical,already_hardlinked
group-0130,tapetech-260096-01.webp,tapetech-260096-01.webp,canonical,14508,1200,1200,0.0,0,no
group-0130,tapetech-260096-01.webp,tapetech-260096-02.webp,duplicate,14452,1200,1200,0.406854,6,no
group-0131,tapetech-280032G-01.webp,tapetech-280032G-01.webp,canonical,36910,1200,1200,0.0,0,no
group-0131,tapetech-280032G-01.webp,tapetech-280032G-02.webp,duplicate,36526,1200,1200,0.78087,8,no
group-0132,tapetech-3-409010-01.webp,tapetech-3-409010-01.webp,canonical,15314,900,900,0.0,0,no
group-0132,tapetech-3-409010-01.webp,tapetech-3-409010-02.webp,duplicate,15310,900,900,0.614818,7,no
group-0133,tapetech-300026F-01.webp,tapetech-300026F-01.webp,canonical,20756,1200,1200,0.0,0,no
group-0133,tapetech-300026F-01.webp,tapetech-300026F-02.webp,duplicate,20784,1200,1200,0.559936,7,no
group-0134,tapetech-304002-01.webp,tapetech-304002-01.webp,canonical,31722,1200,1201,0.0,0,no
group-0134,tapetech-304002-01.webp,tapetech-304002-02.webp,duplicate,31748,1200,1201,0.708596,8,no
group-0135,tapetech-304005-01.webp,tapetech-304005-01.webp,canonical,4478,500,500,0.0,0,no
group-0135,tapetech-304005-01.webp,tapetech-304005-02.webp,duplicate,4476,500,500,0.608335,7,no
group-0136,tapetech-310051-01.webp,tapetech-310051-01.webp,canonical,25200,1200,1200,0.0,0,no
group-0136,tapetech-310051-01.webp,tapetech-310051-02.webp,duplicate,25452,1200,1200,0.56859,6,no
group-0137,tapetech-310071-01.webp,tapetech-310071-01.webp,canonical,3210,600,600,0.0,0,no
group-0137,tapetech-310071-01.webp,tapetech-310071-02.webp,duplicate,3130,600,600,0.46703,6,no
group-0138,tapetech-310096-01.webp,tapetech-310096-01.webp,canonical,16350,1200,1200,0.0,0,no
group-0138,tapetech-310096-01.webp,tapetech-310096-02.webp,duplicate,16260,1200,1200,0.391338,6,no
group-0139,tapetech-330032G-01.webp,tapetech-330032G-01.webp,canonical,32406,1200,1200,0.0,0,no
group-0139,tapetech-330032G-01.webp,tapetech-330032G-02.webp,duplicate,31942,1200,1200,0.779281,7,no
group-0140,tapetech-339073-01.webp,tapetech-339073-01.webp,canonical,8060,500,500,0.0,0,no
group-0140,tapetech-339073-01.webp,tapetech-339073-02.webp,duplicate,8110,500,500,0.791984,7,no
group-0141,tapetech-350008-01.webp,tapetech-350008-01.webp,canonical,23746,1200,1200,0.0,0,no
group-0141,tapetech-350008-01.webp,tapetech-350008-02.webp,duplicate,23762,1200,1200,0.590858,7,no
group-0142,tapetech-350033F-01.webp,tapetech-350033F-01.webp,canonical,10992,500,500,0.0,0,no
group-0142,tapetech-350033F-01.webp,tapetech-350033F-02.webp,duplicate,11110,500,500,0.911373,7,no
group-0143,tapetech-359046-01.webp,tapetech-359046-01.webp,canonical,8662,500,500,0.0,0,no
group-0143,tapetech-359046-01.webp,tapetech-359046-02.webp,duplicate,8704,500,500,0.861617,7,no
group-0144,tapetech-400005-01.webp,tapetech-400005-01.webp,canonical,20340,1200,1200,0.0,0,no
group-0144,tapetech-400005-01.webp,tapetech-400005-02.webp,duplicate,20614,1200,1200,0.528102,6,no
group-0145,tapetech-400009F-01.webp,tapetech-400009F-01.webp,canonical,4718,500,500,0.0,0,no
group-0145,tapetech-400009F-01.webp,tapetech-400009F-02.webp,duplicate,4728,500,500,0.594749,7,no
group-0146,tapetech-400015-01.webp,tapetech-400015-01.webp,canonical,9564,500,500,0.0,0,no
group-0146,tapetech-400015-01.webp,tapetech-400015-02.webp,duplicate,9576,500,500,0.885711,8,no
group-0147,tapetech-400016-01.webp,tapetech-400016-01.webp,canonical,9412,500,500,0.0,0,no
group-0147,tapetech-400016-01.webp,tapetech-400016-02.webp,duplicate,9406,500,500,0.925699,8,no
group-0148,tapetech-402006-01.webp,tapetech-402006-01.webp,canonical,9922,500,500,0.0,0,no
group-0148,tapetech-402006-01.webp,tapetech-402006-02.webp,duplicate,9900,500,500,0.852776,7,no
group-0149,tapetech-402019-01.webp,tapetech-402019-01.webp,canonical,10200,500,500,0.0,0,no
group-0149,tapetech-402019-01.webp,tapetech-402019-02.webp,duplicate,10234,500,500,0.903139,7,no
group-0150,tapetech-404014F-01.webp,tapetech-404014F-01.webp,canonical,7000,500,500,0.0,0,no
group-0150,tapetech-404014F-01.webp,tapetech-404014F-02.webp,duplicate,7018,500,500,0.719126,7,no
group-0151,tapetech-408004-01.webp,tapetech-408004-01.webp,canonical,5190,500,500,0.0,0,no
group-0151,tapetech-408004-01.webp,tapetech-408004-02.webp,duplicate,5206,500,500,0.646387,7,no
group-0152,tapetech-409011-01.webp,tapetech-409011-01.webp,canonical,22340,1200,1200,0.0,0,no
group-0152,tapetech-409011-01.webp,tapetech-409011-02.webp,duplicate,22178,1200,1200,0.571298,7,no
group-0153,tapetech-409013-01.webp,tapetech-409013-01.webp,canonical,5164,1200,1200,0.0,0,no
group-0153,tapetech-409013-01.webp,tapetech-409013-02.webp,duplicate,5136,1200,1200,0.186139,3,no
group-0154,tapetech-420009-01.webp,tapetech-420009-01.webp,canonical,20082,1200,1200,0.0,0,no
group-0154,tapetech-420009-01.webp,tapetech-420009-02.webp,duplicate,20174,1200,1200,0.510206,6,no
group-0155,tapetech-450005-01.webp,tapetech-450005-01.webp,canonical,4802,500,500,0.0,0,no
group-0155,tapetech-450005-01.webp,tapetech-450005-02.webp,duplicate,4794,500,500,0.601979,7,no
group-0156,tapetech-450017-01.webp,tapetech-450017-01.webp,canonical,8642,500,500,0.0,0,no
group-0156,tapetech-450017-01.webp,tapetech-450017-02.webp,duplicate,8672,500,500,0.871199,8,no
group-0157,tapetech-480002F-01.webp,tapetech-480002F-01.webp,canonical,19326,1200,1200,0.0,0,no
group-0157,tapetech-480002F-01.webp,tapetech-480002F-02.webp,duplicate,19822,1200,1200,0.506652,6,no
group-0158,tapetech-480007F-01.webp,tapetech-480007F-01.webp,canonical,8978,500,500,0.0,0,no
group-0158,tapetech-480007F-01.webp,tapetech-480007F-02.webp,duplicate,9046,500,500,0.88173,8,no
group-0159,tapetech-480008F-01.webp,tapetech-480008F-01.webp,canonical,6420,500,500,0.0,0,no
group-0159,tapetech-480008F-01.webp,tapetech-480008F-02.webp,duplicate,6390,500,500,0.629264,7,no
group-0160,tapetech-480016F-01.webp,tapetech-480016F-01.webp,canonical,10662,500,500,0.0,0,no
group-0160,tapetech-480016F-01.webp,tapetech-480016F-02.webp,duplicate,10694,500,500,0.922829,8,no
group-0161,tapetech-480026-01.webp,tapetech-480026-01.webp,canonical,10242,500,500,0.0,0,no
group-0161,tapetech-480026-01.webp,tapetech-480026-02.webp,duplicate,10346,500,500,0.93008,7,no
group-0162,tapetech-480230-01.webp,tapetech-480230-01.webp,canonical,37312,1200,1200,0.0,0,no
group-0162,tapetech-480230-01.webp,tapetech-480230-02.webp,duplicate,37302,1200,1200,0.616971,6,no
group-0163,tapetech-489013-01.webp,tapetech-489013-01.webp,canonical,3566,500,500,0.0,0,no
group-0163,tapetech-489013-01.webp,tapetech-489013-02.webp,duplicate,3570,500,500,0.531243,6,no
group-0164,tapetech-489029-01.webp,tapetech-489029-01.webp,canonical,7658,500,500,0.0,0,no
group-0164,tapetech-489029-01.webp,tapetech-489029-02.webp,duplicate,7694,500,500,0.785025,7,no
group-0165,tapetech-499025-01.webp,tapetech-499025-01.webp,canonical,6694,1200,1200,0.0,0,no
group-0165,tapetech-499025-01.webp,tapetech-499025-02.webp,duplicate,6734,1200,1200,0.254653,4,no
group-0166,tapetech-500028-01.webp,tapetech-500028-01.webp,canonical,23314,1200,1200,0.0,0,no
group-0166,tapetech-500028-01.webp,tapetech-500028-02.webp,duplicate,23298,1200,1200,0.556424,6,no
group-0167,tapetech-50003-01.webp,tapetech-50003-01.webp,canonical,6296,500,500,0.0,0,no
group-0167,tapetech-50003-01.webp,tapetech-50003-02.webp,duplicate,6282,500,500,0.654149,7,no
group-0168,tapetech-50017-01.webp,tapetech-50017-01.webp,canonical,3854,500,500,0.0,0,no
group-0168,tapetech-50017-01.webp,tapetech-50017-02.webp,duplicate,3846,500,500,0.561308,6,no
group-0169,tapetech-50031-01.webp,tapetech-50031-01.webp,canonical,7682,500,500,0.0,0,no
group-0169,tapetech-50031-01.webp,tapetech-50031-02.webp,duplicate,7662,500,500,0.776209,7,no
group-0170,tapetech-50058-01.webp,tapetech-50058-01.webp,canonical,6564,500,500,0.0,0,no
group-0170,tapetech-50058-01.webp,tapetech-50058-02.webp,duplicate,6624,500,500,0.698332,7,no
group-0171,tapetech-50063-01.webp,tapetech-50063-01.webp,canonical,4814,500,500,0.0,0,no
group-0171,tapetech-50063-01.webp,tapetech-50063-02.webp,duplicate,4808,500,500,0.620551,7,no
group-0172,tapetech-50073-01.webp,tapetech-50073-01.webp,canonical,3756,500,500,0.0,0,no
group-0172,tapetech-50073-01.webp,tapetech-50073-02.webp,duplicate,3734,500,500,0.53457,6,no
group-0173,tapetech-50079-01.webp,tapetech-50079-01.webp,canonical,11390,500,500,0.0,0,no
group-0173,tapetech-50079-01.webp,tapetech-50079-02.webp,duplicate,11410,500,500,0.935985,8,no
group-0174,tapetech-50141-01.webp,tapetech-50141-01.webp,canonical,7822,500,500,0.0,0,no
group-0174,tapetech-50141-01.webp,tapetech-50141-02.webp,duplicate,7848,500,500,0.785308,7,no
group-0175,tapetech-50154-01.webp,tapetech-50154-01.webp,canonical,6910,500,500,0.0,0,no
group-0175,tapetech-50154-01.webp,tapetech-50154-02.webp,duplicate,6890,500,500,0.735395,7,no
group-0176,tapetech-502019-01.webp,tapetech-502019-01.webp,canonical,5002,500,500,0.0,0,no
group-0176,tapetech-502019-01.webp,tapetech-502019-02.webp,duplicate,4928,500,500,0.620386,8,no
group-0177,tapetech-50203-01.webp,tapetech-50203-01.webp,canonical,6834,500,500,0.0,0,no
group-0177,tapetech-50203-01.webp,tapetech-50203-02.webp,duplicate,6798,500,500,0.72034,7,no
group-0178,tapetech-50215-01.webp,tapetech-50215-01.webp,canonical,3782,500,500,0.0,0,no
group-0178,tapetech-50215-01.webp,tapetech-50215-02.webp,duplicate,3772,500,500,0.52759,6,no
group-0179,tapetech-50249-01.webp,tapetech-50249-01.webp,canonical,5406,600,600,0.0,0,no
group-0179,tapetech-50249-01.webp,tapetech-50249-02.webp,duplicate,5426,600,600,0.544874,7,no
group-0180,tapetech-506009-01.webp,tapetech-506009-01.webp,canonical,11692,500,500,0.0,0,no
group-0180,tapetech-506009-01.webp,tapetech-506009-02.webp,duplicate,11760,500,500,0.94791,8,no
group-0181,tapetech-509010-01.webp,tapetech-509010-01.webp,canonical,7140,500,500,0.0,0,no
group-0181,tapetech-509010-01.webp,tapetech-509010-02.webp,duplicate,7226,500,500,0.739843,7,no
group-0182,tapetech-51089-01.webp,tapetech-51089-01.webp,canonical,5680,500,500,0.0,0,no
group-0182,tapetech-51089-01.webp,tapetech-51089-02.webp,duplicate,5536,500,500,0.687553,7,no
group-0183,tapetech-51105-01.webp,tapetech-51105-01.webp,canonical,6048,500,500,0.0,0,no
group-0183,tapetech-51105-01.webp,tapetech-51105-02.webp,duplicate,6026,500,500,0.722294,8,no
group-0184,tapetech-51135-01.webp,tapetech-51135-01.webp,canonical,7718,500,500,0.0,0,no
group-0184,tapetech-51135-01.webp,tapetech-51135-02.webp,duplicate,7798,500,500,0.782566,7,no
group-0185,tapetech-52229-01.webp,tapetech-52229-01.webp,canonical,7434,500,500,0.0,0,no
group-0185,tapetech-52229-01.webp,tapetech-52229-02.webp,duplicate,7486,500,500,0.802363,7,no
group-0186,tapetech-52403-01.webp,tapetech-52403-01.webp,canonical,25550,1200,1200,0.0,0,no
group-0186,tapetech-52403-01.webp,tapetech-52403-02.webp,duplicate,25866,1200,1200,0.56746,6,no
group-0187,tapetech-52576-01.webp,tapetech-52576-01.webp,canonical,9876,1200,1200,0.0,0,no
group-0187,tapetech-52576-01.webp,tapetech-52576-02.webp,duplicate,10004,1200,1200,0.320039,5,no
group-0188,tapetech-58241-01.webp,tapetech-58241-01.webp,canonical,3560,500,500,0.0,0,no
group-0188,tapetech-58241-01.webp,tapetech-58241-02.webp,duplicate,3508,500,500,0.525473,7,no
group-0189,tapetech-59005-01.webp,tapetech-59005-01.webp,canonical,4358,500,500,0.0,0,no
group-0189,tapetech-59005-01.webp,tapetech-59005-02.webp,duplicate,4336,500,500,0.583225,6,no
group-0190,tapetech-59012-01.webp,tapetech-59012-01.webp,canonical,6218,500,500,0.0,0,no
group-0190,tapetech-59012-01.webp,tapetech-59012-02.webp,duplicate,6272,500,500,0.702279,7,no
group-0191,tapetech-59013-01.webp,tapetech-59013-01.webp,canonical,6206,500,500,0.0,0,no
group-0191,tapetech-59013-01.webp,tapetech-59013-02.webp,duplicate,6246,500,500,0.672484,7,no
group-0192,tapetech-59014-01.webp,tapetech-59014-01.webp,canonical,5094,500,500,0.0,0,no
group-0192,tapetech-59014-01.webp,tapetech-59014-02.webp,duplicate,5018,500,500,0.623988,6,no
group-0193,tapetech-59015-01.webp,tapetech-59015-01.webp,canonical,5634,500,500,0.0,0,no
group-0193,tapetech-59015-01.webp,tapetech-59015-02.webp,duplicate,5656,500,500,0.65669,7,no
group-0194,tapetech-59016-01.webp,tapetech-59016-01.webp,canonical,3142,500,500,0.0,0,no
group-0194,tapetech-59016-01.webp,tapetech-59016-02.webp,duplicate,3136,500,500,0.454368,6,no
group-0195,tapetech-59018-01.webp,tapetech-59018-01.webp,canonical,4746,500,500,0.0,0,no
group-0195,tapetech-59018-01.webp,tapetech-59018-02.webp,duplicate,4750,500,500,0.596499,6,no
group-0196,tapetech-59020-01.webp,tapetech-59020-01.webp,canonical,5582,500,500,0.0,0,no
group-0196,tapetech-59020-01.webp,tapetech-59020-02.webp,duplicate,5600,500,500,0.650772,7,no
group-0197,tapetech-59021-01.webp,tapetech-59021-01.webp,canonical,4654,500,500,0.0,0,no
group-0197,tapetech-59021-01.webp,tapetech-59021-02.webp,duplicate,4666,500,500,0.6211,7,no
group-0198,tapetech-59025-01.webp,tapetech-59025-01.webp,canonical,4434,500,500,0.0,0,no
group-0198,tapetech-59025-01.webp,tapetech-59025-02.webp,duplicate,4434,500,500,0.589484,7,no
group-0199,tapetech-59029-01.webp,tapetech-59029-01.webp,canonical,6306,500,500,0.0,0,no
group-0199,tapetech-59029-01.webp,tapetech-59029-02.webp,duplicate,6392,500,500,0.662421,7,no
group-0200,tapetech-59037-01.webp,tapetech-59037-01.webp,canonical,4524,500,500,0.0,0,no
group-0200,tapetech-59037-01.webp,tapetech-59037-02.webp,duplicate,4574,500,500,0.580375,7,no
group-0201,tapetech-59038-01.webp,tapetech-59038-01.webp,canonical,5198,500,500,0.0,0,no
group-0201,tapetech-59038-01.webp,tapetech-59038-02.webp,duplicate,5146,500,500,0.602652,6,no
group-0202,tapetech-59040-01.webp,tapetech-59040-01.webp,canonical,3456,500,500,0.0,0,no
group-0202,tapetech-59040-01.webp,tapetech-59040-02.webp,duplicate,3476,500,500,0.470808,6,no
group-0203,tapetech-59047-01.webp,tapetech-59047-01.webp,canonical,4256,500,500,0.0,0,no
group-0203,tapetech-59047-01.webp,tapetech-59047-02.webp,duplicate,4272,500,500,0.559127,6,no
group-0204,tapetech-59049-01.webp,tapetech-59049-01.webp,canonical,3712,500,500,0.0,0,no
group-0204,tapetech-59049-01.webp,tapetech-59049-02.webp,duplicate,3664,500,500,0.449936,6,no
group-0205,tapetech-59051-01.webp,tapetech-59051-01.webp,canonical,4260,500,500,0.0,0,no
group-0205,tapetech-59051-01.webp,tapetech-59051-02.webp,duplicate,4286,500,500,0.571571,7,no
group-0206,tapetech-59056-01.webp,tapetech-59056-01.webp,canonical,4536,500,500,0.0,0,no
group-0206,tapetech-59056-01.webp,tapetech-59056-02.webp,duplicate,4582,500,500,0.584368,6,no
group-0207,tapetech-59057-01.webp,tapetech-59057-01.webp,canonical,5584,500,500,0.0,0,no
group-0207,tapetech-59057-01.webp,tapetech-59057-02.webp,duplicate,5600,500,500,0.660781,7,no
group-0208,tapetech-59060-01.webp,tapetech-59060-01.webp,canonical,5946,500,500,0.0,0,no
group-0208,tapetech-59060-01.webp,tapetech-59060-02.webp,duplicate,5970,500,500,0.681252,6,no
group-0209,tapetech-59082-01.webp,tapetech-59082-01.webp,canonical,3796,500,500,0.0,0,no
group-0209,tapetech-59082-01.webp,tapetech-59082-02.webp,duplicate,3846,500,500,0.523885,5,no
group-0210,tapetech-59084-01.webp,tapetech-59084-01.webp,canonical,7266,500,500,0.0,0,no
group-0210,tapetech-59084-01.webp,tapetech-59084-02.webp,duplicate,7260,500,500,0.75423,7,no
group-0211,tapetech-59087-01.webp,tapetech-59087-01.webp,canonical,6938,500,500,0.0,0,no
group-0211,tapetech-59087-01.webp,tapetech-59087-02.webp,duplicate,6930,500,500,0.688387,6,no
group-0212,tapetech-59091-01.webp,tapetech-59091-01.webp,canonical,8248,500,500,0.0,0,no
group-0212,tapetech-59091-01.webp,tapetech-59091-02.webp,duplicate,8468,500,500,0.81973,7,no
group-0213,tapetech-59092-01.webp,tapetech-59092-01.webp,canonical,8030,500,500,0.0,0,no
group-0213,tapetech-59092-01.webp,tapetech-59092-02.webp,duplicate,8052,500,500,0.805223,8,no
group-0214,tapetech-59098-01.webp,tapetech-59098-01.webp,canonical,3176,500,500,0.0,0,no
group-0214,tapetech-59098-01.webp,tapetech-59098-02.webp,duplicate,3144,500,500,0.503777,7,no
group-0215,tapetech-59102-01.webp,tapetech-59102-01.webp,canonical,4454,500,500,0.0,0,no
group-0215,tapetech-59102-01.webp,tapetech-59102-02.webp,duplicate,4432,500,500,0.597537,7,no
group-0216,tapetech-59106-01.webp,tapetech-59106-01.webp,canonical,2842,500,500,0.0,0,no
group-0216,tapetech-59106-01.webp,tapetech-59106-02.webp,duplicate,2870,500,500,0.463862,6,no
group-0217,tapetech-59107-01.webp,tapetech-59107-01.webp,canonical,6554,500,500,0.0,0,no
group-0217,tapetech-59107-01.webp,tapetech-59107-02.webp,duplicate,6572,500,500,0.712741,7,no
group-0218,tapetech-59117-01.webp,tapetech-59117-01.webp,canonical,6388,500,500,0.0,0,no
group-0218,tapetech-59117-01.webp,tapetech-59117-02.webp,duplicate,6412,500,500,0.72084,7,no
group-0219,tapetech-59119-01.webp,tapetech-59119-01.webp,canonical,4512,500,500,0.0,0,no
group-0219,tapetech-59119-01.webp,tapetech-59119-02.webp,duplicate,4524,500,500,0.557606,6,no
group-0220,tapetech-59120-01.webp,tapetech-59120-01.webp,canonical,4424,500,500,0.0,0,no
group-0220,tapetech-59120-01.webp,tapetech-59120-02.webp,duplicate,4428,500,500,0.571426,6,no
group-0221,tapetech-59127-01.webp,tapetech-59127-01.webp,canonical,8016,500,500,0.0,0,no
group-0221,tapetech-59127-01.webp,tapetech-59127-02.webp,duplicate,8072,500,500,0.791533,7,no
group-0222,tapetech-59129-01.webp,tapetech-59129-01.webp,canonical,4472,500,500,0.0,0,no
group-0222,tapetech-59129-01.webp,tapetech-59129-02.webp,duplicate,4508,500,500,0.609177,7,no
group-0223,tapetech-59153-01.webp,tapetech-59153-01.webp,canonical,4228,500,500,0.0,0,no
group-0223,tapetech-59153-01.webp,tapetech-59153-02.webp,duplicate,4256,500,500,0.558314,6,no
group-0224,tapetech-59156-01.webp,tapetech-59156-01.webp,canonical,5872,500,500,0.0,0,no
group-0224,tapetech-59156-01.webp,tapetech-59156-02.webp,duplicate,5894,500,500,0.718289,7,no
group-0225,tapetech-59161-01.webp,tapetech-59161-01.webp,canonical,6362,500,500,0.0,0,no
group-0225,tapetech-59161-01.webp,tapetech-59161-02.webp,duplicate,6316,500,500,0.672756,7,no
group-0226,tapetech-59201-01.webp,tapetech-59201-01.webp,canonical,9268,500,500,0.0,0,no
group-0226,tapetech-59201-01.webp,tapetech-59201-02.webp,duplicate,9262,500,500,0.940139,8,no
group-0227,tapetech-59206-01.webp,tapetech-59206-01.webp,canonical,11610,500,500,0.0,0,no
group-0227,tapetech-59206-01.webp,tapetech-59206-02.webp,duplicate,11726,500,500,0.982455,7,no
group-0228,tapetech-59207-01.webp,tapetech-59207-01.webp,canonical,4796,500,500,0.0,0,no
group-0228,tapetech-59207-01.webp,tapetech-59207-02.webp,duplicate,4766,500,500,0.591916,7,no
group-0229,tapetech-59210-01.webp,tapetech-59210-01.webp,canonical,7610,500,500,0.0,0,no
group-0229,tapetech-59210-01.webp,tapetech-59210-02.webp,duplicate,7660,500,500,0.768804,7,no
group-0230,tapetech-59212-01.webp,tapetech-59212-01.webp,canonical,5926,500,500,0.0,0,no
group-0230,tapetech-59212-01.webp,tapetech-59212-02.webp,duplicate,5942,500,500,0.704016,7,no
group-0231,tapetech-59217-01.webp,tapetech-59217-01.webp,canonical,6928,500,500,0.0,0,no
group-0231,tapetech-59217-01.webp,tapetech-59217-02.webp,duplicate,6902,500,500,0.735258,7,no
group-0232,tapetech-59224-01.webp,tapetech-59224-01.webp,canonical,9674,500,500,0.0,0,no
group-0232,tapetech-59224-01.webp,tapetech-59224-02.webp,duplicate,9742,500,500,0.949589,7,no
group-0233,tapetech-59230-01.webp,tapetech-59230-01.webp,canonical,6902,500,500,0.0,0,no
group-0233,tapetech-59230-01.webp,tapetech-59230-02.webp,duplicate,6942,500,500,0.766459,7,no
group-0234,tapetech-59260-01.webp,tapetech-59260-01.webp,canonical,9336,500,500,0.0,0,no
group-0234,tapetech-59260-01.webp,tapetech-59260-02.webp,duplicate,9280,500,500,0.86509,7,no
group-0235,tapetech-59264-01.webp,tapetech-59264-01.webp,canonical,5774,500,500,0.0,0,no
group-0235,tapetech-59264-01.webp,tapetech-59264-02.webp,duplicate,5778,500,500,0.737745,7,no
group-0236,tapetech-59323-01.webp,tapetech-59323-01.webp,canonical,12358,1200,1200,0.0,0,no
group-0236,tapetech-59323-01.webp,tapetech-59323-02.webp,duplicate,12426,1200,1200,0.332103,5,no
group-0237,tapetech-59328-01.webp,tapetech-59328-01.webp,canonical,19238,1200,1200,0.0,0,no
group-0237,tapetech-59328-01.webp,tapetech-59328-02.webp,duplicate,19288,1200,1200,0.501584,6,no
group-0238,tapetech-59332-01.webp,tapetech-59332-01.webp,canonical,10740,1200,1200,0.0,0,no
group-0238,tapetech-59332-01.webp,tapetech-59332-02.webp,duplicate,10680,1200,1200,0.358679,5,no
group-0239,tapetech-59424-01.webp,tapetech-59424-01.webp,canonical,17412,1200,1200,0.0,0,no
group-0239,tapetech-59424-01.webp,tapetech-59424-02.webp,duplicate,17256,1200,1200,0.445162,5,no
group-0240,tapetech-59425-01.webp,tapetech-59425-01.webp,canonical,6120,900,900,0.0,0,no
group-0240,tapetech-59425-01.webp,tapetech-59425-02.webp,duplicate,6166,900,900,0.342782,5,no
group-0241,tapetech-59426-01.webp,tapetech-59426-01.webp,canonical,11822,1200,1200,0.0,0,no
group-0241,tapetech-59426-01.webp,tapetech-59426-02.webp,duplicate,11836,1200,1200,0.363904,5,no
group-0242,tapetech-6-25-500018-01.webp,tapetech-6-25-500018-01.webp,canonical,8038,500,500,0.0,0,no
group-0242,tapetech-6-25-500018-01.webp,tapetech-6-25-500018-02.webp,duplicate,8174,500,500,0.783731,6,no
group-0243,tapetech-600005F-01.webp,tapetech-600005F-01.webp,canonical,9432,1200,1200,0.0,0,no
group-0243,tapetech-600005F-01.webp,tapetech-600005F-02.webp,duplicate,9520,1200,1200,0.362197,5,no
group-0244,tapetech-600010-01.webp,tapetech-600010-01.webp,canonical,11530,500,500,0.0,0,no
group-0244,tapetech-600010-01.webp,tapetech-600010-02.webp,duplicate,11730,500,500,0.946028,8,no
group-0245,tapetech-602029F-01.webp,tapetech-602029F-01.webp,canonical,7492,500,500,0.0,0,no
group-0245,tapetech-602029F-01.webp,tapetech-602029F-02.webp,duplicate,7552,500,500,0.799703,7,no
group-0246,tapetech-602035-01.webp,tapetech-602035-01.webp,canonical,7074,500,500,0.0,0,no
group-0246,tapetech-602035-01.webp,tapetech-602035-02.webp,duplicate,7084,500,500,0.753985,7,no
group-0247,tapetech-609008-01.webp,tapetech-609008-01.webp,canonical,6914,500,500,0.0,0,no
group-0247,tapetech-609008-01.webp,tapetech-609008-02.webp,duplicate,6946,500,500,0.738723,7,no
group-0248,tapetech-609011-01.webp,tapetech-609011-01.webp,canonical,5508,500,500,0.0,0,no
group-0248,tapetech-609011-01.webp,tapetech-609011-02.webp,duplicate,5506,500,500,0.661931,6,no
group-0249,tapetech-609012-01.webp,tapetech-609012-01.webp,canonical,7996,500,500,0.0,0,no
group-0249,tapetech-609012-01.webp,tapetech-609012-02.webp,duplicate,8036,500,500,0.794041,7,no
group-0250,tapetech-609021-01.webp,tapetech-609021-01.webp,canonical,7772,500,500,0.0,0,no
group-0250,tapetech-609021-01.webp,tapetech-609021-02.webp,duplicate,7796,500,500,0.762364,7,no
group-0251,tapetech-609032-01.webp,tapetech-609032-01.webp,canonical,9838,500,500,0.0,0,no
group-0251,tapetech-609032-01.webp,tapetech-609032-02.webp,duplicate,9890,500,500,0.886489,8,no
group-0252,tapetech-609048-01.webp,tapetech-609048-01.webp,canonical,7282,500,500,0.0,0,no
group-0252,tapetech-609048-01.webp,tapetech-609048-02.webp,duplicate,7310,500,500,0.760092,7,no
group-0253,tapetech-609049-01.webp,tapetech-609049-01.webp,canonical,9946,500,500,0.0,0,no
group-0253,tapetech-609049-01.webp,tapetech-609049-02.webp,duplicate,10022,500,500,0.890107,8,no
group-0254,tapetech-609050-01.webp,tapetech-609050-01.webp,canonical,10220,1200,1200,0.0,0,no
group-0254,tapetech-609050-01.webp,tapetech-609050-02.webp,duplicate,10336,1200,1200,0.326561,5,no
group-0255,tapetech-631015-01.webp,tapetech-631015-01.webp,canonical,28050,1200,1200,0.0,0,no
group-0255,tapetech-631015-01.webp,tapetech-631015-02.webp,duplicate,28186,1200,1200,0.675936,8,no
group-0256,tapetech-632026-01.webp,tapetech-632026-01.webp,canonical,11998,500,500,0.0,0,no
group-0256,tapetech-632026-01.webp,tapetech-632026-02.webp,duplicate,12004,500,500,0.977564,8,no
group-0257,tapetech-639020-01.webp,tapetech-639020-01.webp,canonical,6384,1200,1200,0.0,0,no
group-0257,tapetech-639020-01.webp,tapetech-639020-02.webp,duplicate,6374,1200,1200,0.218373,3,no
group-0258,tapetech-650005F-01.webp,tapetech-650005F-01.webp,canonical,8688,1200,1200,0.0,0,no
group-0258,tapetech-650005F-01.webp,tapetech-650005F-02.webp,duplicate,8810,1200,1200,0.336697,5,no
group-0259,tapetech-650007-01.webp,tapetech-650007-01.webp,canonical,8070,500,500,0.0,0,no
group-0259,tapetech-650007-01.webp,tapetech-650007-02.webp,duplicate,8148,500,500,0.715635,8,no
group-0260,tapetech-650009-01.webp,tapetech-650009-01.webp,canonical,5850,500,500,0.0,0,no
group-0260,tapetech-650009-01.webp,tapetech-650009-02.webp,duplicate,5898,500,500,0.646348,7,no
group-0261,tapetech-659021-01.webp,tapetech-659021-01.webp,canonical,8192,500,500,0.0,0,no
group-0261,tapetech-659021-01.webp,tapetech-659021-02.webp,duplicate,8250,500,500,0.796584,7,no
group-0262,tapetech-680002-01.webp,tapetech-680002-01.webp,canonical,35540,1200,1200,0.0,0,no
group-0262,tapetech-680002-01.webp,tapetech-680002-02.webp,duplicate,35878,1200,1200,0.695294,6,no
group-0263,tapetech-680010-01.webp,tapetech-680010-01.webp,canonical,23868,1200,1200,0.0,0,no
group-0263,tapetech-680010-01.webp,tapetech-680010-02.webp,duplicate,23936,1200,1200,0.53279,6,no
group-0264,tapetech-680030-01.webp,tapetech-680030-01.webp,canonical,5882,500,500,0.0,0,no
