brand,image_file,extension,image_body,normalized_key,sequence,assigned_product_count,assigned_skus,assigned_types,assignment_statuses,assignment_methods,coverage_status,suggested_product_count,suggested_skus,suggested_types,suggested_names,suggestion_scores
columbia,columbia-FFB4A-02.webp,.webp,FFB4A,ffb4a,2,1,FFB4A,simple,mapped,direct_sku,mapped,1,FFB4A,simple,Stainless Steel Washer -,100
columbia,columbia-FFB4B-02.webp,.webp,FFB4B,ffb4b,2,1,FFB4B,simple,mapped,direct_sku,mapped,1,FFB4B,simple,Stainless Steel Backing Washer -,100
columbia,columbia-FFB5-10-02.webp,.webp,FFB5-10,ffb5-10,2,1,FFB5-10,simple,mapped,direct_sku,mapped,1,FFB5-10,simple,"Axle - 10"" -",100
columbia,columbia-FFB5-12-02.webp,.webp,FFB5-12,ffb5-12,2,1,FFB5-12,simple,mapped,direct_sku,mapped,1,FFB5-12,simple,"Axle - 12"" -",100
columbia,columbia-FFB5-14-02.webp,.webp,FFB5-14,ffb5-14,2,1,FFB5-14,simple,mapped,direct_sku,mapped,1,FFB5-14,simple,"Axle - 14"" -",100
columbia,columbia-FFB5-7-02.webp,.webp,FFB5-7,ffb5-7,2,1,FFB5-7,simple,mapped,direct_sku,mapped,1,FFB5-7,simple,"Axle - 7"" -",100
columbia,columbia-FFB5-8-02.webp,.webp,FFB5-8,ffb5-8,2,1,FFB5-8,simple,mapped,direct_sku,mapped,1,FFB5-8,simple,"Axle - 8"" -",100
columbia,columbia-FFB5A-02.webp,.webp,FFB5A,ffb5a,2,1,FFB5A,simple,mapped,direct_sku,mapped,1,FFB5A,simple,Axel Bushing -,100
columbia,columbia-FFB7-02.webp,.webp,FFB7,ffb7,2,1,FFB7,simple,mapped,direct_sku,mapped,2,FFB7 | FFB7A,simple | simple,Shoe - Right - | Shoe - Left -,100 | 85
columbia,columbia-FFB7A-02.webp,.webp,FFB7A,ffb7a,2,1,FFB7A,simple,mapped,direct_sku,mapped,2,FFB7A | FFB7,simple | simple,Shoe - Left - | Shoe - Right -,100 | 85
columbia,columbia-FFB8-02.webp,.webp,FFB8,ffb8,2,1,FFB8,simple,mapped,direct_sku,mapped,1,FFB8,simple,Bar Retainer Clip -,100
columbia,columbia-FFB9-10-02.webp,.webp,FFB9-10,ffb9-10,2,1,FFB9-10,simple,mapped,direct_sku,mapped,1,FFB9-10,simple,"Blade - 10"" -",100
columbia,columbia-FFB9-12-02.webp,.webp,FFB9-12,ffb9-12,2,1,FFB9-12,simple,mapped,direct_sku,mapped,1,FFB9-12,simple,"Blade - 12"" -",100
columbia,columbia-FFB9-14-02.webp,.webp,FFB9-14,ffb9-14,2,1,FFB9-14,simple,mapped,direct_sku,mapped,1,FFB9-14,simple,"Blade 14"" -",100
columbia,columbia-FFB9-7-02.webp,.webp,FFB9-7,ffb9-7,2,1,FFB9-7,simple,mapped,direct_sku,mapped,1,FFB9-7,simple,"Blade - 7"" -",100
columbia,columbia-FFB9-8-02.webp,.webp,FFB9-8,ffb9-8,2,1,FFB9-8,simple,mapped,direct_sku,mapped,1,FFB9-8,simple,"Blade - 8"" -",100
columbia,columbia-finishing-hawks_01.png,.png,finishing-hawks,finishing-hawks,1,0,,,,,orphan,0,,,,
columbia,columbia-finishing-hawks_02.png,.png,finishing-hawks,finishing-hawks,2,0,,,,,orphan,0,,,,
columbia,columbia-flat-box-handle-01.webp,.webp,flat-box-handle,flat-box-handle,1,0,,,,,orphan,2,FFB-16A | CMH,simple | simple,Flat Box Handle Bracket 16A (FFB 16A) - | Columbia Closet Monster Flat Box Handle -,85 | 60
columbia,columbia-FMH-01.webp,.webp,FMH,fmh,1,2,COL-PLASTIC-MUD-HEAD-APPLICATOR | FMH,variable | variation,mapped | mapped,child_union | direct_sku,mapped,0,,,,
columbia,columbia-FSB7-01.webp,.webp,FSB7,fsb7,1,2,COL-FAT-BOY-SMOOTHING-BLADE | FSB7,variable | variation,mapped | mapped,child_union | direct_sku,mapped,1,FSB7,variation,"Columbia Fat Boy Smoothing Blade -  7""",100
columbia,columbia-FSB7-02.webp,.webp,FSB7,fsb7,2,2,COL-FAT-BOY-SMOOTHING-BLADE | FSB7,variable | variation,mapped | mapped,child_union | direct_sku,mapped,1,FSB7,variation,"Columbia Fat Boy Smoothing Blade -  7""",100
columbia,columbia-FSB7-03.webp,.webp,FSB7,fsb7,3,2,COL-FAT-BOY-SMOOTHING-BLADE | FSB7,variable | variation,mapped | mapped,child_union | direct_sku,mapped,1,FSB7,variation,"Columbia Fat Boy Smoothing Blade -  7""",100
columbia,columbia-GN-01.webp,.webp,GN,gn,1,1,GN,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-HFBB3-02.webp,.webp,HFBB3,hfbb3,2,0,,,,,orphan,0,,,,
columbia,columbia-HFBB3A-02.webp,.webp,HFBB3A,hfbb3a,2,0,,,,,orphan,0,,,,
columbia,columbia-HFFB14-10-02.webp,.webp,HFFB14-10,hffb14-10,2,1,HFFB14-10,simple,mapped,direct_sku,mapped,2,HFFB14-10 | HFFB14-10IN,simple | simple,"10"" Flat Box Hinged Door Gasket - | HFFB14 - 10 - 10"" Flat Box Hinged Door Gasket -",100 | 85
columbia,columbia-HFFB14-12-02.webp,.webp,HFFB14-12,hffb14-12,2,1,HFFB14-12,simple,mapped,direct_sku,mapped,2,HFFB14-12 | HFFB14-10IN,simple | simple,"12"" Flat Box Hinged Door Gasket - | HFFB14 - 10 - 10"" Flat Box Hinged Door Gasket -",100 | 85
columbia,columbia-HFFB14-14-02.webp,.webp,HFFB14-14,hffb14-14,2,1,HFFB14-14,simple,mapped,direct_sku,mapped,2,HFFB14-14 | HFFB14-10IN,simple | simple,"14"" Flat Box Hinged Door Gasket - | HFFB14 - 10 - 10"" Flat Box Hinged Door Gasket -",100 | 85
columbia,columbia-HFFB14-8-02.webp,.webp,HFFB14-8,hffb14-8,2,1,HFFB14-8,simple,mapped,direct_sku,mapped,2,HFFB14-8 | HFFB14-10IN,simple | simple,"8"" Flat Box Hinged Door Gasket - | HFFB14 - 10 - 10"" Flat Box Hinged Door Gasket -",100 | 85
columbia,columbia-HFFB1A-10-02.webp,.webp,HFFB1A-10,hffb1a-10,2,1,HFFB1A-10,simple,mapped,direct_sku,mapped,1,HFFB1A-10,simple,"Mud Seal Strip - 10"" -",100
columbia,columbia-HFFB3-02.webp,.webp,HFFB3,hffb3,2,1,HFFB3,simple,mapped,direct_sku,mapped,2,HFFB3 | HFFB3A,simple | simple,Hinge Box End Plate - Right - | Hinge Box End Plate - Left -,100 | 85
columbia,columbia-HFFB3A-02.webp,.webp,HFFB3A,hffb3a,2,1,HFFB3A,simple,mapped,direct_sku,mapped,2,HFFB3A | HFFB3,simple | simple,Hinge Box End Plate - Left - | Hinge Box End Plate - Right -,100 | 85
columbia,columbia-HFFB4D-02.webp,.webp,HFFB4D,hffb4d,2,1,HFFB4D,simple,mapped,direct_sku,mapped,1,HFFB4D,simple,Nylatron Bushing -,100
columbia,columbia-HH10A-02.webp,.webp,HH10A,hh10a,2,1,HH10A,simple,mapped,direct_sku,mapped,1,HH10A,simple,Top Cap -,100
columbia,columbia-HH10B-02.webp,.webp,HH10B,hh10b,2,1,HH10B,simple,mapped,direct_sku,mapped,1,HH10B,simple,Bottom Cap -,100
columbia,columbia-HH12-02.webp,.webp,HH12,hh12,2,1,HH12,simple,mapped,direct_sku,mapped,1,HH12,simple,Brake Spring -,100
columbia,columbia-HH13-02.webp,.webp,HH13,hh13,2,1,HH13,simple,mapped,direct_sku,mapped,1,HH13,simple,Brake Pin -,100
columbia,columbia-HH14-02.webp,.webp,HH14,hh14,2,1,HH14,simple,mapped,direct_sku,mapped,1,HH14,simple,Brake Piston -,100
columbia,columbia-HH15-02.webp,.webp,HH15,hh15,2,1,HH15,simple,mapped,direct_sku,mapped,1,HH15,simple,Grip Sleeve Octagon -,100
columbia,columbia-HH16-02.webp,.webp,HH16,hh16,2,1,HH16,simple,mapped,direct_sku,mapped,2,HH16 | HH16A,simple | simple,Piston Housing - | Bleeder Screw -,100 | 85
columbia,columbia-HH16A-02.webp,.webp,HH16A,hh16a,2,1,HH16A,simple,mapped,direct_sku,mapped,2,HH16A | HH16,simple | simple,Bleeder Screw - | Piston Housing -,100 | 85
columbia,columbia-HH17A-02.webp,.webp,HH17A,hh17a,2,1,HH17A,simple,mapped,direct_sku,mapped,1,HH17A,simple,Brass Connector 1 -,100
columbia,columbia-HH17B-02.webp,.webp,HH17B,hh17b,2,1,HH17B,simple,mapped,direct_sku,mapped,1,HH17B,simple,Brass Connector 2 -,100
columbia,columbia-HH17C-02.webp,.webp,HH17C,hh17c,2,1,HH17C,simple,mapped,direct_sku,mapped,1,HH17C,simple,Line Pincher -,100
columbia,columbia-HH19-02.webp,.webp,HH19,hh19,2,1,HH19,simple,mapped,direct_sku,mapped,1,HH19,simple,Cap -,100
columbia,columbia-HH2-02.webp,.webp,HH2,hh2,2,1,HH2,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-HH23-02.webp,.webp,HH23,hh23,2,1,HH23,simple,mapped,direct_sku,mapped,2,HH23 | HH2,simple | simple,Piston O - Ring - | Upper Mounting Bracket -,100 | 85
columbia,columbia-HH30-02.webp,.webp,HH30,hh30,2,1,HH30,simple,mapped,direct_sku,mapped,1,HH30,simple,Extension Release Trigger -,100
columbia,columbia-HH31-02.webp,.webp,HH31,hh31,2,1,HH31,simple,mapped,direct_sku,mapped,1,HH31,simple,Release Clip Pin -,100
columbia,columbia-HH32-02.webp,.webp,HH32,hh32,2,1,HH32,simple,mapped,direct_sku,mapped,1,HH32,simple,Release Clip Washer -,100
columbia,columbia-HH33-02.webp,.webp,HH33,hh33,2,1,HH33,simple,mapped,direct_sku,mapped,1,HH33,simple,Rlease Trigger Spring -,100
columbia,columbia-HH35-02.webp,.webp,HH35,hh35,2,1,HH35,simple,mapped,direct_sku,mapped,1,HH35,simple,Handle Grip -,100
columbia,columbia-HH35-03.webp,.webp,HH35,hh35,3,1,HH35,simple,mapped,direct_sku,mapped,1,HH35,simple,Handle Grip -,100
columbia,columbia-HH5-02.webp,.webp,HH5,hh5,2,1,HH5,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-HH7-02.webp,.webp,HH7,hh7,2,1,HH7,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-HH8-02.webp,.webp,HH8,hh8,2,1,HH8,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-HH8-03.webp,.webp,HH8,hh8,3,1,HH8,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-HH9-02.webp,.webp,HH9,hh9,2,1,HH9,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-HMP-01.webp,.webp,HMP,hmp,1,1,HMP,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-HNS10-02.webp,.webp,HNS10,hns10,2,1,HNS10,simple,mapped,direct_sku,mapped,2,HNS10 | HNS10A,simple | simple,Door Spring Long - | Door Spring Short -,100 | 85
columbia,columbia-HNS10A-02.webp,.webp,HNS10A,hns10a,2,1,HNS10A,simple,mapped,direct_sku,mapped,2,HNS10A | HNS10,simple | simple,Door Spring Short - | Door Spring Long -,100 | 85
columbia,columbia-HNS12-02.webp,.webp,HNS12,hns12,2,1,HNS12,simple,mapped,direct_sku,mapped,2,HNS12 | HNS12A,simple | simple,Handle Clamp - | Roll Pin -,100 | 85
columbia,columbia-HNS12A-02.webp,.webp,HNS12A,hns12a,2,1,HNS12A,simple,mapped,direct_sku,mapped,2,HNS12A | HNS12,simple | simple,Roll Pin - | Handle Clamp -,100 | 85
columbia,columbia-HNS13-02.webp,.webp,HNS13,hns13,2,1,HNS13,simple,mapped,direct_sku,mapped,1,HNS13,simple,Roll Pin Bushing -,100
columbia,columbia-HNS15-2-02.webp,.webp,HNS15-2,hns15-2,2,1,HNS15-2,simple,mapped,direct_sku,mapped,1,HNS15-2,simple,"Door Gasket 2"" -",100
columbia,columbia-HNS15-3-02.webp,.webp,HNS15-3,hns15-3,2,1,HNS15-3,simple,mapped,direct_sku,mapped,1,HNS15-3,simple,"Door Gasket 3"" -",100
columbia,columbia-HNS17A-02.webp,.webp,HNS17A,hns17a,2,1,HNS17A,simple,mapped,direct_sku,mapped,1,HNS17A,simple,Nail Spotter Handle Tightness Screw -,100
columbia,columbia-HNS18-02.webp,.webp,HNS18,hns18,2,1,HNS18,simple,mapped,direct_sku,mapped,1,HNS18,simple,Pivot -,100
columbia,columbia-HNS20-02.webp,.webp,HNS20,hns20,2,1,HNS20,simple,mapped,direct_sku,mapped,1,HNS20,simple,Wedge -,100
columbia,columbia-HNS4-2-02.webp,.webp,HNS4-2,hns4-2,2,1,HNS4-2,simple,mapped,direct_sku,mapped,1,HNS4-2,simple,"Door 2"" -",100
columbia,columbia-HNS4-3-02.webp,.webp,HNS4-3,hns4-3,2,1,HNS4-3,simple,mapped,direct_sku,mapped,1,HNS4-3,simple,"Door 3"" -",100
columbia,columbia-HNS7-2-02.webp,.webp,HNS7-2,hns7-2,2,1,HNS7-2,simple,mapped,direct_sku,mapped,1,HNS7-2,simple,"Blade 2"" -",100
columbia,columbia-HNS7-3-02.webp,.webp,HNS7-3,hns7-3,2,1,HNS7-3,simple,mapped,direct_sku,mapped,1,HNS7-3,simple,"Blade 3"" -",100
columbia,columbia-HNS8-2-02.webp,.webp,HNS8-2,hns8-2,2,1,HNS8-2,simple,mapped,direct_sku,mapped,1,HNS8-2,simple,"Blade Holder 2"" -",100
columbia,columbia-HNS8-3-02.webp,.webp,HNS8-3,hns8-3,2,1,HNS8-3,simple,mapped,direct_sku,mapped,1,HNS8-3,simple,"Blade Holder 3"" -",100
columbia,columbia-HNSA-14-02.webp,.webp,HNSA-14,hnsa-14,2,1,HNSA-14,simple,mapped,direct_sku,mapped,1,HNSA-14,simple,HNSA14 - Handle Link Assembly -,100
columbia,columbia-HP1-02.webp,.webp,HP1,hp1,2,1,HP1,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-HP44-02.webp,.webp,HP44,hp44,2,1,HP44,simple,mapped,direct_sku,mapped,2,HP44 | HP4,simple | simple,Collar O - Ring - | Hot Mud Pump Piston Assembly (HP4) -,100 | 85
columbia,columbia-HP45-02.webp,.webp,HP45,hp45,2,1,HP45,simple,mapped,direct_sku,mapped,2,HP45 | HP4,simple | simple,O Ring Enclosure - | Hot Mud Pump Piston Assembly (HP4) -,100 | 85
columbia,columbia-HP46-02.webp,.webp,HP46,hp46,2,1,HP46,simple,mapped,direct_sku,mapped,2,HP46 | HP4,simple | simple,Latch Keeper - | Hot Mud Pump Piston Assembly (HP4) -,100 | 85
columbia,columbia-HP47-02.webp,.webp,HP47,hp47,2,1,HP47,simple,mapped,direct_sku,mapped,2,HP47 | HP4,simple | simple,Latch Clamp Assembly - | Hot Mud Pump Piston Assembly (HP4) -,100 | 85
columbia,columbia-IA90-01.webp,.webp,IA90,ia90,1,2,COL-PLASTIC-MUD-HEAD-APPLICATOR | IA90,variable | variation,mapped | mapped,child_union | direct_sku,mapped,1,IA90,variation,Columbia Plastic Mud Head Applicator -  Inside 90°,100
columbia,columbia-ICA4-1-01.webp,.webp,ICA4-1,ica4-1,1,1,ICA4-1,simple,mapped,direct_sku,mapped,1,ICA4-1,simple,Columbia 4 Wheeled Internal 90° Applicator -,100
columbia,columbia-ICA4-1-02.webp,.webp,ICA4-1,ica4-1,2,1,ICA4-1,simple,mapped,direct_sku,mapped,1,ICA4-1,simple,Columbia 4 Wheeled Internal 90° Applicator -,100
columbia,columbia-ICATW-01.webp,.webp,ICATW,icatw,1,1,ICATW,simple,mapped,direct_sku,mapped,3,ICATW | ICATW-1 | ICATW-2,simple | simple | simple,Columbia Two Way Internal Corner Applicator - | Inside 90 Applicator with Wheels (ICATW) - | Inside 90 Applicator with Wheels (ICATW) -,100 | 85 | 85
columbia,columbia-ICATW-02.webp,.webp,ICATW,icatw,2,1,ICATW,simple,mapped,direct_sku,mapped,3,ICATW | ICATW-1 | ICATW-2,simple | simple | simple,Columbia Two Way Internal Corner Applicator - | Inside 90 Applicator with Wheels (ICATW) - | Inside 90 Applicator with Wheels (ICATW) -,100 | 85 | 85
columbia,columbia-K-01.webp,.webp,K,k,1,0,,,,,orphan,0,,,,
columbia,columbia-K-02.webp,.webp,K,k,2,0,,,,,orphan,0,,,,
columbia,columbia-K-03.webp,.webp,K,k,3,0,,,,,orphan,0,,,,
columbia,columbia-K-04.webp,.webp,K,k,4,0,,,,,orphan,0,,,,
columbia,columbia-K-05.webp,.webp,K,k,5,0,,,,,orphan,0,,,,
columbia,columbia-K-06.webp,.webp,K,k,6,0,,,,,orphan,0,,,,
columbia,columbia-MH1-02.webp,.webp,MH1,mh1,2,1,MH1,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-MH10-02.webp,.webp,MH10,mh10,2,1,MH10,simple,mapped,direct_sku,mapped,2,MH10 | MH1,simple | simple,Octagon - | Handle Mount Plate -,100 | 85
columbia,columbia-MH11-02.webp,.webp,MH11,mh11,2,1,MH11,simple,mapped,direct_sku,mapped,2,MH11 | MH1,simple | simple,Handle Grip Bushing - | Handle Mount Plate -,100 | 85
columbia,columbia-MH12-02.webp,.webp,MH12,mh12,2,1,MH12,simple,mapped,direct_sku,mapped,2,MH12 | MH1,simple | simple,PinchBrake Spring - | Handle Mount Plate -,100 | 85
columbia,columbia-MH13-02.webp,.webp,MH13,mh13,2,1,MH13,simple,mapped,direct_sku,mapped,2,MH13 | MH1,simple | simple,Large Nyliner Bushing - | Handle Mount Plate -,100 | 85
columbia,columbia-MH15-02.webp,.webp,MH15,mh15,2,1,MH15,simple,mapped,direct_sku,mapped,2,MH15 | MH1,simple | simple,Pinch Brake Activator - | Handle Mount Plate -,100 | 85
columbia,columbia-MH16-02.webp,.webp,MH16,mh16,2,1,MH16,simple,mapped,direct_sku,mapped,2,MH16 | MH1,simple | simple,Connecting Rod Housing - | Handle Mount Plate -,100 | 85
columbia,columbia-MH17-02.webp,.webp,MH17,mh17,2,1,MH17,simple,mapped,direct_sku,mapped,2,MH17 | MH1,simple | simple,Pinch Brake - | Handle Mount Plate -,100 | 85
columbia,columbia-MH18-02.webp,.webp,MH18,mh18,2,1,MH18,simple,mapped,direct_sku,mapped,2,MH18 | MH1,simple | simple,Pinch Brake Housing - | Handle Mount Plate -,100 | 85
columbia,columbia-MH19-02.webp,.webp,MH19,mh19,2,1,MH19,simple,mapped,direct_sku,mapped,2,MH19 | MH1,simple | simple,Pinch Brake Sleeve - | Handle Mount Plate -,100 | 85
columbia,columbia-MH2-02.webp,.webp,MH2,mh2,2,1,MH2,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-MH20-02.webp,.webp,MH20,mh20,2,1,MH20,simple,mapped,direct_sku,mapped,2,MH20 | MH2,simple | simple,Small Nyliner Bushing - | Matrix Handle Head -,100 | 85
columbia,columbia-MH21-02.webp,.webp,MH21,mh21,2,1,MH21,simple,mapped,direct_sku,mapped,2,MH21 | MH2,simple | simple,Grip Adjuster Housing - | Matrix Handle Head -,100 | 85
columbia,columbia-MH22-02.webp,.webp,MH22,mh22,2,1,MH22,simple,mapped,direct_sku,mapped,2,MH22 | MH2,simple | simple,Grip Adjustment Pin - | Matrix Handle Head -,100 | 85
columbia,columbia-MH23-02.webp,.webp,MH23,mh23,2,1,MH23,simple,mapped,direct_sku,mapped,2,MH23 | MH2,simple | simple,Grip Adjusting Fastener - | Matrix Handle Head -,100 | 85
columbia,columbia-MH24-02.webp,.webp,MH24,mh24,2,1,MH24,simple,mapped,direct_sku,mapped,2,MH24 | MH2,simple | simple,Pinch Brake Bushing - | Matrix Handle Head -,100 | 85
columbia,columbia-MH25-02.webp,.webp,MH25,mh25,2,1,MH25,simple,mapped,direct_sku,mapped,2,MH25 | MH2,simple | simple,Pinch Brake Stem - | Matrix Handle Head -,100 | 85
columbia,columbia-MH3-02.webp,.webp,MH3,mh3,2,1,MH3,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-MH3A-02.webp,.webp,MH3A,mh3a,2,1,MH3A,simple,mapped,direct_sku,mapped,2,MH3A | MH3,simple | simple,Mounting Bracket Stem - | Lower Mount Bracket -,100 | 85
columbia,columbia-MH4-02.webp,.webp,MH4,mh4,2,1,MH4,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-MH5-02.webp,.webp,MH5,mh5,2,1,MH5,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-MH6-02.webp,.webp,MH6,mh6,2,1,MH6,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-MH7-02.webp,.webp,MH7,mh7,2,1,MH7,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-MH8-02.webp,.webp,MH8,mh8,2,1,MH8,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-MH9A-02.webp,.webp,MH9A,mh9a,2,1,MH9A,simple,mapped,direct_sku,mapped,1,MH9A,simple,Brake Activation Rod -,100
columbia,columbia-MHS-01.webp,.webp,MHS,mhs,1,2,COL-MATRIX-BOX-HANDLE | MHS,variable | variation,mapped | mapped,child_union | direct_sku,mapped,0,,,,
columbia,columbia-MHS-02.webp,.webp,MHS,mhs,2,2,COL-MATRIX-BOX-HANDLE | MHS,variable | variation,mapped | mapped,child_union | direct_sku,mapped,0,,,,
columbia,columbia-MHS-03.webp,.webp,MHS,mhs,3,2,COL-MATRIX-BOX-HANDLE | MHS,variable | variation,mapped | mapped,child_union | direct_sku,mapped,0,,,,
columbia,columbia-MHS-04.webp,.webp,MHS,mhs,4,2,COL-MATRIX-BOX-HANDLE | MHS,variable | variation,mapped | mapped,child_union | direct_sku,mapped,0,,,,
columbia,columbia-MHS-05.webp,.webp,MHS,mhs,5,2,COL-MATRIX-BOX-HANDLE | MHS,variable | variation,mapped | mapped,child_union | direct_sku,mapped,0,,,,
columbia,columbia-MP11-02.webp,.webp,MP11,mp11,2,1,MP11,simple,mapped,direct_sku,mapped,1,MP11,simple,Piston Shaft -,100
columbia,columbia-MP13-02.webp,.webp,MP13,mp13,2,1,MP13,simple,mapped,direct_sku,mapped,2,MP13 | MP13A,simple | simple,Piston Backing Washer (Large) - | Piston Backing Washer (Small) -,100 | 85
columbia,columbia-MP13A-02.webp,.webp,MP13A,mp13a,2,1,MP13A,simple,mapped,direct_sku,mapped,2,MP13A | MP13,simple | simple,Piston Backing Washer (Small) - | Piston Backing Washer (Large) -,100 | 85
columbia,columbia-MP14-02.webp,.webp,MP14,mp14,2,1,MP14,simple,mapped,direct_sku,mapped,1,MP14,simple,Piston Cup -,100
columbia,columbia-MP2-02.webp,.webp,MP2,mp2,2,1,MP2,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-MP23-02.webp,.webp,MP23,mp23,2,1,MP23,simple,mapped,direct_sku,mapped,3,MP23 | MP2 | MP23A,simple | simple | simple,Mud Pump Seal - | Foot Valve Casting - | O - Ring -,100 | 85 | 85
columbia,columbia-MP23A-02.webp,.webp,MP23A,mp23a,2,1,MP23A,simple,mapped,direct_sku,mapped,3,MP23A | MP2 | MP23,simple | simple | simple,O - Ring - | Foot Valve Casting - | Mud Pump Seal -,100 | 85 | 85
columbia,columbia-MP23A-03.webp,.webp,MP23A,mp23a,3,1,MP23A,simple,mapped,direct_sku,mapped,3,MP23A | MP2 | MP23,simple | simple | simple,O - Ring - | Foot Valve Casting - | Mud Pump Seal -,100 | 85 | 85
columbia,columbia-MP24-02.webp,.webp,MP24,mp24,2,1,MP24,simple,mapped,direct_sku,mapped,2,MP24 | MP2,simple | simple,Mud Pump Screen - | Foot Valve Casting -,100 | 85
columbia,columbia-MP25-02.webp,.webp,MP25,mp25,2,1,MP25,simple,mapped,direct_sku,mapped,2,MP25 | MP2,simple | simple,Filler Studs - | Foot Valve Casting -,100 | 85
columbia,columbia-MP28-02.webp,.webp,MP28,mp28,2,1,MP28,simple,mapped,direct_sku,mapped,2,MP28 | MP2,simple | simple,Filler Nut - | Foot Valve Casting -,100 | 85
columbia,columbia-MP3-02.webp,.webp,MP3,mp3,2,1,MP3,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-MP32-02.webp,.webp,MP32,mp32,2,1,MP32,simple,mapped,direct_sku,mapped,2,MP32 | MP3,simple | simple,Backing Washer Locator - | Pump Flapper Valve -,100 | 85
columbia,columbia-MP33-02.webp,.webp,MP33,mp33,2,1,MP33,simple,mapped,direct_sku,mapped,3,MP33 | MP3 | MP33A,simple | simple | simple,Filler Gasket - | Pump Flapper Valve - | Mud Pump Spring Assembly (MP33A) -,100 | 85 | 85
columbia,columbia-MP34-02.webp,.webp,MP34,mp34,2,0,,,,,orphan,1,MP3,simple,Pump Flapper Valve -,85
columbia,columbia-MP36-02.webp,.webp,MP36,mp36,2,1,MP36,simple,mapped,direct_sku,mapped,2,MP36 | MP3,simple | simple,Nylatron Bushing - | Pump Flapper Valve -,100 | 85
columbia,columbia-MP39-02.webp,.webp,MP39,mp39,2,1,MP39,simple,mapped,direct_sku,mapped,2,MP39 | MP3,simple | simple,Sleeve - | Pump Flapper Valve -,100 | 85
columbia,columbia-MP5-02.webp,.webp,MP5,mp5,2,1,MP5,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-MP6-02.webp,.webp,MP6,mp6,2,1,MP6,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-MP7-02.webp,.webp,MP7,mp7,2,1,MP7,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-MP8-02.webp,.webp,MP8,mp8,2,1,MP8,simple,mapped,direct_sku,mapped,0,,,,
columbia,columbia-MP9-02.webp,.webp,MP9,mp9,2,0,,,,,orphan,0,,,,
columbia,columbia-MP9A-02.webp,.webp,MP9A,mp9a,2,0,,,,,orphan,0,,,,
columbia,columbia-MP9C-02.webp,.webp,MP9C,mp9c,2,1,MP9C,simple,mapped,direct_sku,mapped,1,MP9C,simple,Connecting Link (MP9C) -,100
columbia,columbia-OPBS-01.webp,.webp,OPBS,opbs,1,1,OPBS,simple,mapped,direct_sku,mapped,1,OPBS,simple,Columbia One Piece Stainless Steel Bucket Scoop -,100
columbia,columbia-OPBS-02.webp,.webp,OPBS,opbs,2,1,OPBS,simple,mapped,direct_sku,mapped,1,OPBS,simple,Columbia One Piece Stainless Steel Bucket Scoop -,100
columbia,columbia-OPBS-03.webp,.webp,OPBS,opbs,3,1,OPBS,simple,mapped,direct_sku,mapped,1,OPBS,simple,Columbia One Piece Stainless Steel Bucket Scoop -,100
columbia,columbia-OPBS-04.webp,.webp,OPBS,opbs,4,1,OPBS,simple,mapped,direct_sku,mapped,1,OPBS,simple,Columbia One Piece Stainless Steel Bucket Scoop -,100
columbia,columbia-outside-90-grooved-mud-heads-01.webp,.webp,outside-90-grooved-mud-heads,outside-90-grooved-mud-heads,1,0,,,,,orphan,0,,,,
columbia,columbia-PTAPER-01.webp,.webp,PTAPER,ptaper,1,0,,,,,orphan,0,,,,
columbia,columbia-PTAPER-02.webp,.webp,PTAPER,ptaper,2,0,,,,,orphan,0,,,,
columbia,columbia-PTAPER-03.webp,.webp,PTAPER,ptaper,3,0,,,,,orphan,0,,,,
columbia,columbia-RK-02.webp,.webp,RK,rk,2,0,,,,,orphan,0,,,,
columbia,columbia-sander-head-01.webp,.webp,sander-head,sander-head,1,0,,,,,orphan,3,S1 | S2 | S3,simple | simple | simple,Sander Head Main Body (S1) - | Sander Head Pivot Pin (S2) - | Sander Head Return Spring (S3) -,85 | 85 | 85
columbia,columbia-sander-head-02.webp,.webp,sander-head,sander-head,2,0,,,,,orphan,3,S1 | S2 | S3,simple | simple | simple,Sander Head Main Body (S1) - | Sander Head Pivot Pin (S2) - | Sander Head Return Spring (S3) -,85 | 85 | 85
