"old_parent_sku","old_variation_sku","old_variation_name","new_simple_parent_sku","new_simple_sku","new_simple_name","available"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT29","CT29 - Right Nylatron Chain Roller (small)","COL-CT29-RIGHT-NYLATRON-CHAIN-ROLLER-SMALL","CT29","CT29 - Right Nylatron Chain Roller (small)","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT29A","CT29A - Left Nylatron Chain Roller (large)","COL-CT29A-LEFT-NYLATRON-CHAIN-ROLLER-LARGE","CT29A","CT29A - Left Nylatron Chain Roller (large)","false"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT31","CT31 - Chain Tension & Guide Bracket","COL-CT31-CHAIN-TENSION-GUIDE-BRACKET","CT31","CT31 - Chain Tension & Guide Bracket","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT35","CT35 - Cap Reinforcing Tab","COL-CT35-CAP-REINFORCING-TAB","CT35","CT35 - Cap Reinforcing Tab","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT36","CT36 - Return Spring Tube","COL-CT36-RETURN-SPRING-TUBE","CT36","CT36 - Return Spring Tube","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT40","CT40 - Return Spring Ring","COL-CT40-RETURN-SPRING-RING","CT40","CT40 - Return Spring Ring","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT41","CT41 - Knife Retainer Block","COL-CT41-KNIFE-RETAINER-BLOCK","CT41","CT41 - Knife Retainer Block","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT41A","CT41A - Knife Retainer Cap","COL-CT41A-KNIFE-RETAINER-CAP","CT41A","CT41A - Knife Retainer Cap","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT42A","CT42A - Diamond Blade","COL-CT42A-DIAMOND-BLADE","CT42A","CT42A - Diamond Blade","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT43","CT43 - Micro Chain","COL-CT43-MICRO-CHAIN","CT43","CT43 - Micro Chain","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT45","CT45 - Connecting Rod","COL-CT45-CONNECTING-ROD","CT45","CT45 - Connecting Rod","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT47","CT47 - Crimping Wheel","COL-CT47-CRIMPING-WHEEL","CT47","CT47 - Crimping Wheel","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT50","CT50 - Crimping Wheel Bushing","COL-CT50-CRIMPING-WHEEL-BUSHING","CT50","CT50 - Crimping Wheel Bushing","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT53","CT53 - Toe Kicker","COL-CT53-TOE-KICKER","CT53","CT53 - Toe Kicker","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT54","CT54 - Return Spring","COL-CT54-RETURN-SPRING","CT54","CT54 - Return Spring","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT55","CT55 - Carriage Guide Rod","COL-CT55-CARRIAGE-GUIDE-ROD","CT55","CT55 - Carriage Guide Rod","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT56","CT56 - Carriage Guide Rod Stop","COL-CT56-CARRIAGE-GUIDE-ROD-STOP","CT56","CT56 - Carriage Guide Rod Stop","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT57","CT57 - Tape Advance Carriage","COL-CT57-TAPE-ADVANCE-CARRIAGE","CT57","CT57 - Tape Advance Carriage","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT58","CT58 - Guide Rod Bushing","COL-CT58-GUIDE-ROD-BUSHING","CT58","CT58 - Guide Rod Bushing","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT62","CT62 - Needle Holding Shaft","COL-CT62-NEEDLE-HOLDING-SHAFT","CT62","CT62 - Needle Holding Shaft","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT63","CT63 - Needle","COL-CT63-NEEDLE","CT63","CT63 - Needle","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT64","CT64 - Needle Return Shaft","COL-CT64-NEEDLE-RETURN-SHAFT","CT64","CT64 - Needle Return Shaft","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT65","CT65 - Needle Return Spring","COL-CT65-NEEDLE-RETURN-SPRING","CT65","CT65 - Needle Return Spring","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT67","CT67 - Ratchet Gear","COL-CT67-RATCHET-GEAR","CT67","CT67 - Ratchet Gear","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT68","CT68 - Hub","COL-CT68-HUB","CT68","CT68 - Hub","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT70","CT70 - Drive Shaft","COL-CT70-DRIVE-SHAFT","CT70","CT70 - Drive Shaft","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT71","CT71 - Drive Sprocket - Small","COL-CT71-DRIVE-SPROCKET-SMALL","CT71","CT71 - Drive Sprocket - Small","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT72__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT72 - Cable","COL-CT72-CABLE-CT72-COLUMBIA-AUTOMATIC-","CT72__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT72 - Cable","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT73","CT73 - Cable Drum","COL-CT73-CABLE-DRUM","CT73","CT73 - Cable Drum","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT76","CT76 - Nylatron Washer","COL-CT76-NYLATRON-WASHER","CT76","CT76 - Nylatron Washer","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT77","CT77 - Drive Sprocket - Large","COL-CT77-DRIVE-SPROCKET-LARGE","CT77","CT77 - Drive Sprocket - Large","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT78","CT78 - Drive Chain","COL-CT78-DRIVE-CHAIN","CT78","CT78 - Drive Chain","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT79","CT79 - Hollow Shaft","COL-CT79-HOLLOW-SHAFT","CT79","CT79 - Hollow Shaft","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT80","CT80 - Manual Drive Grip","COL-CT80-MANUAL-DRIVE-GRIP","CT80","CT80 - Manual Drive Grip","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT81","CT81 - Clutch Return Spring","COL-CT81-CLUTCH-RETURN-SPRING","CT81","CT81 - Clutch Return Spring","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT82","CT82 - Clutch Lever","COL-CT82-CLUTCH-LEVER","CT82","CT82 - Clutch Lever","false"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT83","CT83 - Clutch Dog","COL-CT83-CLUTCH-DOG","CT83","CT83 - Clutch Dog","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT85","CT85 - Clutch Release Shaft","COL-CT85-CLUTCH-RELEASE-SHAFT","CT85","CT85 - Clutch Release Shaft","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT86","CT86 – Toe Kicker Cable","COL-CT86-TOE-KICKER-CABLE","CT86","CT86 – Toe Kicker Cable","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT87","CT87 - Engraved Cover Plate Cap","COL-CT87-ENGRAVED-COVER-PLATE-CAP","CT87","CT87 - Engraved Cover Plate Cap","false"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT88","CT88 - Clutch Release Rod","COL-CT88-CLUTCH-RELEASE-ROD","CT88","CT88 - Clutch Release Rod","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT87A","CT87A - Bracket Brace","COL-CT87A-BRACKET-BRACE","CT87A","CT87A - Bracket Brace","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT87-CS","CT87-CS - Rubber Seal","COL-CT87-CS-RUBBER-SEAL","CT87-CS","CT87-CS - Rubber Seal","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT89","CT89 - Release Rod Sleeve","COL-CT89-RELEASE-ROD-SLEEVE","CT89","CT89 - Release Rod Sleeve","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT90","CT90 - Rod Sleeve Housing","COL-CT90-ROD-SLEEVE-HOUSING","CT90","CT90 - Rod Sleeve Housing","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT92","CT92 - Release Clip Bushing","COL-CT92-RELEASE-CLIP-BUSHING","CT92","CT92 - Release Clip Bushing","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT92A","CT92A - Toe Kicker Caple Retainer Clip","COL-CT92A-TOE-KICKER-CAPLE-RETAINER-CLIP","CT92A","CT92A - Toe Kicker Caple Retainer Clip","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT96","CT96 - Mud Shut-Off Gasket","COL-CT96-MUD-SHUT-OFF-GASKET","CT96","CT96 - Mud Shut-Off Gasket","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT97","CT97 - Mud Supply Valve Body","COL-CT97-MUD-SUPPLY-VALVE-BODY","CT97","CT97 - Mud Supply Valve Body","false"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT98","CT98 - Mud Supply Seal Plate & Shaft","COL-CT98-MUD-SUPPLY-SEAL-PLATE-SHAFT","CT98","CT98 - Mud Supply Seal Plate & Shaft","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","CT101","CT101 - Return Spring","COL-CT101-RETURN-SPRING","CT101","CT101 - Return Spring","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA199","FA199 - 2-56 x 3/16"" Binder Slot","COL-FA199-2-56-X-3-16-BINDER-SLOT","FA199","FA199 - 2-56 x 3/16"" Binder Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA200","FA200 - 1/16 x 1/4"" Split Pin","COL-FA200-1-16-X-1-4-SPLIT-PIN","FA200","FA200 - 1/16 x 1/4"" Split Pin","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA203","FA203 - 1/16 x 3/4"" Cotter Pin","COL-FA203-1-16-X-3-4-COTTER-PIN","FA203","FA203 - 1/16 x 3/4"" Cotter Pin","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA206","FA206 - 4-40 Hex Nut","COL-FA206-4-40-HEX-NUT","FA206","FA206 - 4-40 Hex Nut","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA207__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA207 - 4-40 Nyloc Nut","COL-FA207-4-40-NYLOC-NUT-FA207-COLUMBIA-AUTOMATIC","FA207__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA207 - 4-40 Nyloc Nut","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA208__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA208 - 4-40 x 1/8"" Binder Slot","COL-FA208-4-40-X-1-8-BINDER-SLOT-FA208-COLUMBIA-AUTOMATIC","FA208__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA208 - 4-40 x 1/8"" Binder Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA210","FA210 - 4-40 x 3/16"" Binder Slot","COL-FA210-4-40-X-3-16-BINDER-SLOT","FA210","FA210 - 4-40 x 3/16"" Binder Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA212","FA212 - 4-40 x 3/16"" Truss Slot","COL-FA212-4-40-X-3-16-TRUSS-SLOT","FA212","FA212 - 4-40 x 3/16"" Truss Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA213__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA213 - 4-40 x 1/4"" Binder Slot","COL-FA213-4-40-X-1-4-BINDER-SLOT","FA213__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA213 - 4-40 x 1/4"" Binder Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA214","FA214 - 4-40 x 1/4"" Flat Slot","COL-FA214-4-40-X-1-4-FLAT-SLOT","FA214","FA214 - 4-40 x 1/4"" Flat Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA215","FA215 - 4-40 x 5/16"" Binder Slot","COL-FA215-4-40-X-5-16-BINDER-SLOT","FA215","FA215 - 4-40 x 5/16"" Binder Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA219__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA219 - 4-40 x 1/2"" Fillister Slot","COL-FA219-4-40-X-1-2-FILLISTER-SLOT-FA219-COLUMBIA-AUTOMATIC","FA219__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA219 - 4-40 x 1/2"" Fillister Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA220__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA220 - 4-40 x 3/4"" Hex Bolt","COL-FA220-4-40-X-3-4-HEX-BOLT-FA220-COLUMBIA-AUTOMATIC","FA220__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA220 - 4-40 x 3/4"" Hex Bolt","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA224","FA224 - 1/8"" x 3/8"" Split Pin","COL-FA224-1-8-X-3-8-SPLIT-PIN","FA224","FA224 - 1/8"" x 3/8"" Split Pin","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA228__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA228 - #6 Flat Washer","COL-FA228-6-FLAT-WASHER","FA228__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA228 - #6 Flat Washer","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA229__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA229 - #6 Lock Washer","COL-FA229-6-LOCK-WASHER","FA229__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA229 - #6 Lock Washer","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA230","FA230 - #6 Star Washer","COL-FA230-6-STAR-WASHER","FA230","FA230 - #6 Star Washer","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA233__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA233 - 6-32 Nyloc Nut","COL-FA233-6-32-NYLOC-NUT","FA233__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA233 - 6-32 Nyloc Nut","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA234","FA234 - 6-32 Nyloc Jam Nut","COL-FA234-6-32-NYLOC-JAM-NUT","FA234","FA234 - 6-32 Nyloc Jam Nut","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA238__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA238 - 6-32 x 3/16"" Fillister Slot","COL-FA238-6-32-X-3-16-FILLISTER-SLOT","FA238__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA238 - 6-32 x 3/16"" Fillister Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA239__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA239 - 6-32 x 1/4"" Binder Slot","COL-FA239-6-32-X-1-4-BINDER-SLOT-FA239-COLUMBIA-AUTOMATIC","FA239__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA239 - 6-32 x 1/4"" Binder Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA241__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA241 - 6-32 x 3/8"" Binder Slot","COL-FA241-6-32-X-3-8-BINDER-SLOT","FA241__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA241 - 6-32 x 3/8"" Binder Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA243","FA243 - 6-32 x 3/8"" Flat Slot","COL-FA243-6-32-X-3-8-FLAT-SLOT","FA243","FA243 - 6-32 x 3/8"" Flat Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA244","FA244 - 6-32 x 1/2"" Pan Slot","COL-FA244-6-32-X-1-2-PAN-SLOT","FA244","FA244 - 6-32 x 1/2"" Pan Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA245__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA245 - 6-32 x 1/2"" Fillister Slot","COL-FA245-6-32-X-1-2-FILLISTER-SLOT-FA245-COLUMBIA-AUTOMATIC","FA245__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA245 - 6-32 x 1/2"" Fillister Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA253__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA253 - #8 Flat Washer","COL-FA253-8-FLAT-WASHER","FA253__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA253 - #8 Flat Washer","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA254__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA254 - 8-32 Nyloc Nut","COL-FA254-8-32-NYLOC-NUT","FA254__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA254 - 8-32 Nyloc Nut","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA257__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA257 - 8-32 x 1/4"" Fillister Slot","COL-FA257-8-32-X-1-4-FILLISTER-SLOT-FA257-COLUMBIA-AUTOMATIC","FA257__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA257 - 8-32 x 1/4"" Fillister Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA258__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA258 - 8-32 X 1/4"" Half Dog Set","COL-FA258-8-32-X-1-4-HALF-DOG-SET","FA258__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA258 - 8-32 X 1/4"" Half Dog Set","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA264","FA264 - 8-32 x 5/8"" Truss Slot","COL-FA264-8-32-X-5-8-TRUSS-SLOT","FA264","FA264 - 8-32 x 5/8"" Truss Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA265__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA265 - 8-32 x 3/4"" Truss Slot","COL-FA265-8-32-X-3-4-TRUSS-SLOT-FA265-COLUMBIA-AUTOMATIC","FA265__COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA265 - 8-32 x 3/4"" Truss Slot","true"
"COL-COLUMBIA-AUTOMATIC-TAPER-HEAD-REPAIR-PARTS","FA267","FA267 - 8-32 x 1 1/2"" Pan Slot","COL-FA267-8-32-X-1-1-2-PAN-SLOT","FA267","FA267 - 8-32 x 1 1/2"" Pan Slot","true"
"COL-COLUMBIA-BEAD-WHEEL-CONVERSION-KIT","FFBR-40-8","Columbia Bead Wheel Conversion Kit - 8""","COL-COLUMBIA-BEAD-WHEEL-CONVERSION-KIT-8","FFBR-40-8","Columbia Bead Wheel Conversion Kit - 8""","true"
"COL-COLUMBIA-BEAD-WHEEL-CONVERSION-KIT","FFBR-40-10","Columbia Bead Wheel Conversion Kit - 10""","COL-COLUMBIA-BEAD-WHEEL-CONVERSION-KIT-10","FFBR-40-10","Columbia Bead Wheel Conversion Kit - 10""","true"
"COL-COLUMBIA-BEAD-WHEEL-CONVERSION-KIT","FFBR-40-12","Columbia Bead Wheel Conversion Kit - 12""","COL-COLUMBIA-BEAD-WHEEL-CONVERSION-KIT-12","FFBR-40-12","Columbia Bead Wheel Conversion Kit - 12""","true"
"COL-COLUMBIA-BEAD-WHEEL-CONVERSION-KIT","FFBR40-14","Columbia Bead Wheel Conversion Kit - 14""","COL-COLUMBIA-BEAD-WHEEL-CONVERSION-KIT-14","FFBR40-14","Columbia Bead Wheel Conversion Kit - 14""","false"
"COL-COLUMBIA-BOX-BLADE-BAR-REPAIR-KIT-7-14","FFBR-2-7","Columbia Box Blade Bar Repair Kit - 7""","COL-COLUMBIA-BOX-BLADE-BAR-REPAIR-KIT-7","FFBR-2-7","Columbia Box Blade Bar Repair Kit - 7""","false"
"COL-COLUMBIA-BOX-BLADE-BAR-REPAIR-KIT-7-14","FFBR-2-8","Columbia Box Blade Bar Repair Kit - 8""","COL-COLUMBIA-BOX-BLADE-BAR-REPAIR-KIT-8","FFBR-2-8","Columbia Box Blade Bar Repair Kit - 8""","false"
"COL-COLUMBIA-BOX-BLADE-BAR-REPAIR-KIT-7-14","FFBR-2-10","Columbia Box Blade Bar Repair Kit - 10""","COL-COLUMBIA-BOX-BLADE-BAR-REPAIR-KIT-10","FFBR-2-10","Columbia Box Blade Bar Repair Kit - 10""","false"
"COL-COLUMBIA-BOX-BLADE-BAR-REPAIR-KIT-7-14","FFBR-2-12","Columbia Box Blade Bar Repair Kit - 12""","COL-COLUMBIA-BOX-BLADE-BAR-REPAIR-KIT-12","FFBR-2-12","Columbia Box Blade Bar Repair Kit - 12""","false"
"COL-COLUMBIA-BOX-BLADE-BAR-REPAIR-KIT-7-14","FFBR-2-14","Columbia Box Blade Bar Repair Kit - 14""","COL-COLUMBIA-BOX-BLADE-BAR-REPAIR-KIT-14","FFBR-2-14","Columbia Box Blade Bar Repair Kit - 14""","false"
"COL-COLUMBIA-BOX-BLADE-MAINTENANCE-KIT","FFBR-9-5.5","Columbia Box Blade Maintenance Kit - 5.5""","COL-COLUMBIA-BOX-BLADE-MAINTENANCE-KIT-5-5","FFBR-9-5.5","Columbia Box Blade Maintenance Kit - 5.5""","true"
"COL-COLUMBIA-BOX-BLADE-MAINTENANCE-KIT","FFBR-9-7","Columbia Box Blade Maintenance Kit - 7""","COL-COLUMBIA-BOX-BLADE-MAINTENANCE-KIT-7","FFBR-9-7","Columbia Box Blade Maintenance Kit - 7""","true"
"COL-COLUMBIA-BOX-BLADE-MAINTENANCE-KIT","FFBR-9-8","Columbia Box Blade Maintenance Kit - 8""","COL-COLUMBIA-BOX-BLADE-MAINTENANCE-KIT-8","FFBR-9-8","Columbia Box Blade Maintenance Kit - 8""","true"
"COL-COLUMBIA-BOX-BLADE-MAINTENANCE-KIT","FFBR-9-10","Columbia Box Blade Maintenance Kit - 10""","COL-COLUMBIA-BOX-BLADE-MAINTENANCE-KIT-10","FFBR-9-10","Columbia Box Blade Maintenance Kit - 10""","true"
"COL-COLUMBIA-BOX-BLADE-MAINTENANCE-KIT","FFBR-9-12","Columbia Box Blade Maintenance Kit - 12""","COL-COLUMBIA-BOX-BLADE-MAINTENANCE-KIT-12","FFBR-9-12","Columbia Box Blade Maintenance Kit - 12""","true"
"COL-COLUMBIA-BOX-BLADE-MAINTENANCE-KIT","FFBR-9-14","Columbia Box Blade Maintenance Kit - 14""","COL-COLUMBIA-BOX-BLADE-MAINTENANCE-KIT-14","FFBR-9-14","Columbia Box Blade Maintenance Kit - 14""","true"
"COL-COLUMBIA-BOX-FILLER-ADAPTOR-PARTS","MP9","MP9 - Standard Fitting","COL-MP9-STANDARD-FITTING","MP9","MP9 - Standard Fitting","true"
"COL-COLUMBIA-BOX-FILLER-ADAPTOR-PARTS","MP9A","MP9A - Connecting Chain","COL-MP9A-CONNECTING-CHAIN","MP9A","MP9A - Connecting Chain","true"
"COL-COLUMBIA-BOX-FILLER-ADAPTOR-PARTS","MP9C","MP9C - S-Hook","COL-MP9C-S-HOOK","MP9C","MP9C - S-Hook","true"
"COL-COLUMBIA-BOX-FILLER-ADAPTOR-PARTS","MP23A__COLUMBIA-BOX-FILLER-ADAPTOR-PARTS","MP23A - O-Ring","COL-MP23A-O-RING","MP23A__COLUMBIA-BOX-FILLER-ADAPTOR-PARTS","MP23A - O-Ring","true"
"COL-COLUMBIA-BOX-FILLER-ADAPTOR-PARTS","MP34","MP34 - Pump Adaptor","COL-MP34-PUMP-ADAPTOR","MP34","MP34 - Pump Adaptor","false"
"COL-COLUMBIA-CAM-LOCK-TAPER-CAP-ASSEMBLY","CPTA87-CL","Columbia Cam Lock Taper Cap Assembly - Predator","COL-COLUMBIA-CAM-LOCK-TAPER-CAP-ASSEMBLY-PREDATOR","CPTA87-CL","Columbia Cam Lock Taper Cap Assembly - Predator","true"
"COL-COLUMBIA-CAM-LOCK-TAPER-CAP-ASSEMBLY","CTA87-CL","Columbia Cam Lock Taper Cap Assembly - Regular Taper","COL-COLUMBIA-CAM-LOCK-TAPER-CAP-ASSEMBLY-REGULAR-TAPER","CTA87-CL","Columbia Cam Lock Taper Cap Assembly - Regular Taper","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB3-7","CFB3-7 - Side Plate 7""","COL-CFB3-7-SIDE-PLATE-7","CFB3-7","CFB3-7 - Side Plate 7""","true"
