"old_parent_sku","old_variation_sku","old_variation_name","new_simple_parent_sku","new_simple_sku","new_simple_name","available"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB3-8","CFB3-8 - Side Plate 8""","COL-CFB3-8-SIDE-PLATE-8","CFB3-8","CFB3-8 - Side Plate 8""","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB4-7","CFB4-7 - Door 7""","COL-CFB4-7-DOOR-7","CFB4-7","CFB4-7 - Door 7""","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB4-8","CFB4-8 - Door 8""","COL-CFB4-8-DOOR-8","CFB4-8","CFB4-8 - Door 8""","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB5B__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB5B - Cone Ball","COL-CFB5B-CONE-BALL","CFB5B__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB5B - Cone Ball","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB6","CFB6 - Mud Supply Valve Unit","COL-CFB6-MUD-SUPPLY-VALVE-UNIT","CFB6","CFB6 - Mud Supply Valve Unit","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB7-7","CFB7-7 - Door Gasket 7""","COL-CFB7-7-DOOR-GASKET-7","CFB7-7","CFB7-7 - Door Gasket 7""","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB7-8","CFB7-8 - Door Gasket 8""","COL-CFB7-8-DOOR-GASKET-8","CFB7-8","CFB7-8 - Door Gasket 8""","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB8","CFB8 - Box Mount","COL-CFB8-BOX-MOUNT","CFB8","CFB8 - Box Mount","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB10","CFB10 - 5/16-18 x 3/4"" Thumb Screw","COL-CFB10-5-16-18-X-3-4-THUMB-SCREW","CFB10","CFB10 - 5/16-18 x 3/4"" Thumb Screw","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB11A","CFB11A - Door Stop","COL-CFB11A-DOOR-STOP","CFB11A","CFB11A - Door Stop","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB15","CFB15 - Door Hinge","COL-CFB15-DOOR-HINGE","CFB15","CFB15 - Door Hinge","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB15A","CFB15A - Hinge Bushing (Plastic Washer)","COL-CFB15A-HINGE-BUSHING-PLASTIC-WASHER","CFB15A","CFB15A - Hinge Bushing (Plastic Washer)","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","CFB16","CFB16 - Bearing Sleeve","COL-CFB16-BEARING-SLEEVE","CFB16","CFB16 - Bearing Sleeve","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA213__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA213 - 4-40 x 1/4"" Binder Slot","COL-FA213-4-40-X-1-4-BINDER-SLOT-FA213-COLUMBIA-CORNER-FL","FA213__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA213 - 4-40 x 1/4"" Binder Slot","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA219__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA219 - 4-40 X 1/2"" Fillister Slot","COL-FA219-4-40-X-1-2-FILLISTER-SLOT-FA219-COLUMBIA-CORNER-FL","FA219__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA219 - 4-40 X 1/2"" Fillister Slot","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA228__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA228 - #6 Flat Washer","COL-FA228-6-FLAT-WASHER-FA228-COLUMBIA-CORNER-FL","FA228__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA228 - #6 Flat Washer","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA231__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA231 - 6-32 x 3/8"" Hex Bolt","COL-FA231-6-32-X-3-8-HEX-BOLT","FA231__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA231 - 6-32 x 3/8"" Hex Bolt","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA232__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA232 - 6-32 Hex Nut","COL-FA232-6-32-HEX-NUT","FA232__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA232 - 6-32 Hex Nut","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA238__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA238 - 6-32 X 3/16"" Fillister Slot","COL-FA238-6-32-X-3-16-FILLISTER-SLOT-FA238-COLUMBIA-CORNER-FL","FA238__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA238 - 6-32 X 3/16"" Fillister Slot","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA241__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA241 - 6-32 X 3/8"" Binder Slot","COL-FA241-6-32-X-3-8-BINDER-SLOT-FA241-COLUMBIA-CORNER-FL","FA241__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA241 - 6-32 X 3/8"" Binder Slot","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA247__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA247 - 6-32 X 5/8"" Hex Bolt","COL-FA247-6-32-X-5-8-HEX-BOLT","FA247__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA247 - 6-32 X 5/8"" Hex Bolt","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA253__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA253 - #8 Flat Washer","COL-FA253-8-FLAT-WASHER-FA253-COLUMBIA-CORNER-FL","FA253__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA253 - #8 Flat Washer","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA258__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA258 - 8-32X 1/4 Half Dog Set","COL-FA258-8-32X-1-4-HALF-DOG-SET-FA258-COLUMBIA-CORNER-FL","FA258__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA258 - 8-32X 1/4 Half Dog Set","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA261","FA261 - 8-32 X 3/8"" Socket Screw","COL-FA261-8-32-X-3-8-SOCKET-SCREW","FA261","FA261 - 8-32 X 3/8"" Socket Screw","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA262__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA262 - 8-32 x 1/2"" Socket","COL-FA262-8-32-X-1-2-SOCKET","FA262__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA262 - 8-32 x 1/2"" Socket","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA280__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA280 - #10 Belleville Washer","COL-FA280-10-BELLEVILLE-WASHER","FA280__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA280 - #10 Belleville Washer","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FA296","FA296 - 1/4 -20 x 1/2"" Hex Bolt","COL-FA296-1-4-20-X-1-2-HEX-BOLT","FA296","FA296 - 1/4 -20 x 1/2"" Hex Bolt","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FFB32__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FFB32 - Door Stop","COL-FFB32-DOOR-STOP","FFB32__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FFB32 - Door Stop","true"
"COL-COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FFB32A__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FFB32A - Thumb Release Clip Screw","COL-FFB32A-THUMB-RELEASE-CLIP-SCREW","FFB32A__COLUMBIA-CORNER-FLUSHER-BOX-REPAIR-PARTS","FFB32A - Thumb Release Clip Screw","true"
"COL-COLUMBIA-CORNER-ROLLER-REPAIR-PARTS","CR1","CR1 - Head Casting","COL-CR1-HEAD-CASTING","CR1","CR1 - Head Casting","false"
"COL-COLUMBIA-CORNER-ROLLER-REPAIR-PARTS","CR2","CR2 - Roller (2 piece - nylatron/steel)","COL-CR2-ROLLER-2-PIECE-NYLATRON-STEEL","CR2","CR2 - Roller (2 piece - nylatron/steel)","true"
"COL-COLUMBIA-CORNER-ROLLER-REPAIR-PARTS","CR-3","CR3 - Bearing Sleeve","COL-CR3-BEARING-SLEEVE","CR-3","CR3 - Bearing Sleeve","false"
"COL-COLUMBIA-CORNER-ROLLER-REPAIR-PARTS","CR4","CR4 - Cut Washer","COL-CR4-CUT-WASHER","CR4","CR4 - Cut Washer","false"
"COL-COLUMBIA-CORNER-ROLLER-REPAIR-PARTS","CR6","CR6 - Handle Mounting Swivel","COL-CR6-HANDLE-MOUNTING-SWIVEL","CR6","CR6 - Handle Mounting Swivel","false"
"COL-COLUMBIA-CORNER-ROLLER-REPAIR-PARTS","CR11","CR11 - Handle Connecting Link","COL-CR11-HANDLE-CONNECTING-LINK","CR11","CR11 - Handle Connecting Link","false"
"COL-COLUMBIA-CORNER-ROLLER-REPAIR-PARTS","CR12","CR12 - Swivel Coupling Pin","COL-CR12-SWIVEL-COUPLING-PIN","CR12","CR12 - Swivel Coupling Pin","true"
"COL-COLUMBIA-CORNER-ROLLER-REPAIR-PARTS","FA262__COLUMBIA-CORNER-ROLLER-REPAIR-PARTS","FA262 - 8-32 x 1/2"" Socket","COL-FA262-8-32-X-1-2-SOCKET-FA262-COLUMBIA-CORNER-RO","FA262__COLUMBIA-CORNER-ROLLER-REPAIR-PARTS","FA262 - 8-32 x 1/2"" Socket","true"
"COL-COLUMBIA-CORNER-ROLLER-REPAIR-PARTS","FA288","FA288 - 1/4"" X 3/4"" Split Pin","COL-FA288-1-4-X-3-4-SPLIT-PIN","FA288","FA288 - 1/4"" X 3/4"" Split Pin","true"
"COL-COLUMBIA-CORNER-ROLLER-REPAIR-PARTS","FA299","FA299 - 1/4-20 x 1 1/2"" Pan Phillips","COL-FA299-1-4-20-X-1-1-2-PAN-PHILLIPS","FA299","FA299 - 1/4-20 x 1 1/2"" Pan Phillips","true"
"COL-COLUMBIA-FAT-BOY-HINGE-BOX-END-PLATE-NEW-STYLE","HFBB3","Columbia Fat Boy Hinge Box End Plate (New Style) - Left Side","COL-COLUMBIA-FAT-BOY-HINGE-BOX-END-PLATE-NEW-STYLE-LEFT-SIDE","HFBB3","Columbia Fat Boy Hinge Box End Plate (New Style) - Left Side","true"
"COL-COLUMBIA-FAT-BOY-HINGE-BOX-END-PLATE-NEW-STYLE","HFBB3A","Columbia Fat Boy Hinge Box End Plate (New Style) - Right Side","COL-COLUMBIA-FAT-BOY-HINGE-BOX-END-PLATE-NEW-STYLE-RIGHT-SIDE","HFBB3A","Columbia Fat Boy Hinge Box End Plate (New Style) - Right Side","false"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA216","FA216 - 4-40 X 3/8” Fillister Slot","COL-FA216-4-40-X-3-8-FILLISTER-SLOT","FA216","FA216 - 4-40 X 3/8” Fillister Slot","false"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA231__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA231 - 6-32 x 3/8"" Hex Bolt","COL-FA231-6-32-X-3-8-HEX-BOLT-FA231-COLUMBIA-FLAT-FINI","FA231__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA231 - 6-32 x 3/8"" Hex Bolt","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA232__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA232 - 6-32 Hex Nut","COL-FA232-6-32-HEX-NUT-FA232-COLUMBIA-FLAT-FINI","FA232__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA232 - 6-32 Hex Nut","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA233__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA233 - 6-32 Nyloc Nut","COL-FA233-6-32-NYLOC-NUT-FA233-COLUMBIA-FLAT-FINI","FA233__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA233 - 6-32 Nyloc Nut","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA238__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA238 - 6-32 X 3/16"" Fillister Slot","COL-FA238-6-32-X-3-16-FILLISTER-SLOT-FA238-COLUMBIA-FLAT-FINI","FA238__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA238 - 6-32 X 3/16"" Fillister Slot","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA239__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA239 - 6-32 X 1/4"" Binder Slot","COL-FA239-6-32-X-1-4-BINDER-SLOT-FA239-COLUMBIA-FLAT-FINI","FA239__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA239 - 6-32 X 1/4"" Binder Slot","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA241__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA241 - 6-32 X 3/8"" Binder Slot","COL-FA241-6-32-X-3-8-BINDER-SLOT-FA241-COLUMBIA-FLAT-FINI","FA241__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA241 - 6-32 X 3/8"" Binder Slot","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA247__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA247 - 6-32 X 5/8"" Hex Bolt","COL-FA247-6-32-X-5-8-HEX-BOLT-FA247-COLUMBIA-FLAT-FINI","FA247__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA247 - 6-32 X 5/8"" Hex Bolt","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA258__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA258 - 8-32X 1/4 Half Dog Set","COL-FA258-8-32X-1-4-HALF-DOG-SET-FA258-COLUMBIA-FLAT-FINI","FA258__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA258 - 8-32X 1/4 Half Dog Set","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA268__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA268 - #10 Flat Washer","COL-FA268-10-FLAT-WASHER-FA268-COLUMBIA-FLAT-FINI","FA268__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA268 - #10 Flat Washer","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA271__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA271 - 10-24 Nyloc Nut","COL-FA271-10-24-NYLOC-NUT","FA271__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA271 - 10-24 Nyloc Nut","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA272","FA272 - 10-24 Wing Nut","COL-FA272-10-24-WING-NUT","FA272","FA272 - 10-24 Wing Nut","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA275","FA275 - 10-24 x 7/8"" Hex Bolt","COL-FA275-10-24-X-7-8-HEX-BOLT","FA275","FA275 - 10-24 x 7/8"" Hex Bolt","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA280__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA280 - #10 Belleville Washer","COL-FA280-10-BELLEVILLE-WASHER-FA280-COLUMBIA-FLAT-FINI","FA280__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FA280 - #10 Belleville Washer","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB4A","FFB4A - Stainless Steel Washer","COL-FFB4A-STAINLESS-STEEL-WASHER","FFB4A","FFB4A - Stainless Steel Washer","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB4B","FFB4B - Stainless Steel Backing Washer","COL-FFB4B-STAINLESS-STEEL-BACKING-WASHER","FFB4B","FFB4B - Stainless Steel Backing Washer","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB5-7","FFB5-7 - Axle - 7""","COL-FFB5-7-AXLE-7","FFB5-7","FFB5-7 - Axle - 7""","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB5-8","FFB5-8 - Axle - 8""","COL-FFB5-8-AXLE-8","FFB5-8","FFB5-8 - Axle - 8""","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB5-10","FFB5-10 - Axle - 10""","COL-FFB5-10-AXLE-10","FFB5-10","FFB5-10 - Axle - 10""","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB5-12","FFB5-12 - Axle - 12""","COL-FFB5-12-AXLE-12","FFB5-12","FFB5-12 - Axle - 12""","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB5-14","FFB5-14 - Axle - 14""","COL-FFB5-14-AXLE-14","FFB5-14","FFB5-14 - Axle - 14""","false"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB5A","FFB5A - Axel Bushing","COL-FFB5A-AXEL-BUSHING","FFB5A","FFB5A - Axel Bushing","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB7","FFB7 - Shoe - Right","COL-FFB7-SHOE-RIGHT","FFB7","FFB7 - Shoe - Right","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB7A","FFB7A - Shoe - Left","COL-FFB7A-SHOE-LEFT","FFB7A","FFB7A - Shoe - Left","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB8","FFB8 - Bar Retainer Clip","COL-FFB8-BAR-RETAINER-CLIP","FFB8","FFB8 - Bar Retainer Clip","false"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB9-5.5","FFB9-5.5 - Blade 5.5""","COL-FFB9-5-5-BLADE-5-5","FFB9-5.5","FFB9-5.5 - Blade 5.5""","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB9-7","FFB9-7 - Blade - 7""","COL-FFB9-7-BLADE-7","FFB9-7","FFB9-7 - Blade - 7""","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB9-8","FFB9-8 - Blade - 8""","COL-FFB9-8-BLADE-8","FFB9-8","FFB9-8 - Blade - 8""","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB9-10","FFB9-10 - Blade - 10""","COL-FFB9-10-BLADE-10","FFB9-10","FFB9-10 - Blade - 10""","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB9-12","FFB9-12 - Blade - 12""","COL-FFB9-12-BLADE-12","FFB9-12","FFB9-12 - Blade - 12""","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB9-14","FFB9-14 - Blade 14""","COL-FFB9-14-BLADE-14","FFB9-14","FFB9-14 - Blade 14""","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB11-8","FFB11-8 - Adjuster Spring - 8""","COL-FFB11-8-ADJUSTER-SPRING-8","FFB11-8","FFB11-8 - Adjuster Spring - 8""","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB11-10","FFB11-10 - Adjuster Spring - 10""","COL-FFB11-10-ADJUSTER-SPRING-10","FFB11-10","FFB11-10 - Adjuster Spring - 10""","false"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB11-12","FFB11-12 - Adjuster Spring - 12""","COL-FFB11-12-ADJUSTER-SPRING-12","FFB11-12","FFB11-12 - Adjuster Spring - 12""","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB16","FFB16 - Door Spring Nut","COL-FFB16-DOOR-SPRING-NUT","FFB16","FFB16 - Door Spring Nut","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB17","FFB17 - Door Spring","COL-FFB17-DOOR-SPRING","FFB17","FFB17 - Door Spring","false"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB25-10","FFB25-10 - 10"" Rubber Gasket Retainer","COL-FFB25-10-10-RUBBER-GASKET-RETAINER","FFB25-10","FFB25-10 - 10"" Rubber Gasket Retainer","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB25-12","FFB25-12 - 12"" Rubber Gasket Retainer","COL-FFB25-12-12-RUBBER-GASKET-RETAINER","FFB25-12","FFB25-12 - 12"" Rubber Gasket Retainer","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB32__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB32 - Door Stop","COL-FFB32-DOOR-STOP-FFB32-COLUMBIA-FLAT-FINI","FFB32__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB32 - Door Stop","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB32A__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB32A - Thumb Release Clip Screw","COL-FFB32A-THUMB-RELEASE-CLIP-SCREW-FFB32A-COLUMBIA-FLAT-FIN","FFB32A__COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB32A - Thumb Release Clip Screw","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB36","FFB36 - Box Wheel","COL-FFB36-BOX-WHEEL","FFB36","FFB36 - Box Wheel","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB37","FFB37 - Rubber for Box Wheel","COL-FFB37-RUBBER-FOR-BOX-WHEEL","FFB37","FFB37 - Rubber for Box Wheel","false"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB38","FFB38 - Nyliner Bearing","COL-FFB38-NYLINER-BEARING","FFB38","FFB38 - Nyliner Bearing","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","FFB39","FFB39 - Hex Bolt","COL-FFB39-HEX-BOLT","FFB39","FFB39 - Hex Bolt","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","HFFB1A-10","HFFB1A-10 - Mud Seal Strip - 10""","COL-HFFB1A-10-MUD-SEAL-STRIP-10","HFFB1A-10","HFFB1A-10 - Mud Seal Strip - 10""","false"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","HFFB3","HFFB3 - Hinge Box End Plate-Right","COL-HFFB3-HINGE-BOX-END-PLATE-RIGHT","HFFB3","HFFB3 - Hinge Box End Plate-Right","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","HFFB3A","HFFB3A - Hinge Box End Plate- Left","COL-HFFB3A-HINGE-BOX-END-PLATE-LEFT","HFFB3A","HFFB3A - Hinge Box End Plate- Left","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","HFFB4D","HFFB4D - Nylatron Bushing","COL-HFFB4D-NYLATRON-BUSHING","HFFB4D","HFFB4D - Nylatron Bushing","false"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","HFFB14-8","HFFB14-8 - 8"" Flat Box Hinged Door Gasket","COL-HFFB14-8-8-FLAT-BOX-HINGED-DOOR-GASKET","HFFB14-8","HFFB14-8 - 8"" Flat Box Hinged Door Gasket","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","HFFB14-10","HFFB14-10 - 10"" Flat Box Hinged Door Gasket","COL-HFFB14-10-10-FLAT-BOX-HINGED-DOOR-GASKET","HFFB14-10","HFFB14-10 - 10"" Flat Box Hinged Door Gasket","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","HFFB14-12","HFFB14-12 - 12"" Flat Box Hinged Door Gasket","COL-HFFB14-12-12-FLAT-BOX-HINGED-DOOR-GASKET","HFFB14-12","HFFB14-12 - 12"" Flat Box Hinged Door Gasket","true"
"COL-COLUMBIA-FLAT-FINISHING-BOX-REPAIR-PARTS","HFFB14-14","HFFB14-14 - 14"" Flat Box Hinged Door Gasket","COL-HFFB14-14-14-FLAT-BOX-HINGED-DOOR-GASKET","HFFB14-14","HFFB14-14 - 14"" Flat Box Hinged Door Gasket","true"
"COL-COLUMBIA-HINGED-NAIL-SPOTTER-WHEEL-CONVERSION-KIT","HNSA-5-2","Columbia Hinged Nail Spotter Wheel Conversion Kit - 2""","COL-COLUMBIA-HINGED-NAIL-SPOTTER-WHEEL-CONVERSION-KIT-2","HNSA-5-2","Columbia Hinged Nail Spotter Wheel Conversion Kit - 2""","true"
"COL-COLUMBIA-HINGED-NAIL-SPOTTER-WHEEL-CONVERSION-KIT","HNSA-5-3","Columbia Hinged Nail Spotter Wheel Conversion Kit - 3""","COL-COLUMBIA-HINGED-NAIL-SPOTTER-WHEEL-CONVERSION-KIT-3","HNSA-5-3","Columbia Hinged Nail Spotter Wheel Conversion Kit - 3""","true"
"COL-COLUMBIA-HINGED-NAILSPOTTER-REPAIR-PARTS","FA218","FA218 - 4-40 x 3/8"" Flat Slot","COL-FA218-4-40-X-3-8-FLAT-SLOT","FA218","FA218 - 4-40 x 3/8"" Flat Slot","true"
"COL-COLUMBIA-HINGED-NAILSPOTTER-REPAIR-PARTS","FA228__COLUMBIA-HINGED-NAILSPOTTER-REPAIR-PARTS","FA228 - #6 Flat Washer","COL-FA228-6-FLAT-WASHER-FA228-COLUMBIA-HINGED-NA","FA228__COLUMBIA-HINGED-NAILSPOTTER-REPAIR-PARTS","FA228 - #6 Flat Washer","true"
