group_id,canonical_file,file_name,is_canonical,group_size
105,asgard-power-assist-finishing-box-PA07-AD-01.webp,asgard-ag24-asgard-power-assist-finishing-box-PA07-AD-01.webp,0,2
105,asgard-power-assist-finishing-box-PA07-AD-01.webp,asgard-power-assist-finishing-box-PA07-AD-01.webp,1,2
106,asgard-finishing-box-EZ10-AD-01.webp,asgard-ag25-asgard-finishing-box-EZ10-AD-01.webp,0,2
106,asgard-finishing-box-EZ10-AD-01.webp,asgard-finishing-box-EZ10-AD-01.webp,1,2
107,asgard-maxxbox-finishing-box-EHC10-AD-01.webp,asgard-ag26-asgard-maxxbox-finishing-box-EHC10-AD-01.webp,0,2
107,asgard-maxxbox-finishing-box-EHC10-AD-01.webp,asgard-maxxbox-finishing-box-EHC10-AD-01.webp,1,2
108,asgard-power-assist-finishing-box-PA10-AD-01.webp,asgard-ag28-asgard-power-assist-finishing-box-PA10-AD-01.webp,0,2
108,asgard-power-assist-finishing-box-PA10-AD-01.webp,asgard-power-assist-finishing-box-PA10-AD-01.webp,1,2
109,asgard-finishing-box-EZ12-AD-01.webp,asgard-ag30-asgard-finishing-box-EZ12-AD-01.webp,0,2
109,asgard-finishing-box-EZ12-AD-01.webp,asgard-finishing-box-EZ12-AD-01.webp,1,2
110,asgard-maxxbox-finishing-box-EHC12-AD-01.webp,asgard-ag31-asgard-maxxbox-finishing-box-EHC12-AD-01.webp,0,2
110,asgard-maxxbox-finishing-box-EHC12-AD-01.webp,asgard-maxxbox-finishing-box-EHC12-AD-01.webp,1,2
111,asgard-power-assist-finishing-box-PA12-AD-01.webp,asgard-ag33-asgard-power-assist-finishing-box-PA12-AD-01.webp,0,2
111,asgard-power-assist-finishing-box-PA12-AD-01.webp,asgard-power-assist-finishing-box-PA12-AD-01.webp,1,2
112,asgard-angle-box-with-fixed-handle-CA08-AD-FH-AD-01.webp,asgard-ag35-asgard-angle-box-with-fixed-handle-CA08-AD-FH-AD-01.webp,0,2
