sku,type,image_count,image_files,image_urls
MH25,variation,1,columbia-matrix-handle-repair-parts-MH25-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-matrix-handle-repair-parts-MH25-01.webp
MH3,variation,1,columbia-matrix-handle-repair-parts-MH3-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-matrix-handle-repair-parts-MH3-01.webp
MH3A,variation,1,columbia-matrix-handle-repair-parts-MH3A-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-matrix-handle-repair-parts-MH3A-01.webp
MH4,variation,1,columbia-matrix-handle-repair-parts-MH4-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-matrix-handle-repair-parts-MH4-01.webp
MH5,variation,1,columbia-matrix-handle-repair-parts-MH5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-matrix-handle-repair-parts-MH5-01.webp
MH6,variation,1,columbia-matrix-handle-repair-parts-MH6-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-matrix-handle-repair-parts-MH6-01.webp
MH7,variation,1,columbia-matrix-handle-repair-parts-MH7-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-matrix-handle-repair-parts-MH7-01.webp
MH8,variation,1,columbia-matrix-handle-repair-parts-MH8-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-matrix-handle-repair-parts-MH8-01.webp
MH9A,variation,1,columbia-matrix-handle-repair-parts-MH9A-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-matrix-handle-repair-parts-MH9A-01.webp
MHR-K,simple,1,columbia-matrix-handle-maintenance-kit-mhr-K-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-matrix-handle-maintenance-kit-mhr-K-01.webp
MHS,variation,5,columbia-the-matrix-box-handles-29-inch-MHS-01.webp | columbia-the-matrix-box-handles-29-inch-MHS-02.webp | columbia-the-matrix-box-handles-29-inch-MHS-03.webp | columbia-the-matrix-box-handles-29-inch-MHS-04.webp | columbia-the-matrix-box-handles-29-inch-MHS-05.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-the-matrix-box-handles-29-inch-MHS-01.webp
MP11,variation,1,columbia-hot-mud-pump-repair-parts-MP11-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP11-01.webp
MP13,variation,1,columbia-hot-mud-pump-repair-parts-MP13-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP13-01.webp
MP13A,variation,1,columbia-hot-mud-pump-repair-parts-MP13A-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP13A-01.webp
MP14,variation,1,columbia-hot-mud-pump-repair-parts-MP14-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP14-01.webp
MP2,variation,1,columbia-hot-mud-pump-repair-parts-MP2-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP2-01.webp
MP23,variation,1,columbia-hot-mud-pump-repair-parts-MP23-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP23-01.webp
MP23A__COL-BOX-FILLER-ADAPTOR-PARTS,variation,2,columbia-box-filler-adaptor-parts-MP23A-01.webp | columbia-hot-mud-pump-repair-parts-MP23A-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-box-filler-adaptor-parts-MP23A-01.webp
MP23A__COL-HOT-MUD-PUMP-REPAIR-PARTS,variation,2,columbia-box-filler-adaptor-parts-MP23A-01.webp | columbia-hot-mud-pump-repair-parts-MP23A-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-box-filler-adaptor-parts-MP23A-01.webp
MP24,variation,1,columbia-hot-mud-pump-repair-parts-MP24-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP24-01.webp
MP25,variation,1,columbia-hot-mud-pump-repair-parts-MP25-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP25-01.webp
MP28,variation,1,columbia-hot-mud-pump-repair-parts-MP28-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP28-01.webp
MP3,variation,1,columbia-hot-mud-pump-repair-parts-MP3-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP3-01.webp
MP32,variation,1,columbia-hot-mud-pump-repair-parts-MP32-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP32-01.webp
MP33,variation,1,columbia-hot-mud-pump-repair-parts-MP33-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP33-01.webp
MP34,variation,1,columbia-box-filler-adaptor-parts-MP34-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-box-filler-adaptor-parts-MP34-01.webp
MP36,variation,1,columbia-hot-mud-pump-repair-parts-MP36-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP36-01.webp
MP39,variation,1,columbia-hot-mud-pump-repair-parts-MP39-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP39-01.webp
MP5,variation,1,columbia-hot-mud-pump-repair-parts-MP5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP5-01.webp
MP6,variation,1,columbia-hot-mud-pump-repair-parts-MP6-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP6-01.webp
MP7,variation,1,columbia-hot-mud-pump-repair-parts-MP7-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP7-01.webp
MP8,variation,1,columbia-hot-mud-pump-repair-parts-MP8-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-hot-mud-pump-repair-parts-MP8-01.webp
MP9,variation,1,columbia-box-filler-adaptor-parts-MP9-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-box-filler-adaptor-parts-MP9-01.webp
MP9A,variation,1,columbia-box-filler-adaptor-parts-MP9A-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-box-filler-adaptor-parts-MP9A-01.webp
MP9C,variation,1,columbia-box-filler-adaptor-parts-MP9C-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-box-filler-adaptor-parts-MP9C-01.webp
MPR-1,simple,1,columbia-mud-pump-repair-kit-mpr-1-mpr-1-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-mud-pump-repair-kit-mpr-1-mpr-1-01.webp
OPBS,simple,4,columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-01.webp | columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-02.webp | columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-03.webp | columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-04.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bucket-scoops-one-piece-bucket-scoop-OPBS-04.webp
SAT,simple,1,columbia-semi-automatic-taper-SAT-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-semi-automatic-taper-SAT-01.webp
SB2-10,variation,1,columbia-tomahawk-replacement-skimming-blade-SB2-10-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-replacement-skimming-blade-SB2-10-01.webp
SB2-12,variation,1,columbia-tomahawk-replacement-skimming-blade-SB2-12-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-replacement-skimming-blade-SB2-12-01.webp
SB2-14,variation,1,columbia-tomahawk-replacement-skimming-blade-SB2-14-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-replacement-skimming-blade-SB2-14-01.webp
SB2-18,variation,1,columbia-tomahawk-replacement-skimming-blade-SB2-18-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-replacement-skimming-blade-SB2-18-01.webp
SB2-24,variation,1,columbia-tomahawk-replacement-skimming-blade-SB2-24-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-replacement-skimming-blade-SB2-24-01.webp
SB2-32,variation,1,columbia-tomahawk-replacement-skimming-blade-SB2-32-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-replacement-skimming-blade-SB2-32-01.webp
SB2-40,variation,1,columbia-tomahawk-replacement-skimming-blade-SB2-40-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-replacement-skimming-blade-SB2-40-01.webp
SB2-48,variation,1,columbia-tomahawk-replacement-skimming-blade-SB2-48-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-replacement-skimming-blade-SB2-48-01.webp
SB2-7,variation,1,columbia-tomahawk-replacement-skimming-blade-SB2-7-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-replacement-skimming-blade-SB2-7-01.webp
STAPER,simple,5,columbia-sawed-off-taper-39-inch-STAPER-01.webp | columbia-sawed-off-taper-39-inch-STAPER-02.webp | columbia-sawed-off-taper-39-inch-STAPER-03.webp | columbia-sawed-off-taper-39-inch-STAPER-04.webp | columbia-sawed-off-taper-39-inch-STAPER-11.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sawed-off-taper-39-inch-STAPER-11.webp
TAPER,simple,6,columbia-automatic-taper-TAPER-01.webp | columbia-automatic-taper-TAPER-02.webp | columbia-automatic-taper-TAPER-03.webp | columbia-automatic-taper-TAPER-04.webp | columbia-automatic-taper-TAPER-05.webp | columbia-automatic-taper-TAPER-06.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-taper-TAPER-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-taper-TAPER-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-taper-TAPER-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-taper-TAPER-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-taper-TAPER-05.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-taper-TAPER-06.webp
TBMP,simple,1,columbia-tall-boy-mud-pump-TBMP-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tall-boy-mud-pump-TBMP-01.webp
TL3-8,simple,2,columbia-twist-lock-handle-TL3-8-01.webp | columbia-twist-lock-handle-TL3-8-02.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-twist-lock-handle-TL3-8-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-twist-lock-handle-TL3-8-02.webp
